access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,access_gate_total,algorithm,approx_kl,clip_fraction,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,entropy,episode,episode_return_mean_per_agent,episode_return_sum,expert_bc_loss,idle_actions,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_sensing_pd,mean_sensing_snr_db,method,mobility_model,moved_distance_mean_m,n_beams,n_nodes,p90_delay_censored,p95_delay_censored,p99_delay_censored,piggyback_sense_actions,policy_loss,protocol,run,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_detection_rate,sensing_false_alarm_ratio,sensing_miss_ratio,sensing_observations,sensing_target_observations,slots,step_reward_mean,step_reward_sum_mean,training_step,true_edges_seen,tx_actions,value_loss
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.00043855751965505424,0.0,99,0.18181818181818182,0.1527777777777778,4.5,1,22,17.614091273018417,1.5863001351960342,0.017614091273018415,0.4888888888888889,1045,0.8366693354683747,13.86875,0.6303977272727272,5.8641157150268555,17,-5.903500080108643,-59.03499221801758,,515,0.0,1.6803060012338722,10,1.0,201.84444444444443,0.0,0.0,MARL,gauss_markov,2.631524050725833,648,10,300.0,300.0,300.0,1249,-0.0004496976127850161,improved_rl_isac,train_notable_nogate_ep60,585,1249,56.77272727272727,2026070958,2026070958,1236,0.0,0.0,0.0,0,0,300,-0.019678330048918724,-0.19678333401679993,5400,45,664,0.33672642707824707
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,5.230271899685224e-05,0.0,71,0.25263157894736843,0.20689655172413793,2.9583333333333335,1,24,20.924149956408023,1.7713484389991883,0.020924149956408022,0.5333333333333333,973,0.8482999128160419,13.549,0.5645416666666666,5.886177062988281,18,-4.636999607086182,-46.369991302490234,,564,0.0,2.6170798033466327,10,1.0,188.06666666666666,0.0,0.0,MARL,gauss_markov,2.5318733796809676,648,10,300.0,300.0,300.0,1147,-0.0002856105829902589,improved_rl_isac,train_notable_nogate_ep60,604,1147,47.791666666666664,2026070959,2026070959,1289,0.0,0.0,0.0,0,0,300,-0.015456663444638252,-0.1545666754245758,5700,45,543,0.28758832812309265
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.00018041040142999232,0.0,56,0.2911392405063291,0.22772277227722773,2.4347826086956523,1,23,21.004566210045663,1.6971664698937425,0.021004566210045664,0.5111111111111111,953,0.8703196347031964,13.552000000000001,0.5892173913043479,5.8768370151519775,19,-4.361999988555908,-43.619991302490234,,576,0.0,2.5901311000111433,10,1.0,183.57777777777778,0.0,0.0,MARL,gauss_markov,2.5351681281626397,648,10,300.0,300.0,300.0,1095,-9.240762588635931e-05,improved_rl_isac,train_notable_nogate_ep60,568,1095,47.608695652173914,2026070960,2026070960,1329,0.0,0.0,0.0,0,0,300,-0.014539997093379498,-0.14539998769760132,6000,45,527,0.45079372823238373
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0004225617997193343,0.0,49,0.3466666666666667,0.2765957446808511,1.8846153846153846,1,26,22.8270412642669,1.8728277898831285,0.0228270412642669,0.5777777777777777,969,0.8507462686567164,13.88275,0.5339519230769231,5.834336996078491,20,-4.011499404907227,-40.11499786376953,,507,0.0,2.5877588670764142,10,1.0,191.06666666666666,0.0,0.0,MARL,gauss_markov,2.6098413567704166,648,10,300.0,300.0,300.0,1139,3.449956723500236e-05,improved_rl_isac,train_notable_nogate_ep60,601,1139,43.80769230769231,2026070961,2026070961,1354,0.0,0.0,0.0,0,0,300,-0.013371665962040424,-0.13371668756008148,6300,45,538,0.3338785171508789
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0003827799634696927,0.0,55,0.3037974683544304,0.24,2.2916666666666665,1,24,21.978021978021978,1.7801513128615931,0.02197802197802198,0.5333333333333333,931,0.8525641025641025,13.482000000000001,0.5617500000000001,5.848050594329834,21,-4.157999515533447,-41.579994201660156,,576,0.0,2.43540289239865,10,1.0,187.33333333333334,0.0,0.0,MARL,gauss_markov,2.536702120157756,648,10,300.0,300.0,300.0,1092,-0.00027749311341906946,improved_rl_isac,train_notable_nogate_ep60,603,1092,45.5,2026070962,2026070962,1332,0.0,0.0,0.0,0,0,300,-0.013859998434782028,-0.13859999179840088,6600,45,489,0.42474403977394104
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,-2.840512953605767e-05,0.0,41,0.4057971014492754,0.32558139534883723,1.4642857142857142,1,28,28.629856850715747,2.037030300825725,0.028629856850715747,0.6222222222222222,834,0.852760736196319,13.7455,0.49091071428571426,5.843671083450317,22,-2.668999433517456,-26.68999481201172,,574,0.0,3.4453453152189786,10,1.0,190.9777777777778,0.0,0.0,MARL,gauss_markov,2.7040231848045098,648,10,300.0,300.0,300.0,978,-0.0001616102114785356,improved_rl_isac,train_notable_nogate_ep60,477,978,34.92857142857143,2026070963,2026070963,1448,0.0,0.0,0.0,0,0,300,-0.008896664716303349,-0.08896666765213013,6900,45,501,0.7770965695381165
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0001874944220374708,0.0,17,0.5526315789473685,0.3387096774193548,0.8095238095238095,1,21,21.0,1.492351697550056,0.021,0.4666666666666667,834,0.834,14.07175,0.6700833333333334,5.836146831512451,23,-3.858499526977539,-38.584991455078125,,503,0.0,1.8745293171034518,10,1.0,215.57777777777778,0.0,0.0,MARL,gauss_markov,2.3703760132912235,648,10,300.0,300.0,300.0,1000,-8.524513075869322e-05,improved_rl_isac,train_notable_nogate_ep60,518,1000,47.61904761904762,2026070964,2026070964,1497,0.0,0.0,0.0,0,0,300,-0.012861663475632668,-0.12861666083335876,7200,45,482,0.2738629877567291
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,-9.693224868295713e-06,0.0,46,0.34285714285714286,0.26373626373626374,1.9166666666666667,1,24,24.793388429752067,1.7839223993756272,0.024793388429752067,0.5333333333333333,827,0.8543388429752066,13.4535,0.5605625,5.853209972381592,24,-3.309999465942383,-33.09999465942383,,630,0.0,1.6449138406469337,10,1.0,202.55555555555554,0.0,0.0,MARL,gauss_markov,2.786452407979796,648,10,300.0,300.0,300.0,968,-0.00023365687656529133,improved_rl_isac,train_notable_nogate_ep60,462,968,40.333333333333336,2026070965,2026070965,1402,0.0,0.0,0.0,0,0,300,-0.011033331975340843,-0.11033333092927933,7500,45,506,0.24486658722162247
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.00023927085175334123,0.0,31,0.41509433962264153,0.2894736842105263,1.4090909090909092,1,22,22.199798183652877,1.5919246006620962,0.022199798183652877,0.4888888888888889,850,0.8577194752774975,13.819749999999997,0.6281704545454544,5.805678606033325,25,-3.8324992656707764,-38.32499313354492,,567,0.0,1.862650670652593,10,1.0,209.8,0.0,0.0,MARL,gauss_markov,2.7134831485005746,648,10,300.0,300.0,300.0,991,-0.00024116420784636716,improved_rl_isac,train_notable_nogate_ep60,460,991,45.04545454545455,2026070966,2026070966,1442,0.0,0.0,0.0,0,0,300,-0.012774997390806675,-0.12775000929832458,7800,45,531,0.18598298728466034
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,3.966703101953781e-05,0.0,43,0.3064516129032258,0.2159090909090909,2.263157894736842,1,19,19.19191919191919,1.3633020610974582,0.01919191919191919,0.4222222222222222,860,0.8686868686868687,13.93675,0.7335131578947368,5.827935218811035,26,-4.566499710083008,-45.66499710083008,,563,0.0,1.1432773252766242,10,1.0,209.22222222222223,0.0,0.0,MARL,gauss_markov,2.7095029667970105,648,10,300.0,300.0,300.0,990,5.537140389788586e-05,improved_rl_isac,train_notable_nogate_ep60,413,990,52.10526315789474,2026070967,2026070967,1447,0.0,0.0,0.0,0,0,300,-0.015221665613353252,-0.15221665799617767,8100,45,577,0.18625408411026
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,-0.00010839720772715111,0.0,10,0.696969696969697,0.41818181818181815,0.43478260869565216,1,23,24.05857740585774,1.6409817351598173,0.02405857740585774,0.5111111111111111,819,0.856694560669456,14.016,0.6093913043478261,5.8271403312683105,27,-3.2079994678497314,-32.079994201660156,,560,0.0,2.5079113470404706,10,1.0,208.0222222222222,0.0,0.0,MARL,gauss_markov,2.720998574402365,648,10,300.0,300.0,300.0,956,-0.0003157384513556849,improved_rl_isac,train_notable_nogate_ep60,382,956,41.56521739130435,2026070968,2026070968,1484,0.0,0.0,0.0,0,0,300,-0.010693331249058247,-0.10693332552909851,8400,45,574,0.2002832144498825
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0003877202467992835,0.0,38,0.3333333333333333,0.2289156626506024,2.0,1,19,19.81230448383733,1.3463718820861679,0.01981230448383733,0.4222222222222222,828,0.8633993743482794,14.111999999999998,0.742736842105263,5.798885822296143,28,-4.447999477386475,-44.4799919128418,,544,0.0,1.4827505145243487,10,1.0,210.62222222222223,0.0,0.0,MARL,gauss_markov,2.5432548372835844,648,10,300.0,300.0,300.0,959,-0.00017981823397938967,improved_rl_isac,train_notable_nogate_ep60,380,959,50.473684210526315,2026070969,2026070969,1497,0.0,0.0,0.0,0,0,300,-0.01482666376978159,-0.14826665818691254,8700,45,579,0.15461667627096176
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0005874068075790717,0.0,14,0.6111111111111112,0.3728813559322034,0.6363636363636364,1,22,24.691358024691358,1.521912074988759,0.024691358024691357,0.4888888888888889,781,0.8765432098765432,14.455499999999997,0.6570681818181817,5.78662633895874,29,-3.164999485015869,-31.649993896484375,,502,0.0,1.6165235744783824,10,1.0,206.0,0.0,0.0,MARL,gauss_markov,2.80682588226217,648,10,300.0,300.0,300.0,891,-0.0006829803950774149,improved_rl_isac,train_notable_nogate_ep60,329,891,40.5,2026070970,2026070970,1607,0.0,0.0,0.0,0,0,300,-0.0105499979108572,-0.1054999977350235,9000,45,562,0.11617065966129303
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,8.483069991538361e-05,0.0,18,0.4857142857142857,0.2698412698412698,1.0588235294117647,1,17,21.573604060913706,1.1680035727168108,0.021573604060913704,0.37777777777777777,687,0.8718274111675127,14.554749999999999,0.8561617647058822,5.720866680145264,30,-3.6484992504119873,-36.48499298095703,,483,0.0,0.3999618111205421,10,1.0,226.44444444444446,0.0,0.0,MARL,gauss_markov,3.11647709466469,648,10,300.0,300.0,300.0,788,-0.00046392234601100313,improved_rl_isac,train_notable_nogate_ep60,334,788,46.35294117647059,2026070971,2026070971,1729,0.0,0.0,0.0,0,0,300,-0.01216166466474533,-0.1216166540980339,9300,45,454,0.10262938588857651
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0006529535019459409,0.0,14,0.6111111111111112,0.3728813559322034,0.6363636363636364,1,22,29.41176470588235,1.5289988532508605,0.029411764705882353,0.4888888888888889,657,0.8783422459893048,14.388499999999997,0.6540227272727271,5.695343971252441,31,-2.2549996376037598,-22.54999351501465,,514,0.0,0.7730975045841155,10,1.0,210.46666666666667,0.0,0.0,MARL,gauss_markov,2.426790396685253,648,10,300.0,300.0,300.0,748,-0.00021788018903023953,improved_rl_isac,train_notable_nogate_ep60,328,748,34.0,2026070972,2026070972,1738,0.0,0.0,0.0,0,0,300,-0.007516664452850819,-0.07516666501760483,9600,45,420,0.18427062034606934
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.0002447912412075759,0.0,7,0.6956521739130435,0.3076923076923077,0.4375,1,16,24.242424242424242,1.072655660772647,0.024242424242424242,0.35555555555555557,557,0.843939393939394,14.916250000000003,0.9322656250000002,5.629427194595337,32,-2.9954993724823,-29.954994201660156,,433,0.0,0.6026850530956914,10,1.0,233.3111111111111,0.0,0.0,MARL,gauss_markov,2.8053487109961415,648,10,300.0,300.0,300.0,660,-0.0005009078462610006,improved_rl_isac,train_notable_nogate_ep60,297,660,41.25,2026070973,2026070973,1907,0.0,0.0,0.0,0,0,300,-0.009984998032450676,-0.09984999150037766,9900,45,363,0.19161024689674377
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,7.505706887844799e-05,0.0,10,0.7142857142857143,0.45454545454545453,0.4,1,25,42.955326460481096,1.7414018284719202,0.0429553264604811,0.5555555555555556,509,0.8745704467353952,14.356249999999998,0.5742499999999999,5.64646053314209,33,-0.577499508857727,-5.774996280670166,,529,0.0,2.405213957352847,10,1.0,195.86666666666667,0.0,0.0,MARL,gauss_markov,2.8764527025477173,648,10,300.0,300.0,300.0,582,0.00019476827598907676,improved_rl_isac,train_notable_nogate_ep60,301,582,23.28,2026070974,2026070974,1889,0.0,0.0,0.0,0,0,300,-0.001924998709000647,-0.01925000734627247,10200,45,281,0.29135212302207947
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.00016498169718159872,0.0,8,0.68,0.32075471698113206,0.47058823529411764,1,17,30.46594982078853,1.146131805157593,0.03046594982078853,0.37777777777777777,478,0.8566308243727598,14.8325,0.8724999999999999,5.591412544250488,34,-2.1909995079040527,-21.90999412536621,,450,0.0,1.2495458818845993,10,1.0,230.48888888888888,0.0,0.0,MARL,gauss_markov,2.5373390415263204,648,10,300.0,300.0,300.0,558,-0.000162439271729653,improved_rl_isac,train_notable_nogate_ep60,290,558,32.8235294117647,2026070975,2026070975,1992,0.0,0.0,0.0,0,0,300,-0.007303331512957811,-0.07303334027528763,10500,45,268,0.06974585354328156
0,0.0,0,0.0,3000,1.0,3000,isac_mappo,0.00023019568265114643,0.0,8,0.7419354838709677,0.4339622641509434,0.34782608695652173,1,23,42.67161410018553,1.5817344061618868,0.04267161410018553,0.5111111111111111,465,0.862708719851577,14.541000000000002,0.632217391304348,5.614598035812378,35,-0.7759997844696045,-7.759997367858887,,508,0.0,2.2509203077579376,10,1.0,196.57777777777778,0.0,0.0,MARL,gauss_markov,2.7039606702535623,648,10,300.0,300.0,300.0,539,-4.2246442744087176e-05,improved_rl_isac,train_notable_nogate_ep60,269,539,23.434782608695652,2026070976,2026070976,1953,0.0,0.0,0.0,0,0,300,-0.0025866657961159945,-0.025866674259305,10800,45,270,0.3261774182319641
