beamwidth_deg,discovery_rate_mean_seed31,discovery_rate_mean_seed33,discovery_rate_mean_delta_seed33_minus_seed31,collision_penalized_discovery_rate_mean_seed31,collision_penalized_discovery_rate_mean_seed33,collision_penalized_discovery_rate_mean_delta_seed33_minus_seed31,lambda2_mean_seed31,lambda2_mean_seed33,lambda2_mean_delta_seed33_minus_seed31,collision_count_mean_seed31,collision_count_mean_seed33,collision_count_mean_delta_seed33_minus_seed31,collisions_per_discovery_censored_mean_seed31,collisions_per_discovery_censored_mean_seed33,collisions_per_discovery_censored_mean_delta_seed33_minus_seed31
10.0,0.3019797979797979,0.3643636363636363,0.062383838383838375,0.2353115394963504,0.2034662842011284,-0.031845255295222,11.904327907733608,16.40724731765843,4.502919409924823,1403.3,3938.0,2534.7,0.9381363639583024,2.1746051138222007,1.2364687498638984
15.0,0.3618383838383838,0.4135757575757576,0.051737373737373804,0.2113702926713012,0.1496792181932144,-0.061691074478086805,16.17301493741065,21.743725779811665,5.5707108424010165,3535.0,8745.4,5210.4,1.9750756909977103,4.271791364375077,2.296715673377367
