protocol,label,n_pairs,discovery_rate_mean,discovery_rate_std,discovery_rate_ci95,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_ci95,lambda2_mean,lambda2_std,lambda2_ci95,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_ci95,collision_count_mean,collision_count_std,collision_count_ci95,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_std,collision_penalized_discovery_rate_ci95,discoveries_per_joule_mean,discoveries_per_joule_std,discoveries_per_joule_ci95,energy_per_discovery_censored_j_mean,energy_per_discovery_censored_j_std,energy_per_discovery_censored_j_ci95
uniform_random,Random,10,0.00048484848484848,0.00010432278373622568,6.465993125730614e-05,0.9022310743317196,0.0012228625586988321,0.0007579380663626133,0.0,0.0,0.0,599.8599191919193,0.05711916141761122,0.03540282303121886,0.0,0.0,0.0,0.00048484848484848,0.00010432278373622568,6.465993125730614e-05,0.00930172303943183,0.0019990922708970024,0.0012390502264590813,111.79735000000001,22.181236525196887,13.748072832754035
skyorbs_like_skip_scan,SkyOrbs-like,10,0.0007070707070706998,0.00037189767734636866,0.00023050456852042217,0.9011100000000001,0.0012696407579788132,0.0007869314946575472,0.0,0.0,0.0,599.7786464646465,0.13201456618373605,0.0818234758380911,0.0,0.0,0.0,0.0007070707070706998,0.00037189767734636866,0.00023050456852042217,0.01458333333333331,0.007670389595268927,0.004754156725733753,96.0,77.28734264634367,47.90319126460505
rl_no_isac,Learned no-ISAC,10,0.00068686868686868,0.000371287508473807,0.00023012638193507432,0.9014049049831202,0.001337738765641327,0.000829139077090843,0.0,0.0,0.0,599.779797979798,0.10056927376336028,0.062333481673361495,0.0,0.0,0.0,0.00068686868686868,0.000371287508473807,0.00023012638193507432,0.015633172474136613,0.00845778245057905,0.005242187873613939,93.16692375,68.98992239068853,42.76039690915363
improved_rl_no_isac,Enhanced no-ISAC,10,0.0005858585858585799,0.00022232422921507087,0.00013779798489875066,0.9019233767510617,0.0017117227585123416,0.0010609367573704927,0.0,0.0,0.0,599.8161818181818,0.09773730275049644,0.06057820785438964,0.0,0.0,0.0,0.0005858585858585799,0.00022232422921507087,0.00013779798489875066,0.012076975161554851,0.004579687569251594,0.0028385197633958473,92.84052958333334,30.16625232412389,18.697236899853564
improved_rl_isac,Enhanced ISAC,10,0.3651717171717171,0.009205266514643592,0.0057054832964100795,0.5001253618764493,0.006968465566032,0.004319099705082656,13.25954288530647,2.0809348323607897,1.2897767715975883,477.62284848484853,3.581379066328073,2.2197617427526146,1092.7,72.76759046596378,45.10181984010056,0.2991140386834694,0.0052958663277527015,0.0032824119567801025,6.193163019788815,0.15784716521193604,0.09783468659704009,0.16156248995201922,0.004104200605400123,0.0025438098899120435
