training_seed,arm,scenario_seed,tx_ratio,discovery_rate,mean_delay_censored,neighbor_knowledge_recall,aligned_handshake_opportunities,step_reward_mean
29260711,D,33260716,0.546,0.5555555555555556,203.86666666666667,0.9111111111111111,30.0,0.03068077564239502
29260711,D,33260717,0.536,0.5333333333333333,198.44444444444446,0.7666666666666667,26.0,0.030208803713321686
29260711,D,33260718,0.5553333333333333,0.6888888888888889,177.24444444444444,0.9777777777777777,33.0,0.03823412209749222
29260711,D,33260719,0.5423333333333333,0.6222222222222222,176.11111111111111,0.8888888888888888,32.0,0.035516079515218735
29260711,D,33260720,0.5386666666666666,0.6,214.2,0.9666666666666667,36.0,0.03173651546239853
29260711,D,33260721,0.5776666666666667,0.6888888888888889,184.77777777777777,0.9555555555555556,32.0,0.03768390044569969
29260711,D,33260722,0.544,0.5111111111111111,202.35555555555555,0.8111111111111111,33.0,0.028921155259013176
29260711,D,33260723,0.5406666666666666,0.4444444444444444,227.44444444444446,0.7777777777777778,33.0,0.02426319569349289
29260711,D,33260724,0.556,0.4888888888888889,224.64444444444445,0.8888888888888888,28.0,0.026340562850236893
29260711,D,33260725,0.5513333333333333,0.6,194.0222222222222,0.9666666666666667,30.0,0.0332949124276638
29260711,D,33260726,0.5583333333333333,0.4888888888888889,223.37777777777777,0.6777777777777778,23.0,0.026499217376112938
29260711,D,33260727,0.543,0.4222222222222222,240.51111111111112,0.6,27.0,0.022403251379728317
29260711,D,33260728,0.5466666666666666,0.5333333333333333,199.17777777777778,0.8666666666666667,34.0,0.030080286785960197
29260711,D,33260729,0.543,0.5111111111111111,224.4,0.7777777777777778,25.0,0.027325628325343132
29260711,D,33260730,0.5503333333333333,0.26666666666666666,256.2888888888889,0.3111111111111111,26.0,0.014382626861333847
29261711,A,33260711,0.499,0.5555555555555556,207.24444444444444,0.9,30.0,0.030416594818234444
29261711,A,33260712,0.484,0.4222222222222222,237.84444444444443,0.7444444444444445,21.0,0.022643918171525
29261711,A,33260713,0.493,0.5333333333333333,210.75555555555556,0.9222222222222223,33.0,0.02921571396291256
29261711,A,33260714,0.5003333333333333,0.4666666666666667,229.88888888888889,0.8777777777777778,25.0,0.02506924979388714
29261711,A,33260715,0.51,0.4444444444444444,228.88888888888889,0.8,25.0,0.024217834696173668
29261711,A,33260716,0.503,0.4444444444444444,235.86666666666667,0.7222222222222222,29.0,0.023666083812713623
29261711,A,33260717,0.5173333333333333,0.4666666666666667,218.75555555555556,0.8444444444444444,32.0,0.02584037184715271
29261711,A,33260718,0.502,0.4666666666666667,249.0222222222222,0.7777777777777778,25.0,0.023619450628757477
29261711,A,33260719,0.501,0.6222222222222222,204.15555555555557,0.9333333333333333,31.0,0.03342236950993538
29261711,A,33260720,0.492,0.6444444444444445,197.57777777777778,0.9333333333333333,32.0,0.03485735505819321
29261711,A,33260721,0.502,0.5555555555555556,208.64444444444445,0.8888888888888888,26.0,0.030367912724614143
29261711,A,33260722,0.487,0.5111111111111111,227.0,0.7777777777777778,26.0,0.027113307267427444
29261711,A,33260723,0.5003333333333333,0.6222222222222222,204.06666666666666,0.8555555555555555,41.0,0.03337239474058151
29261711,A,33260724,0.5056666666666667,0.5777777777777777,193.93333333333334,0.9222222222222223,31.0,0.03233827278017998
29261711,A,33260725,0.49566666666666664,0.5333333333333333,191.77777777777777,0.9,30.0,0.030653808265924454
29261711,A,33260726,0.492,0.4888888888888889,203.51111111111112,0.8444444444444444,28.0,0.027940863743424416
29261711,A,33260727,0.49833333333333335,0.5111111111111111,211.57777777777778,0.8777777777777778,34.0,0.02824050933122635
29261711,A,33260728,0.504,0.5777777777777777,202.22222222222223,0.9222222222222223,35.0,0.031951189041137695
29261711,A,33260729,0.5,0.6444444444444445,201.2,0.9111111111111111,33.0,0.0345781147480011
29261711,A,33260730,0.4876666666666667,0.3333333333333333,241.7111111111111,0.5111111111111111,22.0,0.01860961690545082
29261711,B,33260711,0.49633333333333335,0.5111111111111111,208.95555555555555,0.8222222222222222,27.0,0.02846449799835682
29261711,B,33260712,0.4836666666666667,0.35555555555555557,231.11111111111111,0.6111111111111112,21.0,0.020330607891082764
29261711,B,33260713,0.493,0.4888888888888889,212.8,0.7555555555555555,44.0,0.027125203981995583
29261711,B,33260714,0.4856666666666667,0.5555555555555556,209.11111111111111,0.9,32.0,0.030282795429229736
29261711,B,33260715,0.49333333333333335,0.5555555555555556,214.48888888888888,0.8111111111111111,39.0,0.029821446165442467
29261711,B,33260716,0.514,0.5111111111111111,200.73333333333332,0.8222222222222222,29.0,0.029059896245598793
29261711,B,33260717,0.5183333333333333,0.4444444444444444,235.95555555555555,0.7333333333333333,25.0,0.023686062544584274
29261711,B,33260718,0.49633333333333335,0.5111111111111111,193.64444444444445,0.9111111111111111,31.0,0.029590006917715073
29261711,B,33260719,0.5003333333333333,0.5777777777777777,214.4,0.8555555555555555,29.0,0.030831467360258102
29261711,B,33260720,0.496,0.4444444444444444,236.6888888888889,0.7222222222222222,29.0,0.023584207519888878
29261711,B,33260721,0.5,0.4888888888888889,211.48888888888888,0.7888888888888889,26.0,0.027353866025805473
29261711,B,33260722,0.49266666666666664,0.4222222222222222,225.0888888888889,0.7777777777777778,28.0,0.0235271193087101
29261711,B,33260723,0.49933333333333335,0.4888888888888889,220.13333333333333,0.7555555555555555,24.0,0.026736699044704437
29261711,B,33260724,0.508,0.4666666666666667,221.35555555555555,0.7777777777777778,24.0,0.02571805752813816
29261711,B,33260725,0.49333333333333335,0.6444444444444445,190.17777777777778,0.9444444444444444,34.0,0.0354008786380291
29261711,B,33260726,0.485,0.6,187.33333333333334,0.8555555555555555,33.0,0.033748261630535126
