beam_count,eval_episode,node_count,phase,process_cpu_percent,rss_mb,seed,slot,slots_per_episode,system_available_mb,system_memory_percent
105,0,10,eval_stochastic,0.0,226.74609375,2026084001,200,200,13865.921875,57.2
105,1,10,eval_stochastic,0.0,227.6171875,2026084002,200,200,13876.7578125,57.2
105,2,10,eval_stochastic,0.0,228.21484375,2026084003,200,200,13924.5859375,57.0
105,3,10,eval_stochastic,0.0,228.2421875,2026084004,200,200,13966.58203125,56.9
105,4,10,eval_stochastic,0.0,228.2890625,2026084005,200,200,13939.37890625,57.0
