angular_cell_offset_std,area_diagonal_m_max,area_diagonal_m_mean,area_diagonal_m_min,area_diagonal_m_std,area_scale,azimuth_cells,base_seed_max,base_seed_mean,base_seed_min,base_seed_std,beam_count,beamwidth_deg,case_id_max,case_id_mean,case_id_min,case_id_std,collision_count_max,collision_count_mean,collision_count_min,collision_count_std,collision_normalized_efficiency_max,collision_normalized_efficiency_mean,collision_normalized_efficiency_min,collision_normalized_efficiency_std,collision_penalized_discovery_rate_max,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_min,collision_penalized_discovery_rate_std,collisions_per_discovery_censored_max,collisions_per_discovery_censored_mean,collisions_per_discovery_censored_min,collisions_per_discovery_censored_std,communication_range_m_max,communication_range_m_mean,communication_range_m_min,communication_range_m_std,communication_range_to_diagonal_ratio,connected_components_max,connected_components_mean,connected_components_min,connected_components_std,discovered_edges_max,discovered_edges_mean,discovered_edges_min,discovered_edges_std,discoveries_per_1000_scan_actions_max,discoveries_per_1000_scan_actions_mean,discoveries_per_1000_scan_actions_min,discoveries_per_1000_scan_actions_std,discovery_per_scan_action_max,discovery_per_scan_action_mean,discovery_per_scan_action_min,discovery_per_scan_action_std,discovery_rate_max,discovery_rate_mean,discovery_rate_min,discovery_rate_std,elevation_cells,empty_scan_count_max,empty_scan_count_mean,empty_scan_count_min,empty_scan_count_std,empty_scan_ratio_max,empty_scan_ratio_mean,empty_scan_ratio_min,empty_scan_ratio_std,false_alarm_rate,finite_time_discovery_rate_max,finite_time_discovery_rate_mean,finite_time_discovery_rate_min,finite_time_discovery_rate_std,idle_actions_max,idle_actions_mean,idle_actions_min,idle_actions_std,isac_error_sweep_enabled_max,isac_error_sweep_enabled_mean,isac_error_sweep_enabled_min,isac_error_sweep_enabled_std,isolated_node_ratio_max,isolated_node_ratio_mean,isolated_node_ratio_min,isolated_node_ratio_std,lambda2_max,lambda2_mean,lambda2_min,lambda2_std,largest_component_size_max,largest_component_size_mean,largest_component_size_min,largest_component_size_std,lcc_ratio_max,lcc_ratio_mean,lcc_ratio_min,lcc_ratio_std,mean_delay_censored_max,mean_delay_censored_mean,mean_delay_censored_min,mean_delay_censored_std,mean_discovery_delay_max,mean_discovery_delay_mean,mean_discovery_delay_min,mean_discovery_delay_std,miss_detection_rate,mobility_model,moved_distance_mean_m_max,moved_distance_mean_m_mean,moved_distance_mean_m_min,moved_distance_mean_m_std,n_episodes,node_count,p90_delay_censored_max,p90_delay_censored_mean,p90_delay_censored_min,p90_delay_censored_std,p90_discovery_delay_max,p90_discovery_delay_mean,p90_discovery_delay_min,p90_discovery_delay_std,p95_delay_censored_max,p95_delay_censored_mean,p95_delay_censored_min,p95_delay_censored_std,p95_discovery_delay_max,p95_discovery_delay_mean,p95_discovery_delay_min,p95_discovery_delay_std,p99_delay_censored_max,p99_delay_censored_mean,p99_delay_censored_min,p99_delay_censored_std,p99_discovery_delay_max,p99_discovery_delay_mean,p99_discovery_delay_min,p99_discovery_delay_std,piggyback_sense_actions_max,piggyback_sense_actions_mean,piggyback_sense_actions_min,piggyback_sense_actions_std,protocol,range_mode,range_sweep_enabled,rx_actions_max,rx_actions_mean,rx_actions_min,rx_actions_std,scan_actions_max,scan_actions_mean,scan_actions_min,scan_actions_per_discovery_censored_max,scan_actions_per_discovery_censored_mean,scan_actions_per_discovery_censored_min,scan_actions_per_discovery_censored_std,scan_actions_std,sense_actions_max,sense_actions_mean,sense_actions_min,sense_actions_std,sensing_range_m_max,sensing_range_m_mean,sensing_range_m_min,sensing_range_m_std,sensing_range_to_diagonal_ratio_max,sensing_range_to_diagonal_ratio_mean,sensing_range_to_diagonal_ratio_min,sensing_range_to_diagonal_ratio_std,sensing_to_comm_range_ratio,slot_duration_ms,slots_max,slots_mean,slots_min,slots_std,train_beamwidth_deg_max,train_beamwidth_deg_mean,train_beamwidth_deg_min,train_beamwidth_deg_std,train_node_count_max,train_node_count_mean,train_node_count_min,train_node_count_std,true_edges_seen_max,true_edges_seen_mean,true_edges_seen_min,true_edges_seen_std,tx_actions_max,tx_actions_mean,tx_actions_min,tx_actions_std
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,16.0,8.0,0.0,6.531972647421808,7515.0,7355.0,7261.0,113.71308924950841,0.26306708616664976,0.2609534403713185,0.2581441263573544,0.00206911398490533,0.2122676275489313,0.21103389547353146,0.2097874047332531,0.0010125869152817718,2.8738049713193115,2.832343068184569,2.8013117283950617,0.03050043776945714,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2615.0,2596.6666666666665,2583.0,13.474255287605157,45.36543899519456,45.04010045535594,44.840636066939794,0.23200252135618482,0.04536543899519456,0.04504010045535594,0.0448406360669398,0.00023200252135618387,0.5282828282828282,0.5245791245791246,0.5218181818181818,0.0027220717752737367,12,22823.0,22498.666666666668,22192.0,257.9073907863484,0.39620512464412194,0.39024890023751485,0.3849903717710737,0.004604907181082593,0.0,0.5282828282828282,0.5245791245791246,0.5218181818181818,0.0027220717752737367,2396.0,2347.6666666666665,2290.0,43.77467558100485,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.515263312969658,24.26373253156648,23.62642528436354,0.8850160778393565,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,418.68767676767675,416.09434343434344,413.4547474747475,2.136584879215871,418.68767676767675,416.09434343434344,413.4547474747475,2.136584879215871,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57710.0,57652.333333333336,57604.0,43.77467558100485,ablation_isac_one_slot_delay,singlehop,False,27639.0,27600.333333333332,27570.0,28.778850258865837,57710.0,57652.333333333336,57604.0,22.30120015485869,22.203024295259848,22.04321223709369,0.11398452280478577,43.77467558100485,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30073.0,30052.0,30012.0,28.296053906272277
0.5,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,17.0,9.0,1.0,6.531972647421808,5363.0,4775.333333333333,4269.0,450.3112503838009,0.388920698539937,0.36565411916802915,0.3436543874678742,0.018501592846486815,0.2947174313916911,0.28200957838581464,0.27227770774750315,0.00939956213859366,1.9099002849002849,1.741817167351111,1.5712182554287817,0.13827780296135755,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2808.0,2738.6666666666665,2691.0,50.16195991209098,48.64106428311594,47.447714635056315,46.60063034669068,0.8682424533588825,0.04864106428311594,0.047447714635056315,0.04660063034669068,0.0008682424533588822,0.5672727272727273,0.5532659932659932,0.5436363636363636,0.010133729275169909,12,25751.0,25457.666666666668,25082.0,279.2541653921905,0.44641495041952706,0.4410583351151569,0.43447833844341666,0.004949287682389373,0.01,0.5672727272727273,0.5532659932659932,0.5436363636363636,0.010133729275169909,2316.0,2280.3333333333335,2254.0,26.157641755751268,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.83166705293825,35.621461821364356,34.83075401865428,0.8690595730671109,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,410.82,405.7192592592592,397.0672727272727,6.150495202929319,410.82,405.7192592592592,397.0672727272727,6.150495202929319,0.05,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57746.0,57719.666666666664,57684.0,26.157641755751268,ablation_isac_one_slot_delay,singlehop,False,27843.0,27690.0,27599.0,108.83320571712783,57746.0,57719.666666666664,57684.0,21.458937198067634,21.082822370865852,20.558760683760685,0.38209566362706004,26.157641755751268,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30130.0,30029.666666666668,29903.0,94.52454119903936
1.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,18.0,10.0,2.0,6.531972647421808,2867.0,2715.0,2443.0,192.77620876723006,0.4952479338842975,0.47748028685629135,0.46759517177344473,0.012590195801752467,0.32422561882862166,0.32291965968179276,0.3221184597671741,0.0009313489283242945,1.1386020651310564,1.0957582639432009,1.0191906549853984,0.054269344484229036,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2518.0,2475.0,2397.0,55.25094267672423,43.61154892010323,42.90605512044984,41.576327337692746,0.9408445750577817,0.04361154892010323,0.042906055120449836,0.041576327337692745,0.0009408445750577813,0.5086868686868686,0.5,0.48424242424242425,0.011161806601358421,12,30143.0,29600.333333333332,29192.0,399.6951616197302,0.5228348915060794,0.5131509812047351,0.5062694021955915,0.007047158033676091,0.05,0.5086868686868686,0.5,0.48424242424242425,0.011161806601358421,2347.0,2316.3333333333335,2263.0,37.85351884420904,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.9991422818928,29.49028020314796,26.44990908371137,2.296428192825042,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,437.53939393939396,432.593468013468,428.38464646464644,3.773578538439682,437.53939393939396,432.593468013468,428.38464646464644,3.773578538439682,0.15,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57737.0,57683.666666666664,57653.0,37.853518844209034,ablation_isac_one_slot_delay,singlehop,False,27691.0,27602.666666666668,27507.0,75.2964511484808,57737.0,57683.666666666664,57653.0,24.05214851898206,23.31812153170216,22.92970611596505,0.5193295394454025,37.853518844209034,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30154.0,30081.0,30043.0,51.633322573702344
1.5,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,19.0,11.0,3.0,6.531972647421808,1782.0,1656.3333333333333,1593.0,88.86068997156292,0.6006013530443498,0.5912111363461564,0.576017130620985,0.010843092220168554,0.36628973105134477,0.3622020713705258,0.35962566844919786,0.0029229386281804234,0.7360594795539034,0.6920191312043814,0.6649979140592407,0.03140779778815041,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2421.0,2392.6666666666665,2360.0,25.090945688745084,41.910466364297335,41.4505478079271,40.92461893283854,0.4051681224392709,0.041910466364297336,0.0414505478079271,0.04092461893283854,0.00040516812243927234,0.4890909090909091,0.4833670033670034,0.4767676767676768,0.005068877916918187,12,33294.0,32669.666666666668,32253.0,449.6401029959652,0.5766592767077733,0.5659732311790128,0.5583388152200256,0.007784350092947108,0.1,0.4890909090909091,0.4833670033670034,0.4767676767676768,0.005068877916918187,2333.0,2277.0,2234.0,41.44876355212541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.775843224776295,32.88870161390985,31.735472781857283,0.8539631893094284,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,439.9670707070707,435.5953535353535,430.1880808080808,4.058853889348407,439.9670707070707,435.5953535353535,430.1880808080808,4.058853889348407,0.3,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57766.0,57723.0,57667.0,41.44876355212541,ablation_isac_one_slot_delay,singlehop,False,27670.0,27585.0,27498.0,70.2329457353646,57766.0,57723.0,57667.0,24.435169491525425,24.12744429880726,23.860388269310203,0.23640903674300767,41.44876355212541,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30169.0,30138.0,30096.0,30.80043289739069
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,20.0,12.0,4.0,6.531972647421808,302.0,280.6666666666667,245.0,25.381533094401966,0.8460087994971716,0.8356373651382452,0.8295711060948081,0.007368868839939631,0.2798933739527799,0.2720683514825976,0.25909528392685277,0.009238214594241357,0.2054421768707483,0.19678385415562327,0.18202080237741455,0.010490979728302803,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1470.0,1423.3333333333333,1346.0,55.071670474835685,25.448376151236065,24.636048712842836,23.26264668775168,0.976543851469602,0.025448376151236064,0.024636048712842838,0.02326264668775168,0.0009765438514696013,0.296969696969697,0.28754208754208754,0.2719191919191919,0.01112558999491632,12,39264.0,39011.333333333336,38616.0,283.1269836820378,0.6785917975838648,0.6752083724529157,0.6685132608545115,0.004734249401631694,0.0,0.296969696969697,0.28754208754208754,0.2719191919191919,0.01112558999491632,2295.0,2223.3333333333335,2139.0,64.31346843564124,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.07989271785161,12.495346063726975,10.576106537136038,1.4498606574893464,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,519.4462626262626,512.7499663299664,508.4088888888889,4.803900959747938,519.4462626262626,512.7499663299664,508.4088888888889,4.803900959747938,0.0,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57861.0,57776.666666666664,57705.0,64.31346843564124,ablation_isac_one_slot_delay,singlehop,False,27595.0,27560.333333333332,27500.0,42.82003684673281,57861.0,57776.666666666664,57705.0,42.98736998514116,40.656559410562004,39.2952380952381,1.6558767146073536,64.31346843564124,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30361.0,30216.333333333332,30110.0,105.99475878027596
0.5,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,21.0,13.0,5.0,6.531972647421808,194.0,166.33333333333334,145.0,20.499322482029065,0.8894817073170732,0.878901598065318,0.8645251396648045,0.010536184236241145,0.2406687402799378,0.23511108833175928,0.22904808635917567,0.004757550726435165,0.1567043618739903,0.13794831384900086,0.12425021422450729,0.013723582050134728,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1238.0,1203.0,1167.0,28.994252303976847,21.42535737773009,20.805526827711365,20.157529277645352,0.5179717223683594,0.02142535737773009,0.020805526827711363,0.02015752927764535,0.0005179717223683591,0.2501010101010101,0.24303030303030304,0.23575757575757575,0.005857424707874114,12,40751.0,40514.0,40316.0,179.71644332113854,0.7038898676892251,0.7006616003792091,0.6976172760464432,0.0025640758885589615,0.01,0.2501010101010101,0.24303030303030304,0.23575757575757575,0.005857424707874114,2218.0,2177.6666666666665,2106.0,50.809010574459684,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.968937058456378,11.553733579141161,10.282024184374592,1.1016103704583127,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,530.4210101010101,527.203569023569,524.0416161616162,2.6046722077883513,530.4210101010101,527.203569023569,524.0416161616162,2.6046722077883513,0.05,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57894.0,57822.333333333336,57782.0,50.809010574459684,ablation_isac_one_slot_delay,singlehop,False,27632.0,27573.333333333332,27458.0,81.55706931686275,57894.0,57822.333333333336,57782.0,49.609254498714655,48.09403037970008,46.67366720516963,1.2003241613822686,50.809010574459684,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30324.0,30249.0,30159.0,68.19090848492928
1.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,22.0,14.0,6.0,6.531972647421808,101.0,94.33333333333333,84.0,7.408703590297623,0.9169960474308301,0.9093147648464642,0.9019417475728155,0.006149756454803595,0.19393819334389858,0.1874028709912944,0.18392397545040587,0.00462438815023983,0.10871905274488698,0.09977947972338753,0.09051724137931035,0.007434360269711817,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,979.0,945.3333333333334,928.0,23.809428571238094,16.902332487353465,16.32773587166766,16.021269616559916,0.4066024784893579,0.016902332487353466,0.01632773587166766,0.016021269616559915,0.0004066024784893585,0.19777777777777777,0.190976430976431,0.1874747474747475,0.004809985569947088,12,42574.0,42498.333333333336,42400.0,72.82093716019376,0.7350356520087705,0.7340329727364527,0.732968001797846,0.0008452630901878174,0.05,0.19777777777777777,0.190976430976431,0.1874747474747475,0.004809985569947088,2153.0,2103.0,2077.0,35.364765892999586,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.831869101394707,6.372716678141587,3.6952026962016724,2.102712021381558,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,546.0080808080808,544.2389898989899,541.7581818181818,1.8065282275631802,546.0080808080808,544.2389898989899,541.7581818181818,1.8065282275631802,0.15,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57923.0,57897.0,57847.0,35.364765892999586,ablation_isac_one_slot_delay,singlehop,False,27701.0,27455.333333333332,27239.0,189.74778581638898,57923.0,57897.0,57847.0,62.41702586206897,61.28282935851627,59.163432073544435,1.4998741213766396,35.364765892999586,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30608.0,30441.666666666668,30220.0,163.16113371619957
1.5,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,23.0,15.0,7.0,6.531972647421808,69.0,59.333333333333336,48.0,8.65383665716478,0.941747572815534,0.927778611499185,0.9161603888213852,0.010577349236227475,0.15526210484193678,0.15218629510599854,0.15022912930862722,0.002201701444442837,0.09151193633952255,0.07798294939544685,0.061855670103092786,0.012245730524468312,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,776.0,762.3333333333334,754.0,9.741092797468305,13.406585812515116,13.163035508434836,13.017506301577985,0.1733047760131138,0.013406585812515116,0.013163035508434834,0.013017506301577985,0.00017330477601311373,0.15676767676767678,0.154006734006734,0.15232323232323233,0.0019678975348420813,12,44459.0,44392.0,44279.0,80.36168241145776,0.7680971631940845,0.766503251076554,0.7642084189088901,0.001663139544439441,0.1,0.15676767676767678,0.154006734006734,0.15232323232323233,0.0019678975348420813,2118.0,2085.0,2059.0,24.589970855343985,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.910910053294148,5.170223181938538,4.222075123300633,0.7048976111762544,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,555.9967676767677,554.4323232323233,553.4715151515152,1.1157979876010113,555.9967676767677,554.4323232323233,553.4715151515152,1.1157979876010113,0.3,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57941.0,57915.0,57882.0,24.589970855343985,ablation_isac_one_slot_delay,singlehop,False,27487.0,27331.0,27098.0,167.88289569419115,57941.0,57915.0,57882.0,76.81962864721486,75.98337515121791,74.59020618556701,0.9916979575051706,24.589970855343985,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30843.0,30584.0,30435.0,183.83144453547658
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,16.0,8.0,0.0,6.531972647421808,9544.0,8769.666666666666,8230.0,561.516003531709,0.24792104541716165,0.2367392592943541,0.2197514715500327,0.012211018633067288,0.2058421851289833,0.197989289611363,0.18545605077963295,0.00895648102701388,3.550595238095238,3.235693088156888,3.0335422042019906,0.22564071138309882,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2733.0,2711.3333333333335,2688.0,18.408935028645434,47.45368360738284,47.02765694882515,46.588210825519525,0.3534551792067825,0.04745368360738284,0.04702765694882515,0.046588210825519526,0.0003534551792067819,0.5521212121212121,0.5477441077441078,0.5430303030303031,0.003718976773463701,12,23415.0,22725.333333333332,22253.0,498.6557485435775,0.4059958732855929,0.3941648513488567,0.3856872974331421,0.008623374208691859,0.0,0.5521212121212121,0.5477441077441078,0.5430303030303031,0.003718976773463701,2407.0,2345.6666666666665,2303.0,44.46221866808818,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.32708383948825,29.061546535718293,24.60117563599919,3.265285580536713,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,406.0280808080808,405.31797979797983,404.72686868686867,0.5378396248843212,406.0280808080808,405.31797979797983,404.72686868686867,0.5378396248843212,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57697.0,57654.333333333336,57593.0,44.46221866808818,improved_rl_isac,singlehop,False,27581.0,27549.333333333332,27509.0,30.02591473303612,57697.0,57654.333333333336,57593.0,21.464657738095237,21.265284783183592,21.073179656055615,0.15990286253405034,44.46221866808818,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30164.0,30105.0,30035.0,53.23532661682466
0.5,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,17.0,9.0,1.0,6.531972647421808,7020.0,6548.666666666667,6055.0,394.2759890680075,0.3227069351230425,0.3071921055000024,0.29347826086956524,0.0120003197141203,0.26215356656065425,0.2521740239336134,0.24360902255639097,0.007636566562362648,2.4074074074074074,2.260227892848009,2.098786828422877,0.12639675443253093,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2916.0,2896.6666666666665,2885.0,13.767917618708921,50.53288276579153,50.25661835918029,50.07898071481887,0.19799359693890775,0.05053288276579153,0.05025661835918028,0.050078980714818866,0.00019799359693890972,0.5890909090909091,0.5851851851851851,0.5828282828282828,0.002781397498729093,12,25769.0,25408.0,25179.0,258.3189243293388,0.4473085802565571,0.4408277557383989,0.43634000519885624,0.004694441224276522,0.01,0.5890909090909091,0.5851851851851851,0.5828282828282828,0.002781397498729093,2402.0,2362.6666666666665,2295.0,48.05783552715994,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.15159107444448,32.70126347094099,30.569462925197335,1.8841566121963127,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,393.8969696969697,388.8496296296296,383.849898989899,4.101837591569378,393.8969696969697,388.8496296296296,383.849898989899,4.101837591569378,0.05,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57705.0,57637.333333333336,57598.0,48.05783552715994,improved_rl_isac,singlehop,False,27531.0,27493.333333333332,27465.0,27.740864362084245,57705.0,57637.333333333336,57598.0,19.9684575389948,19.898184870728098,19.78909465020576,0.07820001381511593,48.05783552715994,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,5.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30174.0,30144.0,30125.0,21.463146709340332
