angular_cell_offset_std,area_diagonal_m_max,area_diagonal_m_mean,area_diagonal_m_min,area_diagonal_m_std,area_scale,azimuth_cells,base_seed_max,base_seed_mean,base_seed_min,base_seed_std,beam_count,beamwidth_deg,case_id_max,case_id_mean,case_id_min,case_id_std,collision_count_max,collision_count_mean,collision_count_min,collision_count_std,communication_range_m_max,communication_range_m_mean,communication_range_m_min,communication_range_m_std,communication_range_to_diagonal_ratio,connected_components_max,connected_components_mean,connected_components_min,connected_components_std,discovered_edges_max,discovered_edges_mean,discovered_edges_min,discovered_edges_std,discovery_rate_max,discovery_rate_mean,discovery_rate_min,discovery_rate_std,elevation_cells,empty_scan_ratio_max,empty_scan_ratio_mean,empty_scan_ratio_min,empty_scan_ratio_std,false_alarm_rate,finite_time_discovery_rate_max,finite_time_discovery_rate_mean,finite_time_discovery_rate_min,finite_time_discovery_rate_std,isac_error_sweep_enabled_max,isac_error_sweep_enabled_mean,isac_error_sweep_enabled_min,isac_error_sweep_enabled_std,isolated_node_ratio_max,isolated_node_ratio_mean,isolated_node_ratio_min,isolated_node_ratio_std,lambda2_max,lambda2_mean,lambda2_min,lambda2_std,largest_component_size_max,largest_component_size_mean,largest_component_size_min,largest_component_size_std,lcc_ratio_max,lcc_ratio_mean,lcc_ratio_min,lcc_ratio_std,mean_delay_censored_max,mean_delay_censored_mean,mean_delay_censored_min,mean_delay_censored_std,mean_discovery_delay_max,mean_discovery_delay_mean,mean_discovery_delay_min,mean_discovery_delay_std,miss_detection_rate,mobility_model,moved_distance_mean_m_max,moved_distance_mean_m_mean,moved_distance_mean_m_min,moved_distance_mean_m_std,n_episodes,node_count,p90_delay_censored_max,p90_delay_censored_mean,p90_delay_censored_min,p90_delay_censored_std,p90_discovery_delay_max,p90_discovery_delay_mean,p90_discovery_delay_min,p90_discovery_delay_std,p95_delay_censored_max,p95_delay_censored_mean,p95_delay_censored_min,p95_delay_censored_std,p95_discovery_delay_max,p95_discovery_delay_mean,p95_discovery_delay_min,p95_discovery_delay_std,p99_delay_censored_max,p99_delay_censored_mean,p99_delay_censored_min,p99_delay_censored_std,p99_discovery_delay_max,p99_discovery_delay_mean,p99_discovery_delay_min,p99_discovery_delay_std,protocol,range_mode,range_sweep_enabled,sensing_range_m_max,sensing_range_m_mean,sensing_range_m_min,sensing_range_m_std,sensing_range_to_diagonal_ratio_max,sensing_range_to_diagonal_ratio_mean,sensing_range_to_diagonal_ratio_min,sensing_range_to_diagonal_ratio_std,sensing_to_comm_range_ratio,slots_max,slots_mean,slots_min,slots_std,train_beamwidth_deg_max,train_beamwidth_deg_mean,train_beamwidth_deg_min,train_beamwidth_deg_std,train_node_count_max,train_node_count_mean,train_node_count_min,train_node_count_std,true_edges_seen_max,true_edges_seen_mean,true_edges_seen_min,true_edges_seen_std
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,24.0,12.0,0.0,9.797958971132712,468.0,385.6666666666667,312.0,63.980899927678074,530.1146241516645,530.1146241516645,530.1146241516645,0.0,0.65,1.0,1.0,1.0,0.0,1291.0,1239.0,1164.0,54.33844556726542,0.271332492643968,0.26284634908858523,0.2470288624787776,0.011194583602136533,18,0.6071311177620539,0.5954216245782811,0.5825629997051631,0.010062752570541962,0.0,0.271332492643968,0.26284634908858523,0.2470288624787776,0.011194583602136533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.579333494203626,7.906378025326311,7.472195018963298,0.4824922227219332,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,519.6740237691001,514.4676708472736,511.64975380004284,3.6856203981936186,519.6740237691001,514.4676708472736,511.64975380004284,3.6856203981936186,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,265.0573120758323,265.0573120758323,265.0573120758323,0.0,0.325,0.325,0.325,0.0,0.5,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4758.0,4713.666666666667,4671.0,35.537148012873644
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,25.0,13.0,1.0,9.797958971132712,889.0,782.0,671.0,89.04306074403927,530.1146241516645,530.1146241516645,530.1146241516645,0.0,0.65,1.0,1.0,1.0,0.0,1726.0,1682.3333333333333,1650.0,32.04510709747884,0.36275746111811685,0.3568757878380364,0.35324341682723187,0.00419712442958727,18,0.5140942618693077,0.5104852857890392,0.5060673923233165,0.0033265015836919515,0.0,0.36275746111811685,0.3568757878380364,0.35324341682723187,0.00419712442958727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.369833402911901,13.196567314739616,11.675197175017551,1.1272824027128845,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,483.6177843803056,481.47764217827665,477.2927700714586,2.959407799930445,483.6177843803056,481.47764217827665,477.2927700714586,2.959407799930445,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,397.58596811374844,397.5859681137484,397.58596811374844,5.684341886080802e-14,0.4875000000000001,0.4875000000000001,0.4875000000000001,0.0,0.75,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4758.0,4713.666666666667,4671.0,35.537148012873644
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,26.0,14.0,2.0,9.797958971132712,1016.0,865.6666666666666,715.0,122.882961480517,530.1146241516645,530.1146241516645,530.1146241516645,0.0,0.65,1.0,1.0,1.0,0.0,1800.0,1682.6666666666667,1554.0,100.74831126238406,0.38200339558573854,0.3569088047856949,0.33269107257546565,0.02014121745587508,18,0.511505895797621,0.5028427644576922,0.4963106661585894,0.00638381951037385,0.0,0.38200339558573854,0.3569088047856949,0.33269107257546565,0.02014121745587508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.928254963721127,13.976646525196694,10.637930368260657,2.582561411764699,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,487.02012417041317,480.0761235683558,470.93123938879455,6.750109617398538,487.02012417041317,480.0761235683558,470.93123938879455,6.750109617398538,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,530.1146241516645,530.1146241516645,530.1146241516645,0.0,0.65,0.65,0.65,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4758.0,4713.666666666667,4671.0,35.537148012873644
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,27.0,15.0,3.0,9.797958971132712,1016.0,865.6666666666666,715.0,122.882961480517,530.1146241516645,530.1146241516645,530.1146241516645,0.0,0.65,1.0,1.0,1.0,0.0,1800.0,1682.6666666666667,1554.0,100.74831126238406,0.38200339558573854,0.3569088047856949,0.33269107257546565,0.02014121745587508,18,0.511505895797621,0.5028427644576922,0.4963106661585894,0.00638381951037385,0.0,0.38200339558573854,0.3569088047856949,0.33269107257546565,0.02014121745587508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.928254963721127,13.976646525196694,10.637930368260657,2.582561411764699,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,487.02012417041317,480.0761235683558,470.93123938879455,6.750109617398538,487.02012417041317,480.0761235683558,470.93123938879455,6.750109617398538,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,662.6432801895807,662.6432801895807,662.6432801895807,0.0,0.8125,0.8125,0.8125,0.0,1.25,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4758.0,4713.666666666667,4671.0,35.537148012873644
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,28.0,16.0,4.0,9.797958971132712,931.0,829.0,711.0,90.5243981845042,693.2268161983304,693.2268161983305,693.2268161983304,1.1368683772161603e-13,0.85,1.0,1.0,1.0,0.0,1677.0,1665.0,1647.0,12.96148139681572,0.3389933292904791,0.3366119200803808,0.3331984624721829,0.0024757441012703916,18,0.5403429759223973,0.5294331646073257,0.520721252299469,0.008159905208521454,0.0,0.3389933292904791,0.3366119200803808,0.3331984624721829,0.0024757441012703916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.207793180254932,14.503763984492325,13.958209029587016,0.522303041768912,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,491.210196237103,489.2075584824752,487.67980594299576,1.4798763197998606,491.210196237103,489.2075584824752,487.67980594299576,1.4798763197998606,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,346.6134080991652,346.61340809916527,346.6134080991652,5.684341886080802e-14,0.425,0.425,0.425,0.0,0.5,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4949.0,4946.333333333333,4943.0,2.494438257849294
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,29.0,17.0,5.0,9.797958971132712,1039.0,1016.3333333333334,991.0,19.686430746977866,693.2268161983304,693.2268161983305,693.2268161983304,1.1368683772161603e-13,0.85,1.0,1.0,1.0,0.0,1877.0,1775.6666666666667,1666.0,86.3416984364385,0.3794218718415201,0.3589803392898075,0.33704228201497066,0.017333726242056455,18,0.5059917570048141,0.5010232010553254,0.49507350776636827,0.004511024604039932,0.0,0.3794218718415201,0.3589803392898075,0.33704228201497066,0.017333726242056455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57410862303293,12.129060186645802,9.533887311651986,1.8390100107475305,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,488.94517499494236,481.0890773468953,471.4301596927431,7.263220600618747,488.94517499494236,481.0890773468953,471.4301596927431,7.263220600618747,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,519.9201121487479,519.9201121487479,519.9201121487479,0.0,0.6375000000000001,0.6375000000000001,0.6375000000000001,0.0,0.7500000000000001,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4949.0,4946.333333333333,4943.0,2.494438257849294
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,30.0,18.0,6.0,9.797958971132712,1055.0,1006.3333333333334,910.0,68.11917661145225,693.2268161983304,693.2268161983305,693.2268161983304,1.1368683772161603e-13,0.85,1.0,1.0,1.0,0.0,1872.0,1766.6666666666667,1692.0,76.61737545897942,0.3784111582777441,0.3571637796046443,0.34230224559983813,0.015417471751032743,18,0.511171539420812,0.5035497368601165,0.4942687952349621,0.006999535559805891,0.0,0.3784111582777441,0.3571637796046443,0.34230224559983813,0.015417471751032743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.719081466907982,10.426400912632559,8.81463349362734,1.66511471423672,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,485.3892373052802,479.7841684166667,470.106529209622,6.8716646907523815,485.3892373052802,479.7841684166667,470.106529209622,6.8716646907523815,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,693.2268161983304,693.2268161983305,693.2268161983304,1.1368683772161603e-13,0.85,0.85,0.85,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4949.0,4946.333333333333,4943.0,2.494438257849294
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,31.0,19.0,7.0,9.797958971132712,1055.0,1006.3333333333334,910.0,68.11917661145225,693.2268161983304,693.2268161983305,693.2268161983304,1.1368683772161603e-13,0.85,1.0,1.0,1.0,0.0,1872.0,1766.6666666666667,1692.0,76.61737545897942,0.3784111582777441,0.3571637796046443,0.34230224559983813,0.015417471751032743,18,0.511171539420812,0.5035497368601165,0.4942687952349621,0.006999535559805891,0.0,0.3784111582777441,0.3571637796046443,0.34230224559983813,0.015417471751032743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.719081466907982,10.426400912632559,8.81463349362734,1.66511471423672,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,485.3892373052802,479.7841684166667,470.106529209622,6.8716646907523815,485.3892373052802,479.7841684166667,470.106529209622,6.8716646907523815,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,866.533520247913,866.5335202479131,866.533520247913,1.1368683772161603e-13,1.0624999999999998,1.0624999999999998,1.0624999999999998,0.0,1.25,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4949.0,4946.333333333333,4943.0,2.494438257849294
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,32.0,20.0,8.0,9.797958971132712,1104.0,985.0,877.0,92.99820786803726,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1836.0,1767.3333333333333,1719.0,49.88208317845419,0.3709090909090909,0.35703703703703704,0.3472727272727273,0.010077188520899831,18,0.5136132183310818,0.5081547625387267,0.5027010180760441,0.004454888344951843,0.0,0.3709090909090909,0.35703703703703704,0.3472727272727273,0.010077188520899831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.672330123630566,11.063308361926746,7.841710611720401,2.4194307842182305,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,485.85777777777776,481.3813468013468,474.7258585858586,4.798688991948417,485.85777777777776,481.3813468013468,474.7258585858586,4.798688991948417,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,428.16950412249827,428.16950412249827,428.16950412249827,0.0,0.525,0.525,0.525,0.0,0.5,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,33.0,21.0,9.0,9.797958971132712,1062.0,1031.3333333333333,1005.0,23.47102232304526,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1817.0,1800.3333333333333,1788.0,12.229290885229428,0.36707070707070705,0.3637037037037037,0.3612121212121212,0.002470563815197855,18,0.5000952727398708,0.4969862073135165,0.49165310151352476,0.003788344444161428,0.0,0.36707070707070705,0.3637037037037037,0.3612121212121212,0.002470563815197855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56080695970595,13.921067017434808,12.654392354034503,0.8956894999932858,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,481.8731313131313,478.91063973063973,475.54868686868684,2.5973481820320394,481.8731313131313,478.91063973063973,475.54868686868684,2.5973481820320394,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,base,True,642.2542561837474,642.2542561837474,642.2542561837474,0.0,0.7875000000000001,0.7875000000000001,0.7875000000000001,0.0,0.75,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
