action_policy_protocol,case_id,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,env_protocol,episode,idle_actions,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,marl_trained,mean_delay_censored,mean_sensing_pd,mean_sensing_snr_db,method_family,method_label,mobility_model,moved_distance_mean_m,node_count,p90_delay_censored,p95_delay_censored,p99_delay_censored,piggyback_sense_actions,protocol,rf_chains,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_detection_rate,sensing_false_alarm_ratio,sensing_miss_ratio,sensing_observations,sensing_target_observations,slots,true_edges_seen,tx_actions
budgeted_collision_aware_isac,0,0,1.0,0.022222222222222223,0.0,9,1,0.5047955577990914,0.12987434656969385,0.0005047955577990914,0.022222222222222223,1483,0.7486118122160526,7.699749999999999,7.699749999999999,wang2025_isac_tables,5,19,0.8,0.0,2,0.2,0,196.46666666666667,0.8805629007916735,-0.6021314134350418,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.838124877760052,10,200.0,200.0,200.0,584,budgeted_collision_aware_isac,1,1397,1981,1981.0,21170713,21170713,0,0.8368298368298368,0.009914733293674401,0.16317016317016317,5043,858,200,45,584
budgeted_collision_aware_isac,0,0,1.0,0.06666666666666667,0.0,7,3,1.5136226034308777,0.3961180431768667,0.0015136226034308778,0.06666666666666667,1436,0.7245206861755802,7.5735,2.5245,wang2025_isac_tables,6,18,0.6,0.0,4,0.4,0,193.22222222222223,0.9063030468414889,-0.08386580888909576,common_env_action_policy,Budgeted ISAC rule,gauss_markov,6.435454552255112,10,200.0,200.0,200.0,541,budgeted_collision_aware_isac,1,1441,1982,660.6666666666666,21170714,21170714,0,0.8503325942350333,0.006236559139784947,0.14966740576496673,4650,902,200,45,541
budgeted_collision_aware_isac,0,0,1.0,0.022222222222222223,0.0,9,1,0.5086469989827059,0.13191741969527077,0.000508646998982706,0.022222222222222223,1491,0.7583926754832147,7.5805,7.5805,wang2025_isac_tables,7,34,0.8,0.0,2,0.2,0,199.55555555555554,0.854963418850931,-2.027239092739823,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.853434491073446,10,200.0,200.0,200.0,558,budgeted_collision_aware_isac,1,1408,1966,1966.0,21170715,21170715,0,0.7539893617021277,0.00882051282051282,0.24601063829787234,4875,752,200,45,558
budgeted_collision_aware_isac,0,0,1.0,0.15555555555555556,0.0,4,7,3.5478966041561075,0.9317493594223154,0.0035478966041561076,0.15555555555555556,1580,0.8008109477952357,7.51275,1.07325,wang2025_isac_tables,8,27,0.3,-6.125962154760598e-17,7,0.7,0,183.42222222222222,0.8987482216176756,0.8140027368809848,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.391841657113522,10,200.0,200.0,200.0,529,budgeted_collision_aware_isac,1,1444,1973,281.85714285714283,21170716,21170716,0,0.8335766423357664,0.009108653220559532,0.16642335766423358,4611,685,200,45,529
budgeted_collision_aware_isac,0,0,1.0,0.1111111111111111,0.0,5,5,2.535496957403651,0.6703311435849308,0.002535496957403651,0.1111111111111111,1442,0.731237322515213,7.459000000000001,1.4918000000000002,wang2025_isac_tables,9,28,0.4,0.0,6,0.6,0,185.3111111111111,0.869581995604582,-2.0362078798775576,common_env_action_policy,Budgeted ISAC rule,gauss_markov,8.402009753065775,10,200.0,200.0,200.0,512,budgeted_collision_aware_isac,1,1460,1972,394.4,21170717,21170717,0,0.8079896907216495,0.005661231884057971,0.19201030927835053,4416,776,200,45,512
budgeted_collision_aware_isac,0,0,1.0,0.08888888888888889,0.0,6,4,2.02122283981809,0.5231322543730588,0.00202122283981809,0.08888888888888889,1497,0.7564426478019202,7.646249999999999,1.9115624999999998,wang2025_isac_tables,10,21,0.4,0.0,3,0.3,0,195.15555555555557,0.933089813336138,3.1665714322685363,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.6344744852038104,10,200.0,200.0,200.0,568,budgeted_collision_aware_isac,1,1411,1979,494.75,21170718,21170718,0,0.86625,0.00853658536585366,0.13375,4920,800,200,45,568
budgeted_collision_aware_isac,0,0,1.0,0.044444444444444446,0.0,8,2,1.0065425264217414,0.26665777807406416,0.0010065425264217413,0.044444444444444446,1555,0.7825868142929039,7.500250000000001,3.7501250000000006,wang2025_isac_tables,11,13,0.6,0.0,2,0.2,0,198.22222222222223,0.8179622553334012,-4.012842086550813,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.413251927102448,10,200.0,200.0,200.0,512,budgeted_collision_aware_isac,1,1475,1987,993.5,21170719,21170719,0,0.7626886145404664,0.008918617614269788,0.23731138545953362,4485,729,200,45,512
budgeted_collision_aware_isac,0,0,1.0,0.06666666666666667,0.0,7,3,1.524390243902439,0.3987770836102619,0.001524390243902439,0.06666666666666667,1415,0.7190040650406504,7.523,2.5076666666666667,wang2025_isac_tables,12,32,0.6,0.0,4,0.4,0,189.8,0.7758668770784856,-4.3511006802709575,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.726502235137913,10,200.0,200.0,200.0,537,budgeted_collision_aware_isac,1,1431,1968,656.0,21170720,21170720,0,0.7431629013079667,0.008800171710667526,0.2568370986920333,4659,841,200,45,537
budgeted_collision_aware_isac,0,0,1.0,0.022222222222222223,0.0,9,1,0.5040322580645161,0.13163090693694882,0.0005040322580645161,0.022222222222222223,1518,0.7651209677419355,7.5969999999999995,7.5969999999999995,wang2025_isac_tables,13,16,0.8,0.0,2,0.2,0,197.82222222222222,0.8438049790947056,-1.2820885198626666,common_env_action_policy,Budgeted ISAC rule,gauss_markov,8.30641981407562,10,200.0,200.0,200.0,547,budgeted_collision_aware_isac,1,1437,1984,1984.0,21170721,21170721,0,0.7702349869451697,0.010282776349614395,0.2297650130548303,4668,766,200,45,547
budgeted_collision_aware_isac,0,0,1.0,0.08888888888888889,0.0,6,4,2.0161290322580645,0.5284015852047557,0.0020161290322580645,0.08888888888888889,1482,0.7469758064516129,7.569999999999999,1.8924999999999998,wang2025_isac_tables,14,16,0.5,0.0,5,0.5,0,194.2888888888889,0.8287309111814453,-2.280791395925623,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.2842813882609025,10,200.0,200.0,200.0,538,budgeted_collision_aware_isac,1,1446,1984,496.0,21170722,21170722,0,0.7945736434108527,0.009823182711198428,0.2054263565891473,4581,774,200,45,538
budgeted_collision_aware_isac,0,0,1.0,0.06666666666666667,0.0,7,3,1.5120967741935483,0.3972457627118644,0.0015120967741935483,0.06666666666666667,1594,0.8034274193548387,7.552,2.517333333333333,wang2025_isac_tables,15,16,0.6,0.0,4,0.4,0,196.06666666666666,0.9148298922447019,1.4143690638742685,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.592698474931945,10,200.0,200.0,200.0,532,budgeted_collision_aware_isac,1,1452,1984,661.3333333333334,21170723,21170723,0,0.882179675994109,0.009297052154195011,0.11782032400589101,4410,679,200,45,532
budgeted_collision_aware_isac,0,0,1.0,0.06666666666666667,0.0,7,3,1.5143866733972742,0.39847252199900374,0.001514386673397274,0.06666666666666667,1465,0.7395254921756689,7.528750000000001,2.509583333333334,wang2025_isac_tables,16,19,0.5,0.0,3,0.3,0,193.37777777777777,0.9197774962389502,-0.1743540694550884,common_env_action_policy,Budgeted ISAC rule,gauss_markov,6.178531602365361,10,200.0,200.0,200.0,527,budgeted_collision_aware_isac,1,1454,1981,660.3333333333334,21170724,21170724,0,0.8581818181818182,0.008524590163934427,0.14181818181818182,4575,825,200,45,527
budgeted_collision_aware_isac,0,0,1.0,0.022222222222222223,0.0,9,1,0.5045408678102926,0.13608219364496155,0.0005045408678102926,0.022222222222222223,1649,0.8319878910191726,7.3485000000000005,7.3485000000000005,wang2025_isac_tables,17,18,0.8,0.0,2,0.2,0,198.2888888888889,0.801237904400547,-3.224741820251012,common_env_action_policy,Budgeted ISAC rule,gauss_markov,8.216394122309005,10,200.0,200.0,200.0,466,budgeted_collision_aware_isac,1,1516,1982,1982.0,21170725,21170725,0,0.7419354838709677,0.0063083522583901085,0.25806451612903225,3963,496,200,45,466
budgeted_collision_aware_isac,0,0,1.0,0.044444444444444446,0.0,8,2,1.0121457489878543,0.26340050046095087,0.0010121457489878543,0.044444444444444446,1496,0.757085020242915,7.593,3.7965,wang2025_isac_tables,18,24,0.6,0.0,2,0.2,0,197.4,0.8043188842764292,-3.237268902887512,common_env_action_policy,Budgeted ISAC rule,gauss_markov,6.045453919172631,10,200.0,200.0,200.0,553,budgeted_collision_aware_isac,1,1423,1976,988.0,21170726,21170726,0,0.7661764705882353,0.009155222638368706,0.2338235294117647,4806,680,200,45,553
budgeted_collision_aware_isac,0,0,1.0,0.06666666666666667,0.0,7,3,1.5136226034308777,0.3988035892323031,0.0015136226034308778,0.06666666666666667,1491,0.7522704339051464,7.5225,2.5075,wang2025_isac_tables,19,18,0.6,-9.244463733058732e-33,4,0.4,0,194.0888888888889,0.892810548965876,-2.319270047038412,common_env_action_policy,Budgeted ISAC rule,gauss_markov,7.337047245275518,10,200.0,200.0,200.0,524,budgeted_collision_aware_isac,1,1458,1982,660.6666666666666,21170727,21170727,0,0.8325471698113207,0.010259768609473915,0.16745283018867924,4581,848,200,45,524
