slot,samples,candidate_count_mean_mean,positive_beam_recall_mean,empty_opportunity_exclusion_rate_mean,selected_candidate_compliance_mean,selected_undiscovered_beam_rate_mean,tx_fraction_mean
127,150,8.142000000000001,0.9752978483604409,0.6755422374452061,1.0,0.15066666666666667,0.22333333333333333
128,150,8.044666666666668,0.9747889128515055,0.6789103030436864,1.0,0.142,0.212
129,150,7.962,0.9745996914448927,0.6815395935782054,1.0,0.13666666666666666,0.21533333333333332
130,150,7.892666666666667,0.9741677653844837,0.6835726191085761,1.0,0.12066666666666667,0.20666666666666667
131,150,7.803333333333334,0.9740543718789332,0.6868159925363209,1.0,0.11933333333333332,0.2006666666666667
132,150,7.727999999999999,0.9743191815064879,0.689279842320003,1.0,0.11666666666666667,0.19933333333333336
133,150,7.642000000000001,0.9746015222594171,0.6921716706488827,1.0,0.10466666666666666,0.194
134,150,7.544,0.9777070957365076,0.6958510660769959,1.0,0.09266666666666666,0.16533333333333333
135,150,7.467333333333334,0.9766548081548081,0.6985992841950254,1.0,0.08266666666666665,0.18199999999999997
136,150,7.3566666666666665,0.9770992525992527,0.7030345834335585,1.0,0.09333333333333334,0.18733333333333332
137,150,7.268666666666668,0.9770308765308766,0.7063180555908115,1.0,0.08933333333333333,0.164
138,150,7.187999999999999,0.9752709697709698,0.7093478055248922,1.0,0.09466666666666666,0.17533333333333334
139,150,7.096666666666667,0.9744482184482185,0.7127225766613982,1.0,0.06733333333333334,0.162
140,150,6.9913333333333325,0.9744482184482185,0.7170602820221793,1.0,0.08133333333333333,0.16133333333333336
141,150,6.893999999999999,0.9737994227994227,0.7208449139081146,1.0,0.07866666666666668,0.15133333333333335
142,150,6.814666666666667,0.9716171236171237,0.7239206218169486,1.0,0.08466666666666667,0.15533333333333335
143,150,6.7473333333333345,0.9716171236171237,0.7262175377214724,1.0,0.074,0.1486666666666667
144,150,6.666,0.9704266474266474,0.7293345280339902,1.0,0.07466666666666667,0.14600000000000002
145,150,6.586666666666667,0.970259980759981,0.7323281956214457,1.0,0.07,0.14800000000000002
146,150,6.512666666666667,0.9717919672919675,0.7352016703458225,1.0,0.06266666666666666,0.14333333333333334
147,150,6.439333333333332,0.9721993746993747,0.7380227610105792,1.0,0.06799999999999999,0.1446666666666667
148,150,6.367333333333333,0.9731517556517557,0.7405269618791696,1.0,0.050666666666666665,0.13866666666666666
149,150,6.282,0.9729930254930256,0.7439421500949266,1.0,0.056666666666666664,0.12666666666666668
150,150,6.214666666666667,0.97243746993747,0.7464747580150276,1.0,0.04866666666666667,0.134
151,150,6.131333333333332,0.9724879749879752,0.7499564895587111,1.0,0.054000000000000006,0.11733333333333335
152,150,6.068666666666666,0.9724879749879752,0.7523744939112745,1.0,0.05133333333333334,0.12466666666666666
153,150,6.008666666666667,0.9724879749879752,0.7546963002598133,1.0,0.051333333333333335,0.12399999999999996
154,150,5.949333333333334,0.9718112073112074,0.7569733771525946,1.0,0.04800000000000001,0.11466666666666668
155,150,5.886666666666667,0.9715334295334295,0.7592932769881304,1.0,0.04266666666666667,0.11533333333333332
156,150,5.830666666666667,0.9715334295334295,0.7614503648207603,1.0,0.042,0.12666666666666668
157,150,5.772666666666667,0.9700889850889852,0.7635154746891237,1.0,0.046666666666666676,0.12266666666666669
158,150,5.713333333333333,0.9700889850889852,0.7656266863300414,1.0,0.03666666666666667,0.12399999999999999
159,150,5.652,0.9700889850889852,0.7679730748255279,1.0,0.03733333333333333,0.128
160,150,5.577999999999999,0.9700889850889852,0.7709091366937484,1.0,0.02866666666666667,0.10333333333333333
161,150,5.518000000000001,0.9700889850889852,0.7733259905097375,1.0,0.03666666666666667,0.10733333333333332
162,150,5.462000000000001,0.9717556517556519,0.7756495425512143,1.0,0.03333333333333333,0.10733333333333332
163,150,5.397333333333333,0.9712000962000963,0.7781871402045102,1.0,0.034,0.10666666666666667
164,150,5.348,0.9709884559884561,0.7800164843752667,1.0,0.026666666666666672,0.106
165,150,5.29,0.9693217893217895,0.7822408253545691,1.0,0.027333333333333338,0.11066666666666668
166,150,5.222666666666666,0.9693217893217895,0.7849697045824761,1.0,0.025333333333333333,0.09866666666666667
167,150,5.167333333333333,0.9693217893217895,0.7871707902893439,1.0,0.023333333333333334,0.10799999999999997
168,150,5.102666666666667,0.9693217893217895,0.789798720705818,1.0,0.02533333333333334,0.08666666666666667
