slot,samples,candidate_count_mean_mean,positive_beam_recall_mean,empty_opportunity_exclusion_rate_mean,selected_candidate_compliance_mean,selected_undiscovered_beam_rate_mean,tx_fraction_mean
272,150,3.8366666666666664,0.995,0.8403128590419219,1.0,0.002666666666666667,0.15066666666666667
273,150,3.836,0.995,0.8403406368196996,1.0,0.0006666666666666668,0.14800000000000002
274,150,3.845333333333333,0.995,0.8399508142239946,1.0,0.002666666666666667,0.1446666666666667
275,150,3.8419999999999996,0.995,0.8400897031128836,1.0,0.0006666666666666668,0.14
276,150,3.8460000000000005,0.995,0.839923269872921,1.0,0.0006666666666666668,0.15533333333333332
277,150,3.865333333333333,0.995,0.8391179477440694,1.0,0.0033333333333333335,0.16799999999999998
278,150,3.8726666666666665,0.995,0.8387659402744149,1.0,0.0013333333333333335,0.15199999999999997
279,150,3.8786666666666663,0.995,0.838515940274415,1.0,0.0020000000000000005,0.14333333333333334
280,150,3.886666666666666,0.995,0.8381826069410816,1.0,0.0020000000000000005,0.13133333333333333
281,150,3.9079999999999995,0.995,0.8372930177720805,1.0,0.0013333333333333335,0.14733333333333334
282,150,3.9259999999999997,0.995,0.8365430177720806,1.0,0.0020000000000000005,0.15999999999999998
283,150,3.9393333333333325,0.995,0.835941947965627,1.0,0.0006666666666666668,0.14733333333333334
284,150,3.9619999999999997,0.995,0.8349975035211825,1.0,0.0006666666666666668,0.15333333333333332
285,150,3.9773333333333327,0.995,0.8343588480589975,1.0,0.0020000000000000005,0.15466666666666667
286,150,3.9739999999999993,0.995,0.8344977369478865,1.0,0.0006666666666666668,0.12933333333333336
287,150,3.985333333333333,0.995,0.8340255147256643,1.0,0.0006666666666666668,0.15
288,150,3.993333333333333,0.995,0.8336921813923309,1.0,0.0013333333333333335,0.16066666666666668
289,150,4.009333333333333,0.995,0.8330255147256643,1.0,0.0013333333333333335,0.13666666666666666
290,150,4.016,0.995,0.8327458537087151,1.0,0.0013333333333333335,0.15733333333333333
291,150,4.018,0.9933333333333333,0.8326183473389356,1.0,0.0013333333333333335,0.14666666666666667
292,150,4.04,0.9933333333333333,0.831701680672269,1.0,0.0006666666666666668,0.152
293,150,4.046666666666666,0.9933333333333333,0.8314241363211953,1.0,0.0006666666666666668,0.16
294,150,4.068666666666666,0.9933333333333333,0.8305074696545285,1.0,0.0006666666666666668,0.15733333333333335
295,150,4.0713333333333335,0.9933333333333333,0.8303963585434173,1.0,0.0006666666666666668,0.16266666666666665
296,150,4.08,0.9933333333333333,0.8300352474323063,1.0,0.0006666666666666668,0.154
297,150,4.088666666666667,0.9933333333333333,0.8296741363211952,1.0,0.0013333333333333335,0.15466666666666667
298,150,4.108666666666667,0.9933333333333333,0.8288408029878619,1.0,0.0006666666666666668,0.16666666666666666
299,150,4.124666666666667,0.9933333333333333,0.8281741363211952,1.0,0.0006666666666666668,0.16333333333333333
300,150,4.132,0.9933333333333333,0.8278685807656397,1.0,0.0013333333333333335,0.16133333333333333
