profile,path_loss_exponent,sinr_threshold_db,tx_power_w,samples,edge_coverage_rate,edge_coverage_ci95_low,edge_coverage_ci95_high,mid_coverage_rate,mid_coverage_ci95_low,mid_coverage_ci95_high,equal_power_decode_rate,equal_power_decode_ci95_low,equal_power_decode_ci95_high,near_far_capture_rate,near_far_capture_ci95_low,near_far_capture_ci95_high,one_sided_interference_survival_rate,one_sided_interference_survival_ci95_low,one_sided_interference_survival_ci95_high,edge_snr_mean_db,edge_snr_p10_db,edge_snr_p50_db,feasible,calibration_score
nominal,2.1,5.0,1.0,20000,0.94475,0.9414974032155082,0.9478317807125866,0.9984,0.9977422157210755,0.9988663627381994,0.1837,0.1783941476942676,0.18912733431482415,0.9317,0.928120369808072,0.9351138262610872,0.98535,0.9835892221894629,0.9869243684108762,9.702532403794354,6.0536042858179,9.810886784872507,1,0.08949999999999991
balanced_stress,2.2,5.0,2.0,20000,0.89005,0.8856393783375073,0.8943108143351256,0.99665,0.9957482370499539,0.9973610135355174,0.17665,0.17142678529130861,0.18199740442617424,0.94615,0.9429351680081453,0.9491934782189926,0.9765,0.9743072645594955,0.9785097250790369,8.47427173307432,4.825343615097871,8.582626114152477,1,0.01990000000000003
low_power,2.0,5.0,0.25,20000,0.85275,0.84777124469381,0.8575932738686082,0.9934,0.9921791719019251,0.9944313269179108,0.16925,0.1641168673977929,0.1745101644533203,0.91055,0.9065154924660899,0.9144268267282425,0.9762,0.9739943045993605,0.9782228002608052,7.920493117874575,4.271564999898135,8.028847498952727,1,0.09450000000000003
high_selectivity,2.0,7.5,0.5,20000,0.8871,0.8826394769778014,0.8914118487075624,0.99545,0.994417390611427,0.9962923208605788,0.0504,0.04745347452539701,0.053519204296252273,0.7681,0.7621997056843317,0.773897324582385,0.96215,0.9594152486440009,0.9647072524293414,10.930793074514387,7.281864956537945,11.039147455592538,1,0.025800000000000045
highest_feasible_coverage,2.0,5.0,0.5,20000,0.97635,0.9741507735049671,0.978366273744382,0.99915,0.9986390788900333,0.9994692115151574,0.18825,0.18289239680774336,0.19372733767323783,0.91335,0.9093713430260113,0.9171699007664069,0.9922,0.9908827240222376,0.993328235684133,10.930793074514387,7.281864956537945,11.039147455592538,1,0.15270000000000006
