access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,access_gate_total,algorithm,approx_kl,clip_fraction,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,entropy,episode,episode_return_mean_per_agent,episode_return_sum,expert_bc_loss,idle_actions,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_sensing_pd,mean_sensing_snr_db,mobility_model,moved_distance_mean_m,n_beams,n_nodes,p90_delay_censored,p95_delay_censored,p99_delay_censored,piggyback_sense_actions,policy_loss,protocol,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_detection_rate,sensing_false_alarm_ratio,sensing_miss_ratio,sensing_observations,sensing_target_observations,slots,step_reward_mean,step_reward_sum_mean,training_step,true_edges_seen,tx_actions,value_loss
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0002355978619307,0.0,0,1.0,0.3333333333333333,0.0,1,15,8.051529790660224,2.126377715561541,0.0080515297906602,0.3333333333333333,917,0.4922168545356951,7.05425,0.4702833333333333,3.4428004026412964,10,4.053107261657715,40.53107452392578,0.0,137,0.0,0.670592955862664,10,1.0,175.7111111111111,0.7744536172900384,-3.989401274056466,gauss_markov,7.199982649582833,105,10,200.0,200.0,200.0,477,-0.0002588180936871,wang2025_isac_tables,1386,1863,124.2,2026091211,2026091211,0,0.6948148148148148,0.0098410295230885,0.3051851851851851,3963,675,200,0.0202655363827943,0.2026553750038147,2200,45,477,0.2613808065652847
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0007613187027163,0.0,2,0.9130434782608696,0.4468085106382978,0.0952380952380952,1,21,11.40684410646388,2.9520295202952025,0.0114068441064638,0.4666666666666667,864,0.4693101575230853,7.113750000000001,0.33875,3.466176748275757,11,6.65269947052002,66.52699279785156,0.0,159,0.0,1.7219758717642162,10,1.0,165.7111111111111,0.8902585335807383,-0.6011616451111838,gauss_markov,6.869594560311874,105,10,200.0,200.0,200.0,517,-0.0005291070733219,wang2025_isac_tables,1324,1841,87.66666666666667,2026091212,2026091212,0,0.8318077803203662,0.0071264367816091,0.1681922196796338,4350,874,200,0.0332634970545768,0.3326349258422851,2400,45,517,1.235429286956787
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0002258572027785,0.0,0,1.0,0.5555555555555556,0.0,1,25,14.029180695847362,3.5011553812758214,0.0140291806958473,0.5555555555555556,932,0.5230078563411896,7.140499999999999,0.28562,3.3674628734588623,12,7.734835147857666,77.34834289550781,0.0,218,0.0,1.73229676983714,10,1.0,155.84444444444443,0.8351277815053604,-2.2750834818635823,gauss_markov,7.317595436732252,105,10,200.0,200.0,200.0,580,-0.0009800183903427,wang2025_isac_tables,1202,1782,71.28,2026091213,2026091213,0,0.7816742081447964,0.0073982737361282,0.2183257918552036,4866,884,200,0.038674172013998,0.3867417275905609,2600,45,580,2.277269721031189
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0008250082312151,0.0,0,1.0,0.5111111111111111,0.0,1,23,13.097949886104784,3.224901850813236,0.0130979498861047,0.5111111111111111,823,0.4686788154897494,7.132000000000001,0.3100869565217392,3.4159646034240723,13,7.225916862487793,72.25917053222656,0.0,244,0.0,1.782533943982369,10,1.0,159.0888888888889,0.8951168233687595,-0.0777845877052921,gauss_markov,7.410641950806228,105,10,200.0,200.0,200.0,601,-0.0009984783679239,wang2025_isac_tables,1155,1756,76.34782608695652,2026091214,2026091214,0,0.8388059701492537,0.00687893081761,0.1611940298507462,5088,1005,200,0.0361295863986015,0.3612958490848541,2800,45,601,1.651936113834381
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0018485068920999,0.0,0,1.0,0.4222222222222222,0.0,1,19,10.734463276836156,2.5890849628670707,0.0107344632768361,0.4222222222222222,713,0.4028248587570621,7.338500000000001,0.3862368421052632,3.359642624855041,14,6.000540256500244,60.00539779663086,0.0,230,0.0,1.2831116709440045,10,1.0,167.0888888888889,0.8574051189137181,-0.1056289232575416,gauss_markov,7.038297521070286,105,10,200.0,200.0,200.0,657,-0.0003090445515698,wang2025_isac_tables,1113,1770,93.15789473684212,2026091215,2026091215,0,0.8207885304659498,0.0077687443541102,0.1792114695340501,5535,1116,200,0.0300026983022689,0.3000270128250122,3000,45,657,0.6791805326938629
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0012053377283737,0.0,0,1.0,0.4444444444444444,0.0,1,20,11.494252873563218,2.674511901577962,0.0114942528735632,0.4444444444444444,662,0.3804597701149425,7.478000000000001,0.3739,3.249016046524048,15,6.480450630187988,64.80450439453125,0.0,260,0.0,1.3576236835915796,10,1.0,163.0,0.8020887159719771,-3.332772273252864,gauss_markov,7.353098377043826,105,10,200.0,200.0,200.0,731,-2.473115856993502e-05,wang2025_isac_tables,1009,1740,87.0,2026091216,2026091216,0,0.7383647798742138,0.0077294685990338,0.2616352201257861,6210,1590,200,0.0324022509157657,0.3240225315093994,3200,45,731,1.1588547229766846
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0002563137614632,0.0,0,1.0,0.5333333333333333,0.0,1,24,14.36265709156194,3.218776194467728,0.0143626570915619,0.5333333333333333,663,0.3967684021543985,7.456250000000002,0.3106770833333334,3.2123016119003296,16,7.276984214782715,72.76983642578125,0.0,329,0.0,1.595379535706975,10,1.0,157.7111111111111,0.7362591252165084,-4.934424339077732,gauss_markov,6.547314652384225,105,10,200.0,200.0,200.0,787,-0.0006324116140605,wang2025_isac_tables,884,1671,69.625,2026091217,2026091217,0,0.6986591390261115,0.0082582582582582,0.3013408609738885,6660,1417,200,0.0363849177956581,0.3638491928577423,3400,45,787,0.9058370888233184
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0002132074912079,0.0,0,1.0,0.4888888888888889,0.0,1,22,13.27700663850332,2.9082256518721703,0.0132770066385033,0.4888888888888889,582,0.3512371756185878,7.56475,0.3438522727272727,3.2224098443984985,17,6.971640586853027,69.7164077758789,0.0,343,0.0,2.180231975934101,10,1.0,159.84444444444443,0.8360691216648424,-2.1841097427945977,gauss_markov,7.959148633469738,105,10,200.0,200.0,200.0,836,-0.0009131171824412,wang2025_isac_tables,821,1657,75.31818181818181,2026091218,2026091218,0,0.7764849969381507,0.0080440304826418,0.2235150030618493,7086,1633,200,0.0348582044243812,0.3485820889472961,3600,45,836,1.1938291788101196
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0001016817667405,0.0,0,1.0,0.4888888888888889,0.0,1,22,13.301088270858523,2.821779003398961,0.0133010882708585,0.4888888888888889,560,0.3385731559854897,7.7965,0.3543863636363636,3.1650537252426147,18,6.879300117492676,68.7929916381836,0.0,346,0.0,1.7111464877743692,10,1.0,160.42222222222222,0.8052573226724828,-3.569715366663137,gauss_markov,7.681746965301265,105,10,200.0,200.0,200.0,916,9.546142525485024e-05,wang2025_isac_tables,738,1654,75.18181818181819,2026091219,2026091219,0,0.7536496350364964,0.0087822781491676,0.2463503649635036,7629,1644,200,0.0343964956700801,0.3439649939537048,3800,45,916,1.5533223748207092
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0003523111138492,0.0,0,1.0,0.4,0.0,1,18,11.278195488721805,2.382212811011117,0.0112781954887218,0.4,552,0.3458646616541353,7.556,0.4197777777777778,2.9346882104873657,19,5.355018615722656,53.55018997192383,0.0,404,0.0,1.1192465946875856,10,1.0,156.4,0.8064661325827821,-3.70794032256598,gauss_markov,6.054674265352206,105,10,200.0,200.0,200.0,889,6.47617100622e-05,wang2025_isac_tables,707,1596,88.66666666666667,2026091220,2026091220,0,0.7313432835820896,0.0075939248601119,0.2686567164179104,7506,1407,200,0.0267750956118106,0.2677509188652038,4000,45,889,2.1044188737869263
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-8.200061286323113e-05,0.0,0,1.0,0.5333333333333333,0.0,1,24,15.989340439706863,3.2873334931342666,0.0159893404397068,0.5333333333333333,509,0.3391072618254497,7.300750000000001,0.3041979166666667,2.986533045768738,20,7.554093360900879,75.54093170166016,0.0,499,0.0,1.7018982624375985,10,1.0,142.84444444444443,0.7586435411722092,-4.141842473690727,gauss_markov,7.889534826663417,105,10,200.0,200.0,200.0,891,-0.0003221810210956,wang2025_isac_tables,610,1501,62.54166666666666,2026091221,2026091221,0,0.7162375197057278,0.0076822916666666,0.2837624802942722,7680,1903,200,0.037770465016365,0.3777046501636505,4200,45,891,2.250467300415039
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0006130409259349,0.0,0,1.0,0.4888888888888889,0.0,1,22,14.021669853409817,2.898646200467736,0.0140216698534098,0.4888888888888889,589,0.3753983428935628,7.58975,0.3449886363636363,2.9947296380996704,21,6.516581535339356,65.16581726074219,0.0,431,0.0,1.6670099800608182,10,1.0,155.88888888888889,0.7425365548786951,-3.758743320906221,gauss_markov,7.631418116141679,105,10,200.0,200.0,200.0,925,-0.0003436178090052,wang2025_isac_tables,644,1569,71.31818181818181,2026091222,2026091222,0,0.7132911392405064,0.0098270440251572,0.2867088607594936,7632,1580,200,0.0325829088687896,0.3258291184902191,4400,45,925,1.2687069177627563
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-5.24138065520624e-05,0.0,0,1.0,0.5111111111111111,0.0,1,23,15.302727877578176,3.1008797060905327,0.0153027278775781,0.5111111111111111,493,0.3280106453759148,7.417249999999999,0.3224891304347825,3.025586485862732,22,6.995170593261719,69.95170593261719,0.0,497,0.0,2.185241100068936,10,1.0,158.73333333333332,0.774901037077462,-4.31245765224704,gauss_markov,8.2495970608659,105,10,200.0,200.0,200.0,928,0.0002477376395836,wang2025_isac_tables,575,1503,65.34782608695652,2026091223,2026091223,0,0.7444933920704846,0.00824140991505,0.2555066079295154,7887,1816,200,0.0349758528172969,0.349758505821228,4600,45,928,0.6964785754680634
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-1.828508073231649e-05,0.0,0,1.0,0.4222222222222222,0.0,1,19,12.995896032831736,2.635777207463411,0.0129958960328317,0.4222222222222222,494,0.3378932968536252,7.208500000000001,0.3793947368421053,3.1292754411697388,23,5.332897186279297,53.3289680480957,0.0,538,0.0,0.8745360479762947,10,1.0,158.46666666666667,0.7739820606414931,-3.924829119922144,gauss_markov,8.007245863769445,105,10,200.0,200.0,200.0,896,0.0001039144722163,wang2025_isac_tables,566,1462,76.94736842105263,2026091224,2026091224,0,0.7273706896551724,0.007644655331488,0.2726293103448275,7587,1856,200,0.0266644842922687,0.2666448652744293,4800,45,896,1.3484249114990234
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,2.5153443144465548e-05,0.0,0,1.0,0.4888888888888889,0.0,1,22,15.267175572519085,3.037100949094046,0.015267175572519,0.4888888888888889,498,0.3455933379597501,7.243750000000001,0.3292613636363637,2.9187570810317998,24,6.101950168609619,61.01950454711914,0.0,559,0.0,1.4440507156056095,10,1.0,152.62222222222223,0.760453655021909,-3.504353076123605,gauss_markov,8.608267405542106,105,10,200.0,200.0,200.0,927,-5.034866908681934e-05,wang2025_isac_tables,514,1441,65.5,2026091225,2026091225,0,0.7120234604105572,0.0080552359033371,0.2879765395894428,7821,1705,200,0.030509753152728,0.3050975501537323,5000,45,927,1.406307816505432
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0001154780066572,0.0,0,1.0,0.4222222222222222,0.0,1,19,12.709030100334449,2.537308449904851,0.0127090301003344,0.4222222222222222,469,0.3137123745819398,7.48825,0.3941184210526315,2.986183881759644,25,5.711326122283936,57.1132698059082,0.0,505,0.0,0.6583051015695792,10,1.0,158.93333333333334,0.7616356597875401,-3.30957540380624,gauss_markov,7.746549362823066,105,10,200.0,200.0,200.0,959,-8.67417415406635e-06,wang2025_isac_tables,536,1495,78.6842105263158,2026091226,2026091226,0,0.7395042994436014,0.0067189249720044,0.2604957005563986,8037,1977,200,0.0285566356033086,0.2855663299560547,5200,45,959,1.2337701320648191
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,6.991790398025444e-05,0.0,0,1.0,0.4222222222222222,0.0,1,19,12.829169480081026,2.602828864002192,0.012829169480081,0.4222222222222222,478,0.3227548953409858,7.29975,0.3841973684210527,3.029301881790161,26,5.245192527770996,52.451927185058594,0.0,519,0.0,0.8440930492918582,10,1.0,161.2,0.8031958497439808,-3.236392525291584,gauss_markov,7.447396175102737,105,10,200.0,200.0,200.0,909,-0.0002817746601069,wang2025_isac_tables,572,1481,77.94736842105263,2026091227,2026091227,0,0.7637130801687764,0.0080103359173126,0.2362869198312236,7740,1896,200,0.0262259636074304,0.2622596323490143,5400,45,909,1.170510232448578
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-0.0003374571674503,0.0,0,1.0,0.4666666666666667,0.0,1,21,13.7434554973822,2.8210639441160668,0.0137434554973822,0.4666666666666667,467,0.3056282722513089,7.444,0.3544761904761905,3.1278446912765503,27,6.601953029632568,66.01953125,0.0,472,0.0,1.76079001205102,10,1.0,154.6888888888889,0.8370897329901605,-1.2077771148661147,gauss_markov,7.875005246505959,105,10,200.0,200.0,200.0,914,7.560372203396781e-06,wang2025_isac_tables,614,1528,72.76190476190476,2026091228,2026091228,0,0.7968911917098446,0.0082950484941296,0.2031088082901554,7836,1930,200,0.0330097638070583,0.3300977051258087,5600,45,914,0.8808507919311523
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-0.0001585849580587,0.0,4,0.8666666666666667,0.5306122448979592,0.1538461538461538,1,26,17.252820172528203,3.5315290841794287,0.0172528201725282,0.5777777777777777,516,0.3424021234240212,7.36225,0.2831634615384615,3.031744956970215,28,7.905599117279053,79.05599975585938,0.0,493,0.0,2.82070399540769,10,1.0,152.9111111111111,0.8525234199764649,-0.7498272006586645,gauss_markov,8.257881547609728,105,10,200.0,200.0,200.0,906,-0.0001823806818581,wang2025_isac_tables,601,1507,57.96153846153846,2026091229,2026091229,0,0.8217703349282297,0.0090685321932892,0.1782296650717703,7719,1672,200,0.0395280010998249,0.3952800035476684,5800,45,906,1.431683361530304
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,5.682124180020343e-05,0.0,0,1.0,0.5111111111111111,0.0,1,23,15.49865229110512,3.120336453669786,0.0154986522911051,0.5111111111111111,509,0.3429919137466307,7.371,0.3204782608695652,3.0915251970291138,29,6.602766513824463,66.02766418457031,0.0,516,0.0,1.674711457960228,10,1.0,153.13333333333333,0.7618437743646478,-4.484426152163624,gauss_markov,6.7829688446893925,105,10,200.0,200.0,200.0,930,-0.00057917569438,wang2025_isac_tables,554,1484,64.52173913043478,2026091230,2026091230,0,0.7333333333333333,0.0096116878123798,0.2666666666666666,7803,1620,200,0.0330138318240642,0.3301382958889007,6000,45,930,0.9341661036014556
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0001667241669491,0.0,0,1.0,0.4666666666666667,0.0,1,21,13.504823151125402,2.719414678364466,0.0135048231511254,0.4666666666666667,501,0.3221864951768489,7.722250000000001,0.3677261904761905,3.093431830406189,30,6.537953853607178,65.3795394897461,0.0,445,0.0,1.567514894643787,10,1.0,158.53333333333333,0.822214702663376,-3.3247325458889048,gauss_markov,6.864557350932694,105,10,200.0,200.0,200.0,982,-0.0002173073580484,wang2025_isac_tables,573,1555,74.04761904761905,2026091231,2026091231,0,0.7651702022693636,0.0083509762408844,0.2348297977306364,8502,2027,200,0.032689768821001,0.3268976509571075,6200,45,982,0.8993211090564728
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0003052521802019,0.0,2,0.92,0.4893617021276595,0.0869565217391304,1,23,14.944769330734244,3.0036893140487773,0.0149447693307342,0.5111111111111111,501,0.3255360623781676,7.65725,0.3329239130434783,3.145027756690979,31,7.707025051116943,77.07025146484375,0.0,461,0.0,2.267213360959468,10,1.0,148.48888888888888,0.8838745950520462,0.8503190138813214,gauss_markov,7.529906651824005,105,10,200.0,200.0,200.0,975,-5.4227681073548695e-05,wang2025_isac_tables,564,1539,66.91304347826087,2026091232,2026091232,0,0.8418740849194729,0.0090057636887608,0.1581259150805271,8328,2049,200,0.0385351255536079,0.385351300239563,6400,45,975,0.927431583404541
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0002813347629271,0.0,0,1.0,0.3333333333333333,0.0,1,15,9.047044632086852,1.8198362147406733,0.0090470446320868,0.3333333333333333,429,0.258745476477684,8.2425,0.5495,3.056713581085205,32,4.869162559509277,48.691627502441406,0.0,342,0.0,0.8087453857883197,10,1.0,171.77777777777777,0.8393427399264836,-2.835353858217635,gauss_markov,7.440521513745493,105,10,200.0,200.0,200.0,1061,-0.000152652507765,wang2025_isac_tables,597,1658,110.53333333333332,2026091233,2026091233,0,0.7795823665893271,0.0079549221080543,0.2204176334106728,9051,2155,200,0.024345813319087,0.2434581518173217,6600,45,1061,0.5460240840911865
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,0.0001176281280931,0.0,0,1.0,0.5777777777777777,0.0,1,26,16.88311688311688,3.327787021630616,0.0168831168831168,0.5777777777777777,484,0.3142857142857143,7.813000000000001,0.3005,2.9575103521347046,33,8.85719108581543,88.57191467285156,0.0,460,0.0,2.553811816306539,10,1.0,137.4,0.8534485998080659,-0.1015696030774536,gauss_markov,7.801819537100084,105,10,200.0,200.0,200.0,1026,0.000162333159591,wang2025_isac_tables,514,1540,59.23076923076923,2026091234,2026091234,0,0.8231430015159171,0.0084976206662134,0.1768569984840828,8826,1979,200,0.0442859567701816,0.4428595602512359,6800,45,1026,2.528670310974121
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,-0.0001388380249264,0.0,0,1.0,0.4888888888888889,0.0,1,22,13.414634146341465,2.6980623007113067,0.0134146341463414,0.4888888888888889,544,0.3317073170731707,8.154000000000002,0.3706363636363637,2.768432140350342,34,7.437272548675537,74.37272644042969,0.0,360,0.0,1.832336843301641,10,1.0,145.04444444444445,0.6822513647013734,-4.571397765607544,gauss_markov,6.530267430869657,105,10,200.0,200.0,200.0,1048,-0.0001954022037098,wang2025_isac_tables,592,1640,74.54545454545455,2026091235,2026091235,0,0.6796315250767656,0.0089696154277385,0.3203684749232344,8919,1954,200,0.037186361849308,0.3718636333942413,7000,45,1048,1.853598952293396
0,0.0,0,0.0,2000,1.0,2000,isac_mappo,5.666382430354056e-05,0.0,0,1.0,0.4222222222222222,0.0,1,19,11.309523809523808,2.2637912546169425,0.0113095238095238,0.4222222222222222,516,0.3071428571428571,8.393,0.4417368421052632,2.9089105129241943,35,6.4589667320251465,64.58966827392578,0.0,320,0.0,1.0841046677143351,10,1.0,160.66666666666666,0.7888502826803375,-2.179735477169767,gauss_markov,8.820182779850231,105,10,200.0,200.0,200.0,1091,-4.9695731926480136e-05,wang2025_isac_tables,589,1680,88.42105263157895,2026091236,2026091236,0,0.7400900900900901,0.0088675213675213,0.2599099099099099,9360,2220,200,0.0322948358952999,0.3229483366012573,7200,45,1091,0.8580042719841003
