alpha_occupancy,candidate,collision_count_mean,collision_per_slot_mean,confidence_decay,delay_fraction_mean,discovered_edges_mean,discovery_rate_mean,empty_scan_ratio_mean,episode_count,episodes_per_seed,exploration_floor,generation,is_elite,isolated_node_ratio_mean,lambda2_mean,lcc_ratio_mean,mean_delay_censored_mean,objective_reward_mean,p90_delay_censored_mean,p95_delay_censored_mean,p99_delay_censored_mean,piggyback_sensing_period_multiplier,protocol,rank,reward_mean,score,seed_count,slots_per_episode,softmax_beta,true_edges_seen_mean,evaluation_index,training_step
1.68849325059255,2,8.0,0.0066666666666666,0.9601089853033168,0.4008888888888889,40.0,0.8888888888888888,0.9051151556974036,1.0,1,0.1292713796951956,1,1,0.0,5.697224362268008,1.0,481.06666666666666,107.11270758628083,1160.0000000000002,1200.0,1200.0,0.746132418394591,improved_rl_isac,2,107.11270758628083,107.11270758628083,1,1200.0,2.86246186219351,45.0,11,13200
2.289863344443735,3,8.0,0.0066666666666666,0.9715420864404178,0.4402962962962963,39.0,0.8666666666666667,0.8950138026224983,1.0,1,0.1709633320595396,1,0,0.0,6.26794919243112,1.0,528.3555555555556,106.76391435415006,1200.0,1200.0,1200.0,1.3483037396689763,improved_rl_isac,3,106.76391435415006,106.76391435415006,1,1200.0,0.5670773946518884,45.0,12,14400
2.5779355003307742,4,12.0,0.01,0.988058405851115,0.4045555555555555,38.0,0.8444444444444444,0.9153393351800554,1.0,1,0.3156582406015106,1,0,0.0,5.438447187191165,1.0,485.4666666666666,100.99322701013249,1200.0,1200.0,1200.0,0.7953378819291574,improved_rl_isac,4,100.99322701013249,100.99322701013249,1,1200.0,1.3117229447402927,45.0,13,15600
1.8910818514282528,5,10.0,0.0083333333333333,0.995,0.3842777777777778,42.0,0.9333333333333332,0.8918568464730291,1.0,1,0.1162222674897859,1,1,0.0,6.999999999999998,1.0,461.1333333333333,118.80119640387277,1011.8,1170.9999999999995,1200.0,0.5,improved_rl_isac,1,118.80119640387277,118.80119640387277,1,1200.0,3.055060566454072,45.0,14,16800
1.8610934482257515,6,14.0,0.0116666666666666,0.9787534532166332,0.4792592592592592,34.0,0.7555555555555555,0.8971631205673759,1.0,1,0.0743025300987575,1,0,0.0,4.771373584328367,1.0,575.1111111111111,86.85804995473876,1200.0,1200.0,1200.0,0.5869542516038837,improved_rl_isac,5,86.85804995473876,86.85804995473876,1,1200.0,2.5723196553794856,45.0,15,18000
1.7218549459012895,7,2.0,0.0016666666666666,0.9487162598336608,0.6554629629629629,25.0,0.5555555555555556,0.938101788170564,1.0,1,0.0740338369079606,1,0,0.0,0.9185776476803617,1.0,786.5555555555555,41.68918580832387,1200.0,1200.0,1200.0,1.6475682963821623,improved_rl_isac,8,41.68918580832387,41.68918580832387,1,1200.0,0.25,45.0,16,19200
1.8235900901776736,0,18.0,0.015,0.995,0.3917407407407408,39.0,0.8666666666666667,0.8931561232415638,1.0,1,0.1448252897479995,2,1,0.0,6.999999999999998,1.0,470.0888888888889,111.75132197961317,1200.0,1200.0,1200.0,0.7012018757423428,improved_rl_isac,2,111.75132197961317,111.75132197961317,1,1200.0,2.364690110874338,45.0,17,20400
2.10581757371724,1,12.0,0.01,0.965528980488398,0.5219814814814815,35.0,0.7777777777777778,0.8979450872042825,1.0,1,0.0501351672002167,2,0,0.0,5.159894222317703,1.0,626.3777777777777,89.7589027008362,1200.0,1200.0,1200.0,0.7240670520856437,improved_rl_isac,8,89.7589027008362,89.7589027008362,1,1200.0,2.939219411941759,45.0,18,21600
1.3586322438961675,2,4.0,0.0033333333333333,0.9779618610989076,0.4675370370370371,36.0,0.8,0.8982434887946699,1.0,1,0.147369461523193,2,0,0.0,4.748045124259634,1.0,561.0444444444445,91.682578067627,1200.0,1200.0,1200.0,0.7165377960418248,improved_rl_isac,6,91.682578067627,91.682578067627,1,1200.0,2.899952812041789,45.0,19,22800
1.4046304948949389,3,12.0,0.01,0.9948571325462991,0.4178333333333333,36.0,0.8,0.8976091476091476,1.0,1,0.1218358976680168,2,0,0.0,5.000000000000002,1.0,501.4,94.31281704781703,1200.0,1200.0,1200.0,0.5,improved_rl_isac,5,94.31281704781703,94.31281704781703,1,1200.0,2.4785036721401768,45.0,20,24000
2.192892921437038,4,16.0,0.0133333333333333,0.981657307823622,0.4233333333333333,38.0,0.8444444444444444,0.8897821576763485,1.0,1,0.0992191529733593,2,0,0.0,5.657076917222836,1.0,508.0,101.96751921036498,1200.0,1200.0,1200.0,0.7808828064451947,improved_rl_isac,3,101.96751921036498,101.96751921036498,1,1200.0,2.821774548368128,45.0,21,25200
2.256281621215908,5,6.0,0.005,0.995,0.3944999999999999,40.0,0.8888888888888888,0.9037062694838932,1.0,1,0.1377270052704683,2,1,0.0,6.999999999999997,1.0,473.4,113.879763499211,1152.8000000000002,1200.0,1200.0,1.0921908307476524,improved_rl_isac,1,113.879763499211,113.879763499211,1,1200.0,2.912738703938356,45.0,22,26400
1.8143203718911556,6,14.0,0.0116666666666666,0.9845771464604732,0.4438888888888888,38.0,0.8444444444444444,0.8969916386518404,1.0,1,0.1033540634389154,2,0,0.0,5.585786437626906,1.0,532.6666666666666,100.88354385954216,1200.0,1200.0,1200.0,0.7519038504305919,improved_rl_isac,4,100.88354385954216,100.88354385954216,1,1200.0,3.2312963939998736,45.0,23,27600
1.9684106141284332,7,16.0,0.0133333333333333,0.995,0.4489074074074073,36.0,0.8,0.8965815664214626,1.0,1,0.1035617976815405,2,0,0.0,4.658922694037504,1.0,538.6888888888889,91.62909325286938,1200.0,1200.0,1200.0,0.7573988682938243,improved_rl_isac,7,91.62909325286938,91.62909325286938,1,1200.0,2.930662227896838,45.0,24,28800
2.1098081979947496,0,4.0,0.0033333333333333,0.9947853225521528,0.3747037037037037,41.0,0.9111111111111112,0.8993340828504713,1.0,1,0.1483014543748778,3,1,0.0,5.829913513373967,1.0,449.6444444444445,110.96621924319372,1122.8,1200.0,1200.0,0.7246655656194257,improved_rl_isac,1,110.96621924319372,110.96621924319372,1,1200.0,2.5986286200549595,45.0,25,30000
1.76859769214158,1,22.0,0.0183333333333333,0.9903114626823172,0.4125185185185185,39.0,0.8666666666666667,0.896004853106855,1.0,1,0.1503572684358969,3,1,0.0,5.999999999999994,1.0,495.02222222222224,106.00434738230732,1200.0,1200.0,1200.0,0.6600742448810992,improved_rl_isac,2,106.00434738230732,106.00434738230732,1,1200.0,2.602486990213241,45.0,26,31200
1.9089962665217677,2,14.0,0.0116666666666666,0.9861405732191364,0.4175555555555555,37.0,0.8222222222222222,0.9007751937984496,1.0,1,0.0995852722362228,3,0,0.0,5.697224362268004,1.0,501.06666666666666,99.93284015759323,1200.0,1200.0,1200.0,0.6892979127218474,improved_rl_isac,5,99.93284015759323,99.93284015759323,1,1200.0,3.330462344329568,45.0,27,32400
2.1599638780142825,3,14.0,0.0116666666666666,0.9906112510226086,0.4454259259259259,37.0,0.8222222222222222,0.8892342225675559,1.0,1,0.1347164338575742,3,0,0.0,5.224287144263789,1.0,534.5111111111111,96.96286238107892,1200.0,1200.0,1200.0,0.5,improved_rl_isac,6,96.96286238107892,96.96286238107892,1,1200.0,2.1057196824498883,45.0,28,33600
1.783243188381601,4,8.0,0.0066666666666666,0.9868836147012312,0.4514444444444445,35.0,0.7777777777777778,0.9090830599205664,1.0,1,0.1344408781347949,3,0,0.0,3.805684741254897,1.0,541.7333333333333,84.94787361897426,1200.0,1200.0,1200.0,0.5808117120486372,improved_rl_isac,8,84.94787361897426,84.94787361897426,1,1200.0,2.6749393431942265,45.0,29,34800
1.660869199444798,5,21.0,0.0175,0.995,0.3672037037037037,40.0,0.8888888888888888,0.8956438901879276,1.0,1,0.134485710508421,3,0,0.0,4.999999999999997,1.0,440.6444444444445,104.6098999740192,1056.0000000000005,1200.0,1200.0,0.6573121752027804,improved_rl_isac,3,104.6098999740192,104.6098999740192,1,1200.0,2.7359345257618504,45.0,30,36000
2.088088257301284,6,8.0,0.0066666666666666,0.9815473590325574,0.458962962962963,38.0,0.8444444444444444,0.89795742480393,1.0,1,0.1307247656590561,3,0,0.0,4.7311853096719165,1.0,550.7555555555556,96.23900027450318,1200.0,1200.0,1200.0,1.1426429550472363,improved_rl_isac,7,96.23900027450318,96.23900027450318,1,1200.0,2.870489530446112,45.0,31,37200
2.0716983354123646,7,6.0,0.005,0.9944927198680196,0.4229814814814814,37.0,0.8222222222222222,0.8939420089748015,1.0,1,0.1366039961331109,3,0,0.0,5.82991351337397,1.0,507.5777777777778,100.7035051651516,1200.0,1200.0,1200.0,0.7793550264346408,improved_rl_isac,4,100.7035051651516,100.7035051651516,1,1200.0,2.9925389405377607,45.0,32,38400
2.162144868435285,0,8.0,0.0066666666666666,0.9829328657929052,0.4875185185185185,37.0,0.8222222222222222,0.8981034482758621,1.0,1,0.1421729654810555,4,0,0.0,5.34032095848177,1.0,585.0222222222222,96.20286916022494,1200.0,1200.0,1200.0,0.6650281839693832,improved_rl_isac,7,96.20286916022494,96.20286916022494,1,1200.0,2.643257837707719,45.0,33,39600
2.1132477581521982,1,10.0,0.0083333333333333,0.9882417521101264,0.4970925925925925,36.0,0.8,0.8935492205667039,1.0,1,0.1552473616141327,4,0,0.0,4.885092458523248,1.0,596.5111111111111,91.4750334368377,1200.0,1200.0,1200.0,0.8399066373918338,improved_rl_isac,8,91.4750334368377,91.4750334368377,1,1200.0,2.8538503564315563,45.0,34,40800
2.2340684949693737,2,20.0,0.0166666666666666,0.995,0.4212962962962963,38.0,0.8444444444444444,0.8928478992321629,1.0,1,0.1330509378641343,4,0,0.0,5.697224362268006,1.0,505.55555555555554,102.101386048919,1200.0,1200.0,1200.0,0.9070074717833472,improved_rl_isac,4,102.101386048919,102.101386048919,1,1200.0,2.866164717845362,45.0,35,42000
2.025373012781067,3,14.0,0.0116666666666666,0.995,0.3667777777777777,41.0,0.9111111111111112,0.8978480684469795,1.0,1,0.1341777268016208,4,1,0.0,5.999999999999999,1.0,440.1333333333333,111.91748307550486,1042.2000000000005,1200.0,1200.0,0.7877055611543358,improved_rl_isac,2,111.91748307550486,111.91748307550486,1,1200.0,2.726445320557989,45.0,36,43200
2.079483157676073,4,20.0,0.0166666666666666,0.9914497046624128,0.4472592592592592,38.0,0.8444444444444444,0.8955611317816042,1.0,1,0.1491856552606033,4,0,0.0,5.000000000000002,1.0,536.7111111111111,97.78211069770128,1200.0,1200.0,1200.0,0.9087745604966384,improved_rl_isac,6,97.78211069770128,97.78211069770128,1,1200.0,2.151054197134917,45.0,37,44400
1.7290062787247988,5,10.0,0.0083333333333333,0.987398480879941,0.3764814814814815,43.0,0.9555555555555556,0.8964801522096342,1.0,1,0.1407558503358651,4,1,0.0,8.0,1.0,451.77777777777777,126.16484140025176,1014.6000000000004,1171.1999999999998,1200.0,0.6288489085640206,improved_rl_isac,1,126.16484140025176,126.16484140025176,1,1200.0,2.6355170120582336,45.0,38,45600
2.3249556186577878,6,24.0,0.02,0.9856313926012558,0.4459814814814815,40.0,0.8888888888888888,0.8895504357580464,1.0,1,0.1365548773031044,4,0,0.0,5.999999999999999,1.0,535.1777777777778,107.31843572928352,1176.4,1200.0,1200.0,0.7586725652845332,improved_rl_isac,3,107.31843572928352,107.31843572928352,1,1200.0,2.6839862068923463,45.0,39,46800
2.1569064318872804,7,14.0,0.0116666666666666,0.9920010572390454,0.4215185185185185,37.0,0.8222222222222222,0.8967034863652054,1.0,1,0.1479749580180127,4,0,0.0,5.340320958481771,1.0,505.8222222222222,98.11086839843806,1200.0,1200.0,1200.0,0.9544109755932504,improved_rl_isac,5,98.11086839843806,98.11086839843806,1,1200.0,2.512376816387813,45.0,40,48000
