alpha_occupancy,candidate,collision_count_mean,collision_per_slot_mean,confidence_decay,delay_fraction_mean,discovered_edges_mean,discovery_rate_mean,empty_scan_ratio_mean,episode_count,episodes_per_seed,exploration_floor,generation,is_elite,isolated_node_ratio_mean,lambda2_mean,lcc_ratio_mean,mean_delay_censored_mean,objective_reward_mean,p90_delay_censored_mean,p95_delay_censored_mean,p99_delay_censored_mean,piggyback_sensing_period_multiplier,protocol,rank,reward_mean,score,seed_count,slots_per_episode,softmax_beta,true_edges_seen_mean,evaluation_index,training_step
2.2,0,14.0,0.0116666666666666,0.995,0.4714444444444444,37.0,0.8222222222222222,0.8983694245535329,1.0,1,0.08,0,0,0.0,5.096788074088446,1.0,565.7333333333333,95.36210743492713,1200.0,1200.0,1200.0,1.0,improved_rl_isac,4,95.36210743492713,95.36210743492713,1,1200.0,3.0,45.0,1,1200
1.3989696250851973,1,2.0,0.0016666666666666,0.976482952171146,0.6734444444444444,26.0,0.5777777777777777,0.932610379550736,1.0,1,0.0911306293276911,0,0,0.0,1.7887467188912531,1.0,808.1333333333333,47.832637114552654,1200.0,1200.0,1200.0,1.91455208668423,improved_rl_isac,7,47.832637114552654,47.832637114552654,1,1200.0,5.475100055438483,45.0,2,2400
1.2182541705453216,2,4.0,0.0033333333333333,0.995,0.3867592592592592,40.0,0.8888888888888888,0.8909390159390159,1.0,1,0.0548174005293013,0,1,0.0,6.381966011250105,1.0,464.1111111111111,111.31049418191463,1180.4,1200.0,1200.0,1.0177740383016896,improved_rl_isac,1,111.31049418191463,111.31049418191463,1,1200.0,3.3354267211424995,45.0,3,3600
3.0,3,0.0,0.0,0.995,0.8193703703703703,14.0,0.3111111111111111,0.9450157219342228,1.0,1,0.0383331041058565,0,0,0.0,0.755291431005384,1.0,983.2444444444444,11.406142716342467,1200.0,1200.0,1200.0,3.048343280845067,improved_rl_isac,8,11.406142716342467,11.406142716342467,1,1200.0,1.95653714745858,45.0,4,4800
1.9163019079317647,4,4.0,0.0033333333333333,0.9938883027325612,0.4748518518518518,37.0,0.8222222222222222,0.8978165185121256,1.0,1,0.0389675175236483,0,0,0.0,5.438447187191165,1.0,569.8222222222222,97.1459055657133,1200.0,1200.0,1200.0,0.5,improved_rl_isac,3,97.1459055657133,97.1459055657133,1,1200.0,1.9686179409885736,45.0,5,6000
2.0741590656170805,5,22.0,0.0183333333333333,0.9312387398090034,0.4014629629629629,40.0,0.8888888888888888,0.8962443752163378,1.0,1,0.1994767248061531,0,1,0.0,5.999999999999997,1.0,481.75555555555553,108.55344582900656,1198.8,1200.0,1200.0,1.3772282916761829,improved_rl_isac,2,108.55344582900656,108.55344582900656,1,1200.0,0.25,45.0,6,7200
2.426065011698033,6,4.0,0.0033333333333333,0.981928585579102,0.6601296296296296,27.0,0.6,0.932165550403572,1.0,1,0.0699731277805162,0,0,0.0,2.26791460664851,1.0,792.1555555555556,52.825706469615554,1200.0,1200.0,1200.0,2.0043503449124684,improved_rl_isac,6,52.825706469615554,52.825706469615554,1,1200.0,1.1762735711025591,45.0,7,8400
2.036805305106649,7,0.0,0.0,0.9892155768081446,0.6222222222222222,28.0,0.6222222222222222,0.9279759346798452,1.0,1,0.146598529846228,0,0,0.0,1.834256538394232,1.0,746.6666666666666,54.1673195539298,1200.0,1200.0,1200.0,1.65823586136413,improved_rl_isac,5,54.1673195539298,54.1673195539298,1,1200.0,0.2962773679867517,45.0,8,9600
1.9343998684514296,0,0.0,0.0,0.9336444064678696,0.6112592592592592,29.0,0.6444444444444445,0.9314926660914582,1.0,1,0.1142210958267744,1,0,0.0,3.7249060409302217,1.0,733.5111111111111,66.10134354948862,1200.0,1200.0,1200.0,1.5630788811655,improved_rl_isac,7,66.10134354948862,66.10134354948862,1,1200.0,2.2275548049058846,45.0,9,10800
1.243247461734919,1,22.0,0.0183333333333333,0.9540659988975764,0.470537037037037,33.0,0.7333333333333333,0.8932307426298954,1.0,1,0.0686528847379779,1,0,0.0,4.20936252706024,1.0,564.6444444444444,82.03275333825886,1200.0,1200.0,1200.0,1.1263077296369195,improved_rl_isac,6,82.03275333825886,82.03275333825886,1,1200.0,4.415288271499726,45.0,10,12000
