alpha_occupancy,candidate,collision_count_mean,collision_per_slot_mean,confidence_decay,delay_fraction_mean,discovered_edges_mean,discovery_rate_mean,empty_scan_ratio_mean,episode_count,episodes_per_seed,exploration_floor,generation,is_elite,isolated_node_ratio_mean,lambda2_mean,lcc_ratio_mean,mean_delay_censored_mean,p90_delay_censored_mean,p95_delay_censored_mean,p99_delay_censored_mean,piggyback_sensing_period_multiplier,protocol,rank,score,seed_count,slots_per_episode,softmax_beta,true_edges_seen_mean
1.8167892216785475,1,94.83333333333333,0.3161111111111111,0.9943240426157965,0.1918698086765269,49.5,0.9302789635018446,0.20262509179162203,6.0,2,0.06383200627371886,6,1,0.0,4.5442407074868445,1.0,57.56094260295807,131.79999999999998,275.2999999999998,300.0,0.5406445177922868,improved_rl_isac,3,119.61828156926822,3,300.0,3.3633956661818494,53.166666666666664
2.0922474796391763,0,103.0,0.3433333333333333,0.991752059452497,0.164944278914699,50.833333333333336,0.9554252720090993,0.17518105392786631,6.0,2,0.05145313735316844,7,1,0.0,4.623667300154664,1.0,49.483283674409705,120.71666666666665,197.36666666666642,293.10999999999996,0.5,improved_rl_isac,1,123.34224758901827,3,300.0,3.4740185670636103,53.166666666666664
1.740913116400825,8,88.66666666666667,0.29555555555555557,0.9892454400581758,0.17547169326010448,49.666666666666664,0.933255153978035,0.18889038262360944,6.0,2,0.06609270683053305,7,1,0.0,4.363263729855596,1.0,52.64150797803134,106.86666666666667,258.29166666666646,300.0,0.5,improved_rl_isac,2,120.18876448569506,3,300.0,3.5664794022028476,53.166666666666664
1.9793784257446203,5,88.16666666666667,0.2938888888888889,0.9822109816699326,0.18706775756869254,49.666666666666664,0.9341745130534225,0.1772057978741167,6.0,2,0.06166188236927191,7,1,0.0,4.211708014542503,1.0,56.12032727060776,123.33333333333336,269.5749999999999,300.0,0.6181152408841428,improved_rl_isac,3,119.44206491573384,3,300.0,3.7530349030341164,53.166666666666664
1.9833346811183463,2,97.16666666666667,0.3238888888888889,0.9937361998464305,0.16633060437375824,51.0,0.9611689978217126,0.1856906110325521,6.0,2,0.056678327612762154,8,1,0.0,4.593313585448441,1.0,49.899181312127475,111.43333333333332,177.48333333333326,262.4499999999999,0.5,improved_rl_isac,1,123.90195957977188,3,300.0,3.23374412453593,53.166666666666664
1.7670870794342926,3,93.83333333333333,0.31277777777777777,0.9735954253193343,0.17854359558289332,50.5,0.9520199678393494,0.17417436642944872,6.0,2,0.06423525738924088,8,1,0.0,4.479259161335932,1.0,53.563078674867995,141.91666666666666,204.1666666666665,281.90666666666664,0.5,improved_rl_isac,2,122.50294183898328,3,300.0,3.616042064705506,53.166666666666664
1.9165942837759653,6,96.83333333333333,0.3227777777777778,0.990894835389115,0.17808038770870127,50.5,0.9492524325029265,0.18094236607873812,6.0,2,0.030878764082377184,8,1,0.0,4.296572858802271,1.0,53.42411631261038,111.55000000000001,191.67499999999964,300.0,0.5,improved_rl_isac,3,120.99129303591265,3,300.0,3.4643573924601583,53.166666666666664
1.9001961147159259,7,88.5,0.295,0.995,0.16906025574935196,50.666666666666664,0.9535888991620883,0.1856015654658396,6.0,2,0.07340366193289878,9,1,0.0,4.602057506437444,1.0,50.71807672480559,121.83333333333336,193.83333333333326,296.4666666666667,0.5,improved_rl_isac,1,123.6853384665987,3,300.0,3.412695666529645,53.166666666666664
2.0197931331445043,3,99.16666666666667,0.33055555555555555,0.9905799469542512,0.1865038675981444,50.0,0.9415201197842751,0.17080241521133585,6.0,2,0.05937520971448595,9,1,0.0,4.47943272025196,1.0,55.95116027944332,159.61666666666667,241.31666666666652,276.5033333333333,0.5,improved_rl_isac,2,120.92690013640515,3,300.0,3.692011273997644,53.166666666666664
1.9470073856615886,5,77.16666666666667,0.25722222222222224,0.9795513855333291,0.18132273145815658,49.666666666666664,0.9320918448636154,0.1828977331698873,6.0,2,0.06388789810340739,9,1,0.0,4.3466198885634,1.0,54.39681943744697,151.51666666666662,232.33333333333334,300.0,0.5871631907412154,improved_rl_isac,3,120.70020287759162,3,300.0,3.3555095057492017,53.166666666666664
