episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
12,,2069.79296875,299,18498.43359375,42.880719995455166,3900,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
13,,2101.92578125,99,18491.78515625,42.90124897490797,4000,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
13,,2102.2421875,199,18541.6171875,42.74737812245235,4100,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
13,,2102.25,299,18502.5703125,42.86794667627741,4200,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
14,,2116.12109375,99,18326.16015625,43.412664209219976,4300,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
14,,2116.12109375,199,18275.91015625,43.56782566144143,4400,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
14,,2116.12109375,299,18222.37109375,43.73314304826879,4500,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
15,,2093.90625,99,16626.171875,48.66187118391059,4600,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
15,,2093.90625,199,15706.41796875,51.501878184509685,4700,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
15,,2093.91796875,299,14544.26171875,55.09037274089256,4800,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
16,,2029.61328125,99,16606.4453125,48.72278266818596,4900,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
16,,2029.61328125,199,15716.7265625,51.4700474108458,5000,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
16,,2029.61328125,299,14573.3203125,55.00064590296692,5100,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
17,,1981.73828125,99,16694.71875,48.45021282231372,5200,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
17,,1981.73828125,199,15864.109375,51.01496022238842,5300,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
