algorithm,collision_count,discovered_edges,discovery_rate,empty_scan_ratio,env_protocol,episode,episode_cumulative_reward,idle_actions,lambda2,lcc_ratio,new_edges_count,reward_mean,reward_sum,rx_actions,scan_actions,seed,sense_actions,slot,training_step,true_edges,tx_actions,run,network,reward_version,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
isac_mappo,165,31,0.6888888888888889,0.921285140562249,isac_structured_marl,18,-23.46499916911125,263,4.254814095941816,1.0,0,-0.0360000021755695,-0.3600000143051147,586,1245,20260723,652,215,5616,45,659,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,169,31,0.6888888888888889,0.9188976377952756,isac_structured_marl,18,-25.199999153614044,268,4.254814095941816,1.0,0,-0.032999999821186,-0.3299999833106994,597,1270,20260723,672,220,5621,45,673,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,169,31,0.6888888888888889,0.9149922720247295,isac_structured_marl,18,-26.879999056458477,276,4.254814095941816,1.0,0,-0.0309999976307153,-0.3099999725818634,607,1294,20260723,690,225,5626,45,687,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,173,32,0.7111111111111111,0.9051204819277108,isac_structured_marl,18,-26.95499910414219,281,4.302758007914176,1.0,0,-0.0355000011622905,-0.3550000190734863,626,1328,20260723,701,230,5631,45,702,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,175,33,0.7333333333333333,0.8994082840236687,isac_structured_marl,18,-26.61499918997288,289,4.326832063628385,1.0,0,-0.0334999971091747,-0.3349999785423279,635,1352,20260723,719,235,5636,45,717,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,179,33,0.7333333333333333,0.8931407942238268,isac_structured_marl,18,-28.774999126791958,293,4.326832063628385,1.0,0,-0.032999999821186,-0.3300000131130218,645,1385,20260723,732,240,5641,45,740,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,187,34,0.7555555555555555,0.8897526501766785,isac_structured_marl,18,-28.714998945593837,301,4.3875492545544414,1.0,1,0.1750000119209289,1.7500001192092896,659,1415,20260723,744,245,5646,45,756,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,189,34,0.7555555555555555,0.884961884961885,isac_structured_marl,18,-30.564999029040337,307,4.3875492545544414,1.0,0,-0.0365000031888484,-0.3650000393390655,674,1443,20260723,760,250,5651,45,769,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,191,34,0.7555555555555555,0.8778990450204639,isac_structured_marl,18,-32.09499903023243,313,4.3875492545544414,1.0,0,-0.0420000031590461,-0.4200000166893005,685,1466,20260723,781,255,5656,45,781,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,194,34,0.7555555555555555,0.8733243967828418,isac_structured_marl,18,-33.76999904215336,322,4.3875492545544414,1.0,0,-0.0299999974668025,-0.2999999821186065,699,1492,20260723,796,260,5661,45,793,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,194,34,0.7555555555555555,0.8663594470046083,isac_structured_marl,18,-35.47499905526638,331,4.3875492545544414,1.0,0,-0.0375000014901161,-0.375,709,1519,20260723,810,265,5666,45,810,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,196,34,0.7555555555555555,0.8623141564318035,isac_structured_marl,18,-37.27999900281429,338,4.3875492545544414,1.0,0,-0.0294999983161687,-0.2949999868869781,727,1547,20260723,825,270,5671,45,820,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,200,34,0.7555555555555555,0.8578680203045685,isac_structured_marl,18,-39.204998925328255,345,4.3875492545544414,1.0,0,-0.0349999964237213,-0.3499999642372131,741,1576,20260723,839,275,5676,45,835,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,202,35,0.7777777777777778,0.851875,isac_structured_marl,18,-38.75499896705151,351,5.045534177876858,1.0,0,-0.033500000834465,-0.3350000083446502,754,1600,20260723,859,280,5681,45,846,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,206,35,0.7777777777777778,0.8479460453709381,isac_structured_marl,18,-40.60999907553196,356,5.045534177876858,1.0,0,-0.032999999821186,-0.3300000131130218,770,1631,20260723,873,285,5686,45,861,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,213,35,0.7777777777777778,0.8433734939759037,isac_structured_marl,18,-42.41999913752079,360,5.045534177876858,1.0,0,-0.0375000014901161,-0.3750000298023224,785,1660,20260723,890,290,5691,45,875,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,222,35,0.7777777777777778,0.8380614657210402,isac_structured_marl,18,-44.27499915659428,367,5.045534177876858,1.0,0,-0.0359999984502792,-0.3599999845027923,800,1692,20260723,901,295,5696,45,892,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,0,0.0,1.0,isac_structured_marl,19,-0.5799999833106995,0,0.0,0.1,0,-0.0579999983310699,-0.5799999833106995,3,8,20260724,2,0,5701,45,5,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,0,0.0,0.9722222222222222,isac_structured_marl,19,-2.6699999272823334,2,0.0,0.1,0,-0.032999999821186,-0.3300000131130218,18,36,20260724,22,5,5706,45,18,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,1,0.0222222222222222,0.9855072463768116,isac_structured_marl,19,-3.029999852180481,6,0.0,0.2,0,-0.039499994367361,-0.3949999511241913,31,69,20260724,35,10,5711,45,38,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,1,0.0222222222222222,0.989247311827957,isac_structured_marl,19,-4.944999784231186,11,0.0,0.2,0,-0.032999999821186,-0.3299999833106994,43,93,20260724,56,15,5716,45,50,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,2,0.0444444444444444,0.9916666666666668,isac_structured_marl,19,-4.899999797344208,16,0.0,0.2,0,-0.0374999977648258,-0.3749999701976776,56,120,20260724,74,20,5721,45,64,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,4,0.0888888888888888,0.993421052631579,isac_structured_marl,19,-3.039999932050705,20,0.0,0.3,1,0.160999983549118,1.6099998950958252,73,152,20260724,88,25,5726,45,79,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,5,0.1111111111111111,0.994475138121547,isac_structured_marl,19,-3.104999840259552,27,-4.333904778280124e-17,0.4,1,0.1550000011920929,1.5499999523162842,89,181,20260724,102,30,5731,45,92,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,2,5,0.1111111111111111,0.9905660377358492,isac_structured_marl,19,-5.279999822378159,32,-4.333904778280124e-17,0.4,0,-0.0354999974370002,-0.3549999892711639,103,212,20260724,116,35,5736,45,109,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,2,5,0.1111111111111111,0.9879032258064516,isac_structured_marl,19,-7.74499973654747,35,-4.333904778280124e-17,0.4,0,-0.0555000007152557,-0.5550000071525574,122,248,20260724,127,40,5741,45,126,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,4,5,0.1111111111111111,0.9858156028368794,isac_structured_marl,19,-10.144999712705612,39,-4.333904778280124e-17,0.4,0,-0.0535000041127204,-0.5350000262260437,134,282,20260724,139,45,5746,45,148,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,4,5,0.1111111111111111,0.9805825242718448,isac_structured_marl,19,-12.089999675750732,42,-4.333904778280124e-17,0.4,0,-0.0474999994039535,-0.4749999940395355,145,309,20260724,159,50,5751,45,164,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,4,6,0.1333333333333333,0.9790419161676648,isac_structured_marl,19,-11.81999972462654,48,-8.210964630821172e-17,0.4,0,-0.0230000019073486,-0.2300000190734863,157,334,20260724,178,55,5756,45,177,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,4,8,0.1777777777777777,0.9779005524861878,isac_structured_marl,19,-9.644999772310255,55,5.564037081005132e-17,0.9,0,-0.0419999994337558,-0.4199999868869781,167,362,20260724,193,60,5761,45,195,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,4,9,0.2,0.9769820971867008,isac_structured_marl,19,-9.64499980211258,59,6.798837624998197e-18,0.9,0,-0.0374999977648258,-0.3749999701976776,184,391,20260724,210,65,5766,45,207,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,8,10,0.2222222222222222,0.9716981132075472,isac_structured_marl,19,-9.794999808073044,61,0.2067993374662727,1.0,0,-0.0379999987781047,-0.3799999952316284,199,424,20260724,225,70,5771,45,225,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,10,11,0.2444444444444444,0.973568281938326,isac_structured_marl,19,-9.799999743700027,68,0.2531283889556288,1.0,0,-0.0309999976307153,-0.3099999725818634,211,454,20260724,238,75,5776,45,243,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,14,14,0.3111111111111111,0.9691358024691358,isac_structured_marl,19,-5.79999977350235,68,0.3805882362432699,1.0,0,-0.038000002503395,-0.3800000250339508,231,486,20260724,256,80,5781,45,255,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,16,15,0.3333333333333333,0.970703125,isac_structured_marl,19,-5.649999797344208,74,0.7394485803863228,1.0,1,0.1579999923706054,1.579999923706055,244,512,20260724,274,85,5786,45,268,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,30,15,0.3333333333333333,0.970856102003643,isac_structured_marl,19,-8.044999748468399,75,0.7394485803863228,1.0,0,-0.0419999957084655,-0.4199999570846557,260,549,20260724,286,90,5791,45,289,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,36,16,0.3555555555555555,0.9689119170984456,isac_structured_marl,19,-8.184999734163284,83,0.7539216943073989,1.0,0,-0.0245000012218952,-0.2450000047683715,267,579,20260724,298,95,5796,45,312,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,40,18,0.4,0.9639344262295082,isac_structured_marl,19,-6.204999804496765,87,1.0529288636863117,1.0,1,0.1624999940395355,1.625,283,610,20260724,313,100,5801,45,327,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,49,18,0.4,0.9575471698113208,isac_structured_marl,19,-8.124999731779099,91,1.0529288636863117,1.0,0,-0.0379999950528144,-0.379999965429306,291,636,20260724,333,105,5806,45,345,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,52,19,0.4222222222222222,0.9490254872563718,isac_structured_marl,19,-8.084999650716782,99,1.0661533486135188,1.0,0,-0.0334999971091747,-0.3349999785423279,304,667,20260724,344,110,5811,45,363,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,52,19,0.4222222222222222,0.949928469241774,isac_structured_marl,19,-10.234999656677246,105,1.0661533486135188,1.0,0,-0.0324999988079071,-0.324999988079071,318,699,20260724,356,115,5816,45,381,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,52,21,0.4666666666666667,0.949175824175824,isac_structured_marl,19,-8.164999544620514,111,1.2263390668866276,1.0,1,0.1624999940395355,1.625,335,728,20260724,371,120,5821,45,393,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,58,21,0.4666666666666667,0.9473684210526316,isac_structured_marl,19,-10.369999527931212,118,1.2263390668866276,1.0,0,-0.0464999973773956,-0.4649999737739563,346,760,20260724,382,125,5826,45,414,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,61,21,0.4666666666666667,0.945638432364096,isac_structured_marl,19,-12.454999566078186,125,1.2263390668866276,1.0,0,-0.0480000004172325,-0.4800000190734863,359,791,20260724,394,130,5831,45,432,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,67,23,0.5111111111111111,0.9453883495145632,isac_structured_marl,19,-10.67499953508377,133,1.4732118441557205,1.0,0,-0.0359999984502792,-0.3599999845027923,374,824,20260724,403,135,5836,45,450,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,69,23,0.5111111111111111,0.9421487603305784,isac_structured_marl,19,-12.309999451041222,146,1.4732118441557205,1.0,0,-0.0474999956786632,-0.4749999642372131,386,847,20260724,417,140,5841,45,461,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,69,23,0.5111111111111111,0.9417142857142856,isac_structured_marl,19,-14.274999395012856,157,1.4732118441557205,1.0,0,-0.025000000372529,-0.25,399,875,20260724,428,145,5846,45,476,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,69,24,0.5333333333333333,0.9411111111111112,isac_structured_marl,19,-14.01999931037426,164,1.5108438846580146,1.0,1,0.1710000038146972,1.7100000381469729,413,900,20260724,446,150,5851,45,487,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,77,25,0.5555555555555556,0.9388412017167382,isac_structured_marl,19,-14.139999613165855,168,1.5168444931434484,1.0,1,0.1459999829530716,1.4599997997283936,429,932,20260724,460,155,5856,45,503,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,77,25,0.5555555555555556,0.9383490073145244,isac_structured_marl,19,-15.919999614357948,172,1.5168444931434484,1.0,0,-0.0290000028908252,-0.2900000214576721,440,957,20260724,481,160,5861,45,517,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,79,26,0.5777777777777777,0.9367991845056064,isac_structured_marl,19,-15.554999470710754,185,1.6444059999529803,1.0,1,0.1540000140666961,1.540000081062317,448,981,20260724,494,165,5866,45,533,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,83,27,0.6,0.9346534653465348,isac_structured_marl,19,-15.459999352693558,192,2.639817141510425,1.0,0,-0.0449999943375587,-0.4499999582767486,462,1010,20260724,508,170,5871,45,548,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,83,27,0.6,0.9342995169082126,isac_structured_marl,19,-17.2699992954731,202,2.639817141510425,1.0,0,-0.0410000011324882,-0.4100000262260437,476,1035,20260724,523,175,5876,45,559,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,93,28,0.6222222222222222,0.928638497652582,isac_structured_marl,19,-17.27499920129776,207,2.655484740905039,1.0,0,-0.0560000017285347,-0.5600000023841858,486,1065,20260724,538,180,5881,45,579,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,93,28,0.6222222222222222,0.9277218664226898,isac_structured_marl,19,-19.119999140501022,214,2.655484740905039,1.0,0,-0.0395000018179416,-0.395000010728836,496,1093,20260724,553,185,5886,45,597,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,97,29,0.6444444444444445,0.9233511586452764,isac_structured_marl,19,-19.039999216794968,218,2.754303868812608,1.0,1,0.1564999967813491,1.5649999380111694,508,1122,20260724,570,190,5891,45,614,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,99,30,0.6666666666666666,0.9234116623150566,isac_structured_marl,19,-18.964999228715897,221,3.4748928543397946,1.0,1,0.1499999910593032,1.4999998807907104,521,1149,20260724,590,195,5896,45,628,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,99,31,0.6888888888888889,0.9209183673469388,isac_structured_marl,19,-18.79999935626984,226,3.817818038733385,1.0,0,-0.0355000011622905,-0.3550000190734863,535,1176,20260724,608,200,5901,45,641,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,104,31,0.6888888888888889,0.9214226633581472,isac_structured_marl,19,-21.08999928832054,232,3.817818038733385,1.0,0,-0.0344999954104423,-0.3449999690055847,552,1209,20260724,619,205,5906,45,657,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,106,31,0.6888888888888889,0.9165316045380876,isac_structured_marl,19,-22.77499923110008,243,3.817818038733385,1.0,0,-0.0245000012218952,-0.2450000047683715,563,1234,20260724,633,210,5911,45,671,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,110,31,0.6888888888888889,0.9136975455265242,isac_structured_marl,19,-24.694999188184735,251,3.817818038733385,1.0,0,-0.0434999987483024,-0.4350000023841858,577,1263,20260724,646,215,5916,45,686,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,112,32,0.7111111111111111,0.905982905982906,isac_structured_marl,19,-24.27999933063984,262,4.065655584747319,1.0,1,0.1805000007152557,1.8049999475479128,582,1287,20260724,661,220,5921,45,705,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,118,32,0.7111111111111111,0.9018264840182648,isac_structured_marl,19,-26.174999251961708,267,4.065655584747319,1.0,0,-0.0389999970793724,-0.3899999558925628,591,1314,20260724,679,225,5926,45,723,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,118,33,0.7333333333333333,0.8961911874533234,isac_structured_marl,19,-25.81999921798706,278,4.216215287471167,1.0,0,-0.0160000007599592,-0.1600000113248825,606,1339,20260724,693,230,5931,45,733,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,120,33,0.7333333333333333,0.8935389133627019,isac_structured_marl,19,-27.374999284744263,285,4.216215287471167,1.0,0,-0.0144999995827674,-0.1449999958276748,616,1362,20260724,713,235,5936,45,746,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,122,33,0.7333333333333333,0.8904109589041096,isac_structured_marl,19,-29.074999257922173,297,4.216215287471167,1.0,0,-0.0240000002086162,-0.2399999946355819,624,1387,20260724,726,240,5941,45,763,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,127,34,0.7555555555555555,0.8832630098452883,isac_structured_marl,19,-29.23499920964241,301,4.320499647915332,1.0,0,-0.0480000041425228,-0.4800000488758087,639,1422,20260724,737,245,5946,45,783,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,131,34,0.7555555555555555,0.8801652892561983,isac_structured_marl,19,-31.249999210238457,306,4.320499647915332,1.0,0,-0.0185000021010637,-0.1850000172853469,653,1452,20260724,752,250,5951,45,799,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,131,34,0.7555555555555555,0.8733920108327691,isac_structured_marl,19,-32.70499923825264,315,4.320499647915332,1.0,0,-0.032999999821186,-0.3300000131130218,666,1477,20260724,768,255,5956,45,811,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,141,34,0.7555555555555555,0.8700866089273818,isac_structured_marl,19,-34.389999225735664,318,4.320499647915332,1.0,0,-0.0439999997615814,-0.4399999976158142,676,1501,20260724,791,260,5961,45,825,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,141,34,0.7555555555555555,0.8623613829093281,isac_structured_marl,19,-36.219999358057976,326,4.320499647915332,1.0,0,-0.0230000019073486,-0.2300000190734863,693,1533,20260724,801,265,5966,45,840,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,148,35,0.7777777777777778,0.8572347266881029,isac_structured_marl,19,-35.684999242424965,337,5.2679491924311215,1.0,1,0.1820000112056732,1.8200000524520876,704,1555,20260724,818,270,5971,45,851,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,159,35,0.7777777777777778,0.8476070528967254,isac_structured_marl,19,-37.699999287724495,342,5.2679491924311215,1.0,0,-0.0414999984204769,-0.4149999916553497,723,1588,20260724,830,275,5976,45,865,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,164,35,0.7777777777777778,0.8390092879256966,isac_structured_marl,19,-39.24499921500683,351,5.2679491924311215,1.0,0,-0.0329999960958957,-0.3299999535083771,732,1615,20260724,844,280,5981,45,883,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,164,35,0.7777777777777778,0.8326232501521607,isac_structured_marl,19,-40.98499922454357,357,5.2679491924311215,1.0,0,-0.0289999991655349,-0.2899999916553497,741,1643,20260724,860,285,5986,45,902,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,164,35,0.7777777777777778,0.8285371702637889,isac_structured_marl,19,-42.57999926805496,366,5.2679491924311215,1.0,0,-0.0325000025331974,-0.3250000178813934,755,1668,20260724,876,290,5991,45,913,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,170,35,0.7777777777777778,0.8249852681202121,isac_structured_marl,19,-44.40999931097031,372,5.2679491924311215,1.0,0,-0.0480000004172325,-0.4800000190734863,767,1697,20260724,891,295,5996,45,930,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-0.1299999952316284,2,0.0,0.1,0,-0.0129999993368983,-0.1299999952316284,2,4,20260705,4,0,1,45,2,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-0.8199999704957008,14,0.0,0.1,0,-0.015999998897314,-0.1599999815225601,14,29,20260705,17,5,6,45,15,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-1.5049999505281448,27,0.0,0.1,0,-0.0149999987334012,-0.1499999910593032,29,56,20260705,27,10,11,45,27,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-2.21999990940094,40,0.0,0.1,0,-0.015999998897314,-0.1599999815225601,42,84,20260705,36,15,16,45,42,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-2.954999886453152,49,0.0,0.1,0,-0.0124999992549419,-0.1249999925494194,55,114,20260705,47,20,21,45,59,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,1.0,structured_marl_no_isac,0,-3.644999824464321,65,0.0,0.1,0,-0.0114999990910291,-0.1149999946355819,69,141,20260705,54,25,26,45,72,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.994011976047904,structured_marl_no_isac,0,-4.354999803006649,75,0.0,0.1,0,-0.0149999987334012,-0.1499999910593032,81,167,20260705,68,30,31,45,86,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9949238578680204,structured_marl_no_isac,0,-5.09499978274107,83,0.0,0.1,0,-0.0174999982118606,-0.1749999821186065,93,197,20260705,80,35,36,45,104,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9910313901345292,structured_marl_no_isac,0,-5.804999716579914,93,0.0,0.1,0,-0.0139999985694885,-0.1399999856948852,107,223,20260705,94,40,41,45,116,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9921259842519684,structured_marl_no_isac,0,-6.549999661743641,102,0.0,0.1,0,-0.0174999982118606,-0.1749999821186065,124,254,20260705,104,45,46,45,130,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.98932384341637,structured_marl_no_isac,0,-7.259999640285969,110,0.0,0.1,0,-0.016499999910593,-0.1649999916553497,141,281,20260705,119,50,51,45,140,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9901639344262296,structured_marl_no_isac,0,-7.939999617636204,122,0.0,0.1,0,-0.0075000002980232,-0.0750000029802322,149,305,20260705,133,55,56,45,156,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9912023460410556,structured_marl_no_isac,0,-8.779999531805515,126,0.0,0.1,0,-0.0189999975264072,-0.1899999678134918,166,341,20260705,143,60,61,45,175,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.989100817438692,structured_marl_no_isac,0,-9.489999525249004,136,0.0,0.1,0,-0.0140000004321336,-0.1400000005960464,177,367,20260705,157,65,66,45,190,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.98989898989899,structured_marl_no_isac,0,-10.239999450743198,144,0.0,0.1,0,-0.0174999982118606,-0.1749999821186065,196,396,20260705,170,70,71,45,200,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9904534606205252,structured_marl_no_isac,0,-10.899999402463436,158,0.0,0.1,0,-0.0144999995827674,-0.1449999958276748,210,419,20260705,183,75,76,45,209,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9910313901345292,structured_marl_no_isac,0,-11.61999937146902,168,0.0,0.1,0,-0.0184999965131282,-0.1849999725818634,222,446,20260705,196,80,81,45,224,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9915966386554622,structured_marl_no_isac,0,-12.35999932140112,180,0.0,0.1,0,-0.0184999965131282,-0.1849999725818634,238,476,20260705,204,85,86,45,238,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9920948616600792,structured_marl_no_isac,0,-13.104999274015428,187,0.0,0.1,0,-0.0169999990612268,-0.1699999868869781,251,506,20260705,217,90,91,45,255,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.99250936329588,structured_marl_no_isac,0,-13.809999227523804,202,0.0,0.1,0,-0.015999998897314,-0.1599999815225601,264,534,20260705,224,95,96,45,270,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9928952042628776,structured_marl_no_isac,0,-14.504999212920666,217,0.0,0.1,0,-0.0129999993368983,-0.1299999952316284,278,563,20260705,230,100,101,45,285,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9914821124361158,structured_marl_no_isac,0,-15.189999163150787,228,0.0,0.1,0,-0.0164999980479478,-0.1649999767541885,291,587,20260705,245,105,106,45,296,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
mappo,0,0,0.0,0.9918433931484504,structured_marl_no_isac,0,-15.88499915599823,241,0.0,0.1,0,-0.0144999995827674,-0.1449999958276748,300,613,20260705,256,110,111,45,313,train_n10_b10_mappo_300slot,shared,legacy,10,648,36,18,5.0
