algorithm,collision_count,discovered_edges,discovery_rate,empty_scan_ratio,env_protocol,episode,episode_cumulative_reward,idle_actions,lambda2,lcc_ratio,new_edges_count,reward_mean,reward_sum,rx_actions,scan_actions,seed,sense_actions,slot,training_step,true_edges,tx_actions,run,network,reward_version,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
isac_mappo,71,22,0.4888888888888889,0.9712230215827338,isac_structured_marl,11,6.039999395608902,84,2.078744875761497,1.0,0,-0.0520000047981739,-0.5200000405311584,258,556,20260716,270,90,3391,45,298,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,79,24,0.5333333333333333,0.9662731871838112,isac_structured_marl,11,7.624999314546585,89,2.190699687178155,1.0,0,-0.0560000017285347,-0.5600000023841858,273,593,20260716,278,95,3396,45,320,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,89,24,0.5333333333333333,0.9649122807017544,isac_structured_marl,11,5.219999372959137,92,2.190699687178155,1.0,0,-0.0579999983310699,-0.5799999833106995,286,627,20260716,291,100,3401,45,341,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,89,24,0.5333333333333333,0.9647779479326188,isac_structured_marl,11,3.4199993312358856,100,2.190699687178155,1.0,0,-0.0375000014901161,-0.375,298,653,20260716,307,105,3406,45,355,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,91,25,0.5555555555555556,0.9617083946980854,isac_structured_marl,11,3.5949994921684265,103,2.2897132370449214,1.0,1,0.1645000129938125,1.6450001001358032,313,679,20260716,328,110,3411,45,366,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,97,26,0.5777777777777777,0.9605633802816902,isac_structured_marl,11,3.61499947309494,111,2.618127572110505,1.0,0,-0.0375000014901161,-0.375,326,710,20260716,339,115,3416,45,384,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,105,26,0.5777777777777777,0.9581646423751689,isac_structured_marl,11,1.5149995386600494,115,2.618127572110505,1.0,0,-0.0494999960064888,-0.4949999451637268,340,741,20260716,354,120,3421,45,401,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,107,26,0.5777777777777777,0.95703125,isac_structured_marl,11,-0.275000512599945,125,2.618127572110505,1.0,0,-0.0230000019073486,-0.2300000190734863,356,768,20260716,367,125,3426,45,412,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,109,27,0.6,0.9547738693467336,isac_structured_marl,11,-0.0450004637241363,135,2.623629951200632,1.0,0,-0.0430000014603138,-0.4300000071525574,369,796,20260716,379,130,3431,45,427,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,114,27,0.6,0.9516908212560388,isac_structured_marl,11,-2.30000039935112,140,2.623629951200632,1.0,0,-0.0389999970793724,-0.3899999856948852,382,828,20260716,392,135,3436,45,446,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,116,29,0.6444444444444445,0.94988344988345,isac_structured_marl,11,-0.2300004661083221,144,3.0931906598994194,1.0,1,0.1599999964237213,1.5999999046325684,394,858,20260716,408,140,3441,45,464,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,124,31,0.6888888888888889,0.9493813273340832,isac_structured_marl,11,1.664999544620514,151,3.679089427597123,1.0,1,0.152999997138977,1.5299999713897705,409,889,20260716,420,145,3446,45,480,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,130,31,0.6888888888888889,0.9446254071661238,isac_structured_marl,11,-0.3400004804134369,156,3.679089427597123,1.0,0,-0.0270000007003545,-0.270000010728836,427,921,20260716,433,150,3451,45,494,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,134,31,0.6888888888888889,0.9442105263157896,isac_structured_marl,11,-2.3100004494190216,162,3.679089427597123,1.0,0,-0.0440000034868717,-0.4400000274181366,440,950,20260716,448,155,3456,45,510,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,143,31,0.6888888888888889,0.9438775510204082,isac_structured_marl,11,-4.405000299215317,167,3.679089427597123,1.0,0,-0.0414999946951866,-0.4149999618530273,452,980,20260716,463,160,3461,45,528,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,146,31,0.6888888888888889,0.9428007889546351,isac_structured_marl,11,-6.660000264644623,172,3.679089427597123,1.0,0,-0.0534999966621398,-0.5349999666213989,466,1014,20260716,474,165,3466,45,548,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,148,31,0.6888888888888889,0.9432146294513956,isac_structured_marl,11,-8.420000195503235,184,3.679089427597123,1.0,0,-0.0370000004768371,-0.3700000047683716,476,1039,20260716,487,170,3471,45,563,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,148,32,0.7111111111111111,0.9401869158878504,isac_structured_marl,11,-8.410000056028366,188,3.72191704026205,1.0,1,0.1625000089406967,1.6250001192092896,493,1070,20260716,502,175,3476,45,577,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,150,32,0.7111111111111111,0.937956204379562,isac_structured_marl,11,-10.115000069141388,199,3.72191704026205,1.0,0,-0.015999998897314,-0.1599999964237213,506,1096,20260716,515,180,3481,45,590,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,152,32,0.7111111111111111,0.9334516415261755,isac_structured_marl,11,-12.040000051259996,206,3.72191704026205,1.0,0,-0.0399999991059303,-0.4000000059604645,522,1127,20260716,527,185,3486,45,605,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,154,32,0.7111111111111111,0.9324675324675324,isac_structured_marl,11,-13.924999952316284,213,3.72191704026205,1.0,0,-0.0379999987781047,-0.3799999952316284,533,1155,20260716,542,190,3491,45,622,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,162,32,0.7111111111111111,0.9324894514767932,isac_structured_marl,11,-15.969999969005585,220,3.72191704026205,1.0,0,-0.0309999994933605,-0.3100000023841858,543,1185,20260716,555,195,3496,45,642,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,164,33,0.7333333333333333,0.9325102880658436,isac_structured_marl,11,-16.034999907016754,227,3.723128540558724,1.0,0,-0.0494999960064888,-0.4949999749660492,555,1215,20260716,568,200,3501,45,660,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,172,33,0.7333333333333333,0.9310344827586208,isac_structured_marl,11,-18.104999840259552,233,3.723128540558724,1.0,0,-0.0459999963641166,-0.4599999487400055,571,1247,20260716,580,205,3506,45,676,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,176,33,0.7333333333333333,0.9256068911511356,isac_structured_marl,11,-20.04999992251396,240,3.723128540558724,1.0,0,-0.0355000048875808,-0.3550000488758087,586,1277,20260716,593,210,3511,45,691,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,180,34,0.7555555555555555,0.9157088122605364,isac_structured_marl,11,-19.789999842643734,250,3.8492187015181023,1.0,0,-0.0405000001192092,-0.4050000011920929,598,1305,20260716,605,215,3516,45,707,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,184,34,0.7555555555555555,0.9121621621621622,isac_structured_marl,11,-21.5649998486042,263,3.8492187015181023,1.0,0,-0.0305000003427267,-0.3050000071525574,610,1332,20260716,615,220,3521,45,722,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,186,35,0.7777777777777778,0.9045521292217328,isac_structured_marl,11,-21.27999973297119,266,3.8961661008816977,1.0,0,-0.0274999979883432,-0.2749999761581421,623,1362,20260716,632,225,3526,45,739,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,188,35,0.7777777777777778,0.8964773544212796,isac_structured_marl,11,-23.00999975204468,272,3.8961661008816977,1.0,0,-0.032999999821186,-0.3300000131130218,635,1391,20260716,647,230,3531,45,756,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,193,36,0.8,0.8839662447257384,isac_structured_marl,11,-22.84499989449978,275,3.948625758268967,1.0,0,-0.0240000002086162,-0.2399999946355819,649,1422,20260716,663,235,3536,45,773,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,196,37,0.8222222222222222,0.8822314049586777,isac_structured_marl,11,-22.83499985933304,281,4.835752061539789,1.0,0,-0.0379999950528144,-0.379999965429306,663,1452,20260716,677,240,3541,45,789,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,200,38,0.8444444444444444,0.8794854434664862,isac_structured_marl,11,-22.474999725818638,289,4.835752061539788,1.0,0,-0.0270000007003545,-0.270000010728836,677,1477,20260716,694,245,3546,45,800,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,211,38,0.8444444444444444,0.8740053050397878,isac_structured_marl,11,-24.41499972343445,293,4.835752061539788,1.0,0,-0.0399999991059303,-0.4000000059604645,691,1508,20260716,709,250,3551,45,817,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,224,38,0.8444444444444444,0.867100977198697,isac_structured_marl,11,-26.14499968290329,299,4.835752061539788,1.0,0,-0.0334999971091747,-0.3349999785423279,703,1535,20260716,726,255,3556,45,832,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,233,38,0.8444444444444444,0.8638977635782747,isac_structured_marl,11,-28.06499969959259,305,4.835752061539788,1.0,0,-0.033500000834465,-0.3350000083446502,715,1565,20260716,740,260,3561,45,850,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,243,38,0.8444444444444444,0.8585795097423005,isac_structured_marl,11,-29.60999970138073,308,4.835752061539788,1.0,0,-0.0350000038743019,-0.3500000238418579,730,1591,20260716,761,265,3566,45,861,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,245,38,0.8444444444444444,0.85150955021565,isac_structured_marl,11,-31.494999691843987,311,4.835752061539788,1.0,0,-0.0399999991059303,-0.4000000059604645,743,1623,20260716,776,270,3571,45,880,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,251,38,0.8444444444444444,0.8462469733656174,isac_structured_marl,11,-33.25999976694584,320,4.835752061539788,1.0,0,-0.033500000834465,-0.3350000083446502,756,1652,20260716,788,275,3576,45,896,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,258,38,0.8444444444444444,0.8400713436385255,isac_structured_marl,11,-35.02499981224537,325,4.835752061539788,1.0,0,-0.0375000014901161,-0.375,775,1682,20260716,803,280,3581,45,907,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,273,39,0.8666666666666667,0.8334304018637158,isac_structured_marl,11,-35.01999984681606,328,4.913869802348507,1.0,0,-0.0419999994337558,-0.4199999868869781,791,1717,20260716,815,285,3586,45,926,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,287,39,0.8666666666666667,0.8296169239565466,isac_structured_marl,11,-36.86999990046024,338,4.913869802348507,1.0,0,-0.0410000011324882,-0.4100000262260437,804,1749,20260716,823,290,3591,45,945,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,297,40,0.8888888888888888,0.8241881298992161,isac_structured_marl,11,-36.89499999582768,339,5.829913513373966,1.0,1,0.1739999949932098,1.7400000095367432,826,1786,20260716,835,295,3596,45,960,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,0,0.0,1.0,isac_structured_marl,12,-0.4399999678134918,0,0.0,0.1,0,-0.0439999960362911,-0.4399999678134918,2,6,20260717,4,0,3601,45,4,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,1,0.0222222222222222,1.0,isac_structured_marl,12,-0.8949999213218689,1,0.0,0.2,0,-0.0499999970197677,-0.4999999701976776,17,40,20260717,19,5,3606,45,23,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,1,0.0222222222222222,1.0,isac_structured_marl,12,-3.4849998354911804,3,0.0,0.2,0,-0.0519999973475933,-0.5199999809265137,34,76,20260717,31,10,3611,45,42,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,1,0.0222222222222222,0.972972972972973,isac_structured_marl,12,-5.879999727010727,8,0.0,0.2,0,-0.0579999983310699,-0.5799999833106995,54,111,20260717,41,15,3616,45,57,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,3,0.0666666666666666,0.9714285714285714,isac_structured_marl,12,-3.914999902248383,13,0.0,0.4,0,-0.0519999973475933,-0.5199999809265137,64,140,20260717,57,20,3621,45,76,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,3,0.0666666666666666,0.9772727272727272,isac_structured_marl,12,-6.449999779462814,18,0.0,0.4,0,-0.0519999973475933,-0.5199999809265137,79,176,20260717,66,25,3626,45,97,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,3,0.0666666666666666,0.9764150943396226,isac_structured_marl,12,-8.954999655485153,21,0.0,0.4,0,-0.032999999821186,-0.3300000131130218,97,212,20260717,77,30,3631,45,115,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,0,6,0.1333333333333333,0.9715447154471544,isac_structured_marl,12,-5.119999587535858,24,0.0,0.5,0,-0.0399999991059303,-0.4000000059604645,114,246,20260717,90,35,3636,45,132,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,11,7,0.1555555555555555,0.975438596491228,isac_structured_marl,12,-5.834999620914459,25,-5.916456789157592e-31,0.5,0,-0.0639999955892562,-0.6399999856948853,137,285,20260717,100,40,3641,45,148,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,15,9,0.2,0.9746835443037974,isac_structured_marl,12,-3.904999613761902,31,0.0,0.8,1,0.176499992609024,1.7649999856948853,152,316,20260717,113,45,3646,45,164,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,23,10,0.2222222222222222,0.9742857142857144,isac_structured_marl,12,-4.204999566078186,35,0.0,0.8,0,-0.0399999991059303,-0.4000000059604645,165,350,20260717,125,50,3651,45,185,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,23,12,0.2666666666666666,0.976063829787234,isac_structured_marl,12,-2.1049996316432957,39,8.326572338998038e-17,0.8,1,0.1665000021457672,1.6649999618530271,182,376,20260717,145,55,3656,45,194,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,29,12,0.2666666666666666,0.9752475247524752,isac_structured_marl,12,-4.064999550580978,47,8.326572338998038e-17,0.8,0,-0.0280000008642673,-0.2800000011920929,193,404,20260717,159,60,3661,45,211,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,31,13,0.2888888888888888,0.9770642201834864,isac_structured_marl,12,-4.214999705553055,53,1.0389168679251845e-15,0.9,1,0.1524999886751175,1.5249998569488523,208,436,20260717,171,65,3666,45,228,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,35,16,0.3555555555555555,0.9742489270386266,isac_structured_marl,12,-0.2249999344348907,59,5.642125471435249e-16,0.9,0,-0.0414999946951866,-0.4149999618530273,221,466,20260717,185,70,3671,45,245,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,40,17,0.3777777777777777,0.9737903225806452,isac_structured_marl,12,-0.254999965429306,61,0.4102844060129954,1.0,0,-0.050000000745058,-0.5,237,496,20260717,203,75,3676,45,259,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,44,17,0.3777777777777777,0.9713740458015268,isac_structured_marl,12,-2.1999999582767487,64,0.4102844060129954,1.0,0,-0.0355000048875808,-0.3550000488758087,247,524,20260717,222,80,3681,45,277,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,49,19,0.4222222222222222,0.9694793536804308,isac_structured_marl,12,-0.324999988079071,71,0.7861193177621825,1.0,1,0.1615000069141388,1.6150000095367432,261,557,20260717,232,85,3686,45,296,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,49,19,0.4222222222222222,0.9708404802744426,isac_structured_marl,12,-2.17999991774559,76,0.7861193177621825,1.0,0,-0.0374999977648258,-0.3749999701976776,275,583,20260717,251,90,3691,45,308,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,49,19,0.4222222222222222,0.9671052631578948,isac_structured_marl,12,-3.809999942779541,82,0.7861193177621825,1.0,0,-0.0300000049173831,-0.3000000417232513,285,608,20260717,270,95,3696,45,323,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,51,20,0.4444444444444444,0.9640625,isac_structured_marl,12,-3.869999885559082,90,1.2331374013321732,1.0,0,-0.0474999994039535,-0.4749999940395355,304,640,20260717,280,100,3701,45,336,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,55,20,0.4444444444444444,0.9577039274924471,isac_structured_marl,12,-5.48499983549118,95,1.2331374013321732,1.0,0,-0.0379999950528144,-0.379999965429306,316,662,20260717,303,105,3706,45,346,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,59,21,0.4666666666666667,0.9523809523809524,isac_structured_marl,12,-5.599999845027924,100,1.2456916736345,1.0,0,-0.0519999973475933,-0.5199999809265137,329,693,20260717,317,110,3711,45,364,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,59,23,0.5111111111111111,0.946058091286307,isac_structured_marl,12,-3.474999636411667,105,1.502286646132511,1.0,0,-0.0395000018179416,-0.395000010728836,348,723,20260717,332,115,3716,45,375,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,64,23,0.5111111111111111,0.9403973509933776,isac_structured_marl,12,-5.574999630451202,113,1.502286646132511,1.0,0,-0.0560000017285347,-0.5600000023841858,363,755,20260717,342,120,3721,45,392,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,64,24,0.5333333333333333,0.939820742637644,isac_structured_marl,12,-5.404999524354935,119,1.522938425014727,1.0,0,-0.0395000018179416,-0.395000010728836,379,781,20260717,360,125,3726,45,402,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,64,24,0.5333333333333333,0.9388264669163544,isac_structured_marl,12,-6.934999465942383,127,1.522938425014727,1.0,0,-0.0274999979883432,-0.2749999761581421,385,801,20260717,382,130,3731,45,416,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,64,26,0.5777777777777777,0.9396863691194208,isac_structured_marl,12,-4.884999454021454,137,1.711500850015346,1.0,1,0.1655000150203704,1.65500009059906,403,829,20260717,394,135,3736,45,426,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,70,27,0.6,0.9387990762124712,isac_structured_marl,12,-5.2649993896484375,141,1.805183342881728,1.0,0,-0.0509999990463256,-0.5099999904632568,419,866,20260717,403,140,3741,45,447,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,77,27,0.6,0.9385474860335196,isac_structured_marl,12,-7.2499993443489075,148,1.805183342881728,1.0,0,-0.0289999991655349,-0.2899999916553497,431,895,20260717,417,145,3746,45,464,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,87,27,0.6,0.9385113268608414,isac_structured_marl,12,-9.379999279975891,154,1.805183342881728,1.0,0,-0.0389999970793724,-0.3899999856948852,443,927,20260717,429,150,3751,45,484,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,93,27,0.6,0.9320794148380356,isac_structured_marl,12,-11.34999930858612,160,1.805183342881728,1.0,0,-0.0519999973475933,-0.5199999809265137,451,957,20260717,443,155,3756,45,506,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,101,28,0.6222222222222222,0.9321175278622088,isac_structured_marl,12,-11.424999192357063,165,1.8583001178720888,1.0,0,-0.045499999076128,-0.4549999833106994,461,987,20260717,458,160,3761,45,526,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,101,28,0.6222222222222222,0.932806324110672,isac_structured_marl,12,-13.239999130368233,174,1.8583001178720888,1.0,0,-0.044999998062849,-0.449999988079071,468,1012,20260717,474,165,3766,45,544,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,107,28,0.6222222222222222,0.9328859060402684,isac_structured_marl,12,-15.43999905884266,178,1.8583001178720888,1.0,0,-0.0434999987483024,-0.4349999725818634,481,1043,20260717,489,170,3771,45,562,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,115,29,0.6444444444444445,0.931098696461825,isac_structured_marl,12,-15.394999131560326,181,1.895487644665123,1.0,0,-0.0560000017285347,-0.5600000023841858,496,1074,20260717,505,175,3776,45,578,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,121,30,0.6666666666666666,0.9282470481380564,isac_structured_marl,12,-15.229999050498009,190,2.7828880091836226,1.0,0,-0.0364999994635582,-0.3649999797344208,506,1101,20260717,519,180,3781,45,595,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,127,31,0.6888888888888889,0.9278803869832892,isac_structured_marl,12,-15.399999156594276,192,2.878730307000203,1.0,0,-0.0439999997615814,-0.4399999976158142,525,1137,20260717,531,185,3786,45,612,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,131,31,0.6888888888888889,0.9269759450171822,isac_structured_marl,12,-17.434999123215675,197,2.878730307000203,1.0,0,-0.0370000004768371,-0.3700000047683716,534,1164,20260717,549,190,3791,45,630,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,131,32,0.7111111111111111,0.926829268292683,isac_structured_marl,12,-17.194999143481255,201,3.6876807983217503,1.0,0,-0.0454999953508377,-0.4549999535083771,549,1189,20260717,570,195,3796,45,640,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,133,32,0.7111111111111111,0.925925925925926,isac_structured_marl,12,-19.03999911248684,208,3.6876807983217503,1.0,0,-0.0414999946951866,-0.4149999618530273,561,1215,20260717,587,200,3801,45,654,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,133,32,0.7111111111111111,0.925686591276252,isac_structured_marl,12,-20.68499906361103,215,3.6876807983217503,1.0,0,-0.0274999998509883,-0.2750000059604645,571,1238,20260717,607,205,3806,45,667,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,142,32,0.7111111111111111,0.9167321288295364,isac_structured_marl,12,-22.80499915778637,223,3.6876807983217503,1.0,0,-0.0264999978244304,-0.2649999856948852,588,1273,20260717,614,210,3811,45,685,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,144,32,0.7111111111111111,0.9123076923076924,isac_structured_marl,12,-24.484999135136604,233,3.6876807983217503,1.0,0,-0.0269999988377094,-0.2699999809265136,597,1300,20260717,627,215,3816,45,703,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,146,32,0.7111111111111111,0.9097744360902256,isac_structured_marl,12,-26.434999093413357,241,3.6876807983217503,1.0,0,-0.0290000028908252,-0.2900000214576721,606,1330,20260717,639,220,3821,45,724,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,150,33,0.7333333333333333,0.9078171091445428,isac_structured_marl,12,-26.15999893844128,248,3.7580089311446656,1.0,1,0.160500019788742,1.605000138282776,619,1356,20260717,656,225,3826,45,737,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,154,33,0.7333333333333333,0.9002169197396963,isac_structured_marl,12,-27.879998847842216,252,3.7580089311446656,1.0,0,-0.025000000372529,-0.25,632,1383,20260717,675,230,3831,45,751,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,169,33,0.7333333333333333,0.8946251768033946,isac_structured_marl,12,-29.91499887406826,257,3.7580089311446656,1.0,0,-0.045499999076128,-0.4549999833106994,641,1414,20260717,689,235,3836,45,773,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,175,33,0.7333333333333333,0.8855755894590847,isac_structured_marl,12,-31.509998843073845,268,3.7580089311446656,1.0,0,-0.0294999983161687,-0.2949999868869781,649,1442,20260717,700,240,3841,45,793,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,182,34,0.7555555555555555,0.8747461069735951,isac_structured_marl,12,-31.47499893605709,273,4.57655971855516,1.0,1,0.1579999923706054,1.579999923706055,673,1477,20260717,710,245,3846,45,804,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,195,34,0.7555555555555555,0.8643282594308405,isac_structured_marl,12,-33.519998878240585,278,4.57655971855516,1.0,0,-0.0489999949932098,-0.4899999499320984,691,1511,20260717,721,250,3851,45,820,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,203,35,0.7777777777777778,0.8580686973428386,isac_structured_marl,12,-33.52499896287918,285,5.21558786383854,1.0,0,-0.0470000021159648,-0.4700000286102295,704,1543,20260717,732,255,3856,45,839,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,203,35,0.7777777777777778,0.8497772119669,isac_structured_marl,12,-35.15999895334244,292,5.21558786383854,1.0,0,-0.0355000011622905,-0.3550000190734863,722,1571,20260717,747,260,3861,45,849,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,208,35,0.7777777777777778,0.8389513108614233,isac_structured_marl,12,-36.80999901890755,298,5.21558786383854,1.0,0,-0.0340000018477439,-0.3400000333786011,735,1602,20260717,760,265,3866,45,867,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,212,36,0.8,0.8358848744641764,isac_structured_marl,12,-36.74999898672104,306,5.519780603804267,1.0,1,0.148499995470047,1.4850000143051147,748,1633,20260717,771,270,3871,45,885,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
isac_mappo,214,36,0.8,0.8300180831826401,isac_structured_marl,12,-38.31999897956848,314,5.519780603804267,1.0,0,-0.0290000028908252,-0.2900000214576721,760,1659,20260717,787,275,3876,45,899,train_n10_b10_isac_mappo_300slot,shared,legacy,10,648,36,18,5.0
