beam_count,eval_episode,node_count,phase,process_cpu_percent,rss_mb,seed,slot,slots_per_episode,system_available_mb,system_memory_percent
105,0,10,eval_stochastic,0.0,227.296875,2026084001,200,200,21068.84765625,34.9
105,1,10,eval_stochastic,0.0,227.8515625,2026084002,200,200,21082.953125,34.9
105,2,10,eval_stochastic,0.0,227.921875,2026084003,200,200,21058.12109375,35.0
105,3,10,eval_stochastic,0.0,227.9609375,2026084004,200,200,21125.71875,34.8
105,4,10,eval_stochastic,0.0,228.046875,2026084005,200,200,21145.5234375,34.7
