method,method_label,training_step,reward_200step_mean
clean_discovery,Clean CTDE,7801,0.012611556918593112
clean_discovery,Clean CTDE,7826,0.01760523089287016
clean_discovery,Clean CTDE,7851,0.015230160045866789
clean_discovery,Clean CTDE,7876,0.018047069443775394
clean_discovery,Clean CTDE,7901,0.018154819442686848
clean_discovery,Clean CTDE,7926,0.014884258941521683
clean_discovery,Clean CTDE,7951,0.019292265218471577
clean_discovery,Clean CTDE,7976,0.019324515214706472
clean_discovery,Clean CTDE,8001,0.019260260204086072
clean_discovery,Clean CTDE,8026,0.019982543771191547
clean_discovery,Clean CTDE,8051,0.021663753650209387
clean_discovery,Clean CTDE,8076,0.01665529061319102
clean_discovery,Clean CTDE,8101,0.01945823270428081
clean_discovery,Clean CTDE,8126,0.01698663566692994
clean_discovery,Clean CTDE,8151,0.015053853382138183
clean_discovery,Clean CTDE,8176,0.017488493074939465
clean_discovery,Clean CTDE,8201,0.0181670293889183
clean_discovery,Clean CTDE,8226,0.014776060232812591
clean_discovery,Clean CTDE,8251,0.013106100356941167
clean_discovery,Clean CTDE,8276,0.01312185034800495
clean_discovery,Clean CTDE,8301,0.014481651787209554
clean_discovery,Clean CTDE,8326,0.01809175637248699
clean_discovery,Clean CTDE,8351,0.018653767521107506
clean_discovery,Clean CTDE,8376,0.016175627832388267
clean_discovery,Clean CTDE,8401,0.015137354855018199
clean_discovery,Clean CTDE,8426,0.01514448328960134
clean_discovery,Clean CTDE,8451,0.015162983293172148
clean_discovery,Clean CTDE,8476,0.01770373987595667
clean_discovery,Clean CTDE,8501,0.020483905378008784
clean_discovery,Clean CTDE,8526,0.021094344054421524
clean_discovery,Clean CTDE,8551,0.022136926712271812
clean_discovery,Clean CTDE,8576,0.024229406256410582
clean_discovery,Clean CTDE,8601,0.022805372878785417
clean_discovery,Clean CTDE,8626,0.02236395837547024
clean_discovery,Clean CTDE,8651,0.022341708375613955
clean_discovery,Clean CTDE,8676,0.019729951799752593
clean_discovery,Clean CTDE,8701,0.012622630540543469
clean_discovery,Clean CTDE,8726,0.010949220253300156
clean_discovery,Clean CTDE,8751,0.006657402452998218
clean_discovery,Clean CTDE,8776,0.0044484854074398825
clean_discovery,Clean CTDE,8801,0.014069901531809597
clean_discovery,Clean CTDE,8826,0.016729259974832534
clean_discovery,Clean CTDE,8851,0.016722509974810243
clean_discovery,Clean CTDE,8876,0.020638184337571155
clean_discovery,Clean CTDE,8901,0.02235479963973922
clean_discovery,Clean CTDE,8926,0.021777543867654466
clean_discovery,Clean CTDE,8951,0.021764543868695915
clean_discovery,Clean CTDE,8976,0.02320521553402796
clean_stable,Clean CTDE + stable reward,1,0.0001000000847852
clean_stable,Clean CTDE + stable reward,26,0.0008776922362672807
clean_stable,Clean CTDE + stable reward,51,0.010796399283600612
clean_stable,Clean CTDE + stable reward,76,0.013966920286724109
clean_stable,Clean CTDE + stable reward,101,0.02515380463159772
clean_stable,Clean CTDE + stable reward,126,0.02783811980089732
clean_stable,Clean CTDE + stable reward,151,0.023450881402919493
clean_stable,Clean CTDE + stable reward,176,0.022352882001789753
clean_stable,Clean CTDE + stable reward,201,0.019876236145028064
clean_stable,Clean CTDE + stable reward,226,0.019964036141682278
clean_stable,Clean CTDE + stable reward,251,0.017452304303878896
clean_stable,Clean CTDE + stable reward,276,0.01692625757103085
clean_stable,Clean CTDE + stable reward,301,0.011137716084922412
clean_stable,Clean CTDE + stable reward,326,0.006334521940843822
clean_stable,Clean CTDE + stable reward,351,0.006183071939267375
clean_stable,Clean CTDE + stable reward,376,0.009195506012874811
clean_stable,Clean CTDE + stable reward,401,0.016163706645202166
clean_stable,Clean CTDE + stable reward,426,0.022436313641810538
clean_stable,Clean CTDE + stable reward,451,0.022398713643415235
clean_stable,Clean CTDE + stable reward,476,0.022279299397996496
clean_stable,Clean CTDE + stable reward,501,0.02671717520766832
clean_stable,Clean CTDE + stable reward,526,0.028329160787252467
clean_stable,Clean CTDE + stable reward,551,0.028495060789209655
clean_stable,Clean CTDE + stable reward,576,0.023580255998749623
clean_stable,Clean CTDE + stable reward,601,0.016515255375124965
clean_stable,Clean CTDE + stable reward,626,0.010012848375699818
clean_stable,Clean CTDE + stable reward,651,0.01244589733716565
clean_stable,Clean CTDE + stable reward,676,0.012976734155236036
clean_stable,Clean CTDE + stable reward,701,0.006928158186346984
clean_stable,Clean CTDE + stable reward,726,0.01001306630379985
clean_stable,Clean CTDE + stable reward,751,0.009795716301814533
clean_stable,Clean CTDE + stable reward,776,0.014076407418397134
clean_stable,Clean CTDE + stable reward,801,0.01570774414969492
clean_stable,Clean CTDE + stable reward,826,0.015711544153673457
clean_stable,Clean CTDE + stable reward,851,0.016702165762544612
clean_stable,Clean CTDE + stable reward,876,0.016176142817203074
clean_stable,Clean CTDE + stable reward,901,0.01624559281721304
clean_stable,Clean CTDE + stable reward,926,0.011414999113767414
clean_stable,Clean CTDE + stable reward,951,0.01135459911347426
clean_stable,Clean CTDE + stable reward,976,0.011790121203157483
clean_stable,Clean CTDE + stable reward,1001,0.014637753847855506
clean_stable,Clean CTDE + stable reward,1026,0.014538528847770085
clean_stable,Clean CTDE + stable reward,1051,0.010978308276098706
clean_stable,Clean CTDE + stable reward,1076,0.008985507473553318
clean_stable,Clean CTDE + stable reward,1101,0.008859657473585705
clean_stable,Clean CTDE + stable reward,1126,0.008862757476308637
clean_stable,Clean CTDE + stable reward,1151,0.014006645772678916
clean_stable,Clean CTDE + stable reward,1176,0.011140975257076224
clean_stable,Clean CTDE + stable reward,1201,0.00791033077824979
clean_stable,Clean CTDE + stable reward,1226,0.007913655771990323
clean_stable,Clean CTDE + stable reward,1251,0.010402429717869397
clean_stable,Clean CTDE + stable reward,1276,0.015333076226888825
clean_stable,Clean CTDE + stable reward,1301,0.015191926221887135
clean_stable,Clean CTDE + stable reward,1326,0.015083026216016173
clean_stable,Clean CTDE + stable reward,1351,0.012082100281695627
clean_stable,Clean CTDE + stable reward,1376,0.010105957589185009
clean_stable,Clean CTDE + stable reward,1401,0.010278635714785225
clean_stable,Clean CTDE + stable reward,1426,0.010291535712749494
clean_stable,Clean CTDE + stable reward,1451,0.007719211755684256
clean_stable,Clean CTDE + stable reward,1476,0.004668790791547538
clean_stable,Clean CTDE + stable reward,1501,0.004771990791705348
clean_stable,Clean CTDE + stable reward,1526,0.0047968407921871676
clean_stable,Clean CTDE + stable reward,1551,0.0025691284276399824
clean_stable,Clean CTDE + stable reward,1576,0.007388924732658809
clean_stable,Clean CTDE + stable reward,1601,0.005636621695739482
clean_stable,Clean CTDE + stable reward,1626,0.005552621695096639
clean_stable,Clean CTDE + stable reward,1651,0.007764867478981651
clean_stable,Clean CTDE + stable reward,1676,0.010039574154870971
clean_stable,Clean CTDE + stable reward,1701,0.010000074157505916
clean_stable,Clean CTDE + stable reward,1726,0.010019074156080061
clean_stable,Clean CTDE + stable reward,1751,0.01000607415793642
clean_stable,Clean CTDE + stable reward,1776,0.005096877854884989
clean_stable,Clean CTDE + stable reward,1801,0.006990569673434982
clean_stable,Clean CTDE + stable reward,1826,0.006994469675773905
clean_stable,Clean CTDE + stable reward,1851,0.004742973895481589
clean_stable,Clean CTDE + stable reward,1876,0.0004997916705179155
clean_stable,Clean CTDE + stable reward,1901,0.0005250416704075534
clean_stable,Clean CTDE + stable reward,1926,0.000527191673390952
clean_stable,Clean CTDE + stable reward,1951,0.000572741670112043
clean_stable,Clean CTDE + stable reward,1976,0.0004977916662028634
clean_stable,Clean CTDE + stable reward,2001,-0.0013568501514236797
clean_stable,Clean CTDE + stable reward,2026,0.0008466442113422419
clean_stable,Clean CTDE + stable reward,2051,0.000767294208053534
clean_stable,Clean CTDE + stable reward,2076,0.000737844213144888
clean_stable,Clean CTDE + stable reward,2101,0.0006921942137705979
