collision_count_mean,discovered_edges_mean,discovery_rate_mean,discovery_rate_std,empty_scan_ratio_mean,idle_actions_mean,label,lambda2_mean,mean_delay_censored_mean,n_episodes,output,piggyback_sense_actions_mean,rx_actions_mean,tx_actions_mean
0.4,21.2,0.4711111111111111,0.025915341754867996,0.3371079947072168,266.4,trained_full,1.7070933912306876,153.8,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\trained_full,934.6,799.0,934.6
0.0,4.0,0.08888888888888889,0.03975231959999626,0.8081546851508111,165.4,trained_no_candidate_mask,-3.8449601520155104e-17,192.33333333333331,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\trained_no_candidate_mask,1018.0,816.6,1018.0
0.0,16.6,0.3688888888888889,0.06378977819736588,0.4347669037427113,226.0,trained_no_candidate_score,0.9657194972025757,167.94222222222223,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\trained_no_candidate_score,973.6,800.4,973.6
0.0,12.2,0.2711111111111111,0.03265986323710904,0.4247491763485066,622.6,trained_no_rule_residual,0.07346673318590781,180.32,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\trained_no_rule_residual,780.6,596.8,780.6
0.0,0.0,0.0,0.0,0.9221248662923035,571.8,trained_no_mask_score_rule,0.0,200.0,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\trained_no_mask_score_rule,825.0,603.2,825.0
0.4,18.4,0.40888888888888886,0.026666666666666665,0.3799438017886573,132.6,random_weights_full,1.1787752914798306,159.93777777777777,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\random_weights_full,998.2,869.2,998.2
0.8,19.0,0.4222222222222222,0.05443310539518174,0.39912458250910243,156.6,zero_weights_full,1.3100402264810245,159.09333333333333,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\zero_weights_full,846.8,996.6,846.8
0.0,13.0,0.28888888888888886,0.03975231959999626,0.5028832020163491,431.4,zero_weights_no_rule,0.30326616304117515,176.5688888888889,5,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\06_analysis\paper_tables\marl_advantage_audit_20260709\marl_ablations\zero_weights_no_rule,720.0,848.6,720.0
