distance_m,coverage_rate,coverage_ci95_low,coverage_ci95_high,snr_mean_db,snr_p10_db
1000.0,1.0,0.9998079639438954,0.9999999999999999,41.36556674611978,37.7785010203251
5000.0,1.0,0.9998079639438954,0.9999999999999999,26.722383589767396,23.139641695126716
10000.0,0.9999,0.9996354263863794,0.9999725759647273,20.40991642507213,16.81080858342445
15000.0,0.99925,0.9987628321888334,0.9995454198091459,16.713428135559838,13.067806751707353
17320.508075688773,0.99895,0.9983952643143006,0.9993131029053126,15.434398472456023,11.802090314370012
