episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,method,method_label,training_seed,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
19,,698.32421875,99,13258.4921875,59.06055916260098,5800,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
19,,698.3359375,199,13019.2890625,59.79916820242008,5900,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
19,,698.359375,299,12712.2421875,60.74726450142624,6000,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
20,,484.20703125,99,14656.421875,54.74404572148688,6100,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
20,,484.21875,199,15571.1953125,51.91941736295731,6200,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
20,,490.48046875,299,15548.73046875,51.98878408495089,6300,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
21,,700.796875,99,12782.96875,60.52887572235895,6400,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
21,,700.80859375,199,12588.3984375,61.12966800587501,6500,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
21,,700.85546875,299,12319.76953125,61.95913768154486,6600,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
22,,705.6796875,99,13019.2265625,59.79936118930096,6700,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
