beamwidth_deg,treatment,control,metric,n_pairs,treatment_mean,control_mean,delta_mean,delta_std,delta_ci95,positive_pairs,negative_pairs,zero_pairs
10.0,collision_aware_isac,improved_rl_isac,collision_count,10,4803.7,6586.0,-1782.3,353.8863753617348,219.34104789269756,0,10,0
10.0,collision_aware_isac,improved_rl_isac,collision_penalized_discovery_rate,10,0.3919391726921542,0.33241121019645564,0.05952796249569856,0.011118589381838963,0.006891373095695841,10,0,0
10.0,collision_aware_isac,improved_rl_isac,discovery_rate,10,0.7717979797979797,0.7734747474747474,-0.0016767676767677098,0.006147561752675054,0.0038102982502180183,6,4,0
10.0,collision_aware_isac,improved_rl_isac,empty_scan_ratio,10,0.47318096486039946,0.47365583555017954,-0.0004748706897799604,0.0032901258598105085,0.002039241135101726,4,6,0
10.0,collision_aware_isac,improved_rl_isac,lambda2,10,48.2809822066875,48.759374653471596,-0.47839244678409615,5.163394115090378,3.2003048287158555,4,6,0
10.0,collision_aware_isac,improved_rl_isac,mean_delay_censored,10,1350.2239393939392,1348.1245050505051,2.0994343434343135,17.02337845778344,10.55119928193748,5,5,0
10.0,collision_aware_isac,improved_rl_no_isac,collision_count,10,4803.7,0.0,4803.7,254.87428273562634,157.97271708747684,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,collision_penalized_discovery_rate,10,0.3919391726921542,0.0034343434343434,0.38850482925781077,0.010843628042519005,0.006720950291950511,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,discovery_rate,10,0.7717979797979797,0.0034343434343434,0.7683636363636365,0.0076892803689972014,0.00476586534859562,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,empty_scan_ratio,10,0.47318096486039946,0.902052000876191,-0.4288710360157914,0.005290190053708651,0.003278893765678014,0,10,0
10.0,collision_aware_isac,improved_rl_no_isac,lambda2,10,48.2809822066875,-4.125152079124469e-16,48.2809822066875,3.8740309390925955,2.4011492527247538,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,mean_delay_censored,10,1350.2239393939392,2994.863616161616,-1644.6396767676767,24.407400760201455,15.127863720685308,0,10,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,collision_count,10,4803.7,0.0,4803.7,254.87428273562634,157.97271708747684,10,0,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,collision_penalized_discovery_rate,10,0.3919391726921542,0.0035959595959595596,0.3883432130961947,0.01138654215014253,0.0070574519421204235,10,0,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,discovery_rate,10,0.7717979797979797,0.0035959595959595596,0.7682020202020203,0.007609844748853692,0.0047166306411433375,10,0,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,empty_scan_ratio,10,0.47318096486039946,0.901472,-0.4282910351396005,0.005299236054026121,0.0032845005347627047,0,10,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,lambda2,10,48.2809822066875,-3.8748252299716743e-16,48.2809822066875,3.8740309390925955,2.4011492527247538,10,0,0
10.0,collision_aware_isac,skyorbs_like_skip_scan,mean_delay_censored,10,1350.2239393939392,2994.5524040404043,-1644.3284646464647,24.416385421302113,15.133432471329536,0,10,0
10.0,collision_aware_isac,uniform_random,collision_count,10,4803.7,0.0,4803.7,254.87428273562634,157.97271708747684,10,0,0
10.0,collision_aware_isac,uniform_random,collision_penalized_discovery_rate,10,0.3919391726921542,0.00248484848484846,0.38945432420730575,0.011389934767936056,0.007059554708414182,10,0,0
10.0,collision_aware_isac,uniform_random,discovery_rate,10,0.7717979797979797,0.00248484848484846,0.7693131313131313,0.007606417568603373,0.004714506452816918,10,0,0
10.0,collision_aware_isac,uniform_random,empty_scan_ratio,10,0.47318096486039946,0.902027573668585,-0.4288466088081856,0.005383134388144355,0.0033365012609933614,0,10,0
10.0,collision_aware_isac,uniform_random,lambda2,10,48.2809822066875,-1.6766168468374962e-16,48.2809822066875,3.8740309390925955,2.4011492527247538,10,0,0
10.0,collision_aware_isac,uniform_random,mean_delay_censored,10,1350.2239393939392,2996.331656565657,-1646.1077171717175,23.743325159378067,14.716265399004554,0,10,0
10.0,improved_rl_isac,improved_rl_no_isac,collision_count,10,6586.0,0.0,6586.0,481.27862108254,298.29957982612785,10,0,0
10.0,improved_rl_isac,improved_rl_no_isac,collision_penalized_discovery_rate,10,0.33241121019645564,0.0034343434343434,0.32897686676211224,0.01391268650694825,0.008623172435834303,10,0,0
10.0,improved_rl_isac,improved_rl_no_isac,discovery_rate,10,0.7734747474747474,0.0034343434343434,0.770040404040404,0.00869080901420617,0.005386619234105172,10,0,0
10.0,improved_rl_isac,improved_rl_no_isac,empty_scan_ratio,10,0.47365583555017954,0.902052000876191,-0.42839616532601144,0.005327247389937564,0.0033018621406324137,0,10,0
10.0,improved_rl_isac,improved_rl_no_isac,lambda2,10,48.759374653471596,-4.125152079124469e-16,48.759374653471596,3.9566875688613425,2.452380362626127,10,0,0
10.0,improved_rl_isac,improved_rl_no_isac,mean_delay_censored,10,1348.1245050505051,2994.863616161616,-1646.7391111111112,18.31648724232182,11.35267641015407,0,10,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,collision_count,10,6586.0,0.0,6586.0,481.27862108254,298.29957982612785,10,0,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,collision_penalized_discovery_rate,10,0.33241121019645564,0.0035959595959595596,0.3288152506004961,0.014239465404960228,0.008825712095197858,10,0,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,discovery_rate,10,0.7734747474747474,0.0035959595959595596,0.769878787878788,0.008243287954570395,0.005109242807634319,10,0,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,empty_scan_ratio,10,0.47365583555017954,0.901472,-0.42781616444982057,0.0052218034697999825,0.0032365073218342897,0,10,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,lambda2,10,48.759374653471596,-3.8748252299716743e-16,48.759374653471596,3.9566875688613425,2.452380362626127,10,0,0
10.0,improved_rl_isac,skyorbs_like_skip_scan,mean_delay_censored,10,1348.1245050505051,2994.5524040404043,-1646.427898989899,17.409451106010884,10.790489588433053,0,10,0
10.0,improved_rl_isac,uniform_random,collision_count,10,6586.0,0.0,6586.0,481.27862108254,298.29957982612785,10,0,0
10.0,improved_rl_isac,uniform_random,collision_penalized_discovery_rate,10,0.33241121019645564,0.00248484848484846,0.3299263617116072,0.014133338969733504,0.008759934249164785,10,0,0
10.0,improved_rl_isac,uniform_random,discovery_rate,10,0.7734747474747474,0.00248484848484846,0.770989898989899,0.008360588697421789,0.005181946561287782,10,0,0
10.0,improved_rl_isac,uniform_random,empty_scan_ratio,10,0.47365583555017954,0.902027573668585,-0.4283717381184056,0.00536480548503401,0.0033251408891484795,0,10,0
10.0,improved_rl_isac,uniform_random,lambda2,10,48.759374653471596,-1.6766168468374962e-16,48.759374653471596,3.9566875688613425,2.452380362626127,10,0,0
10.0,improved_rl_isac,uniform_random,mean_delay_censored,10,1348.1245050505051,2996.331656565657,-1648.2071515151517,16.75340819923101,10.383869982101556,0,10,0
15.0,collision_aware_isac,improved_rl_isac,collision_count,10,35122.0,48469.5,-13347.5,923.2481609332708,572.2351386857213,0,10,0
15.0,collision_aware_isac,improved_rl_isac,collision_penalized_discovery_rate,10,0.10925784667576036,0.08176974742511156,0.027488099250648768,0.0018879743550099272,0.0011701786286604646,10,0,0
