access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,active_actions,algorithm,beam_candidate_count_mean_active,beam_score_gap_mean_active,beam_selected_score_mean_active,beam_top1_rate_active,beam_top3_rate_active,collision_count,discovered_edges,discovery_rate,empty_scan_ratio,env_protocol,episode,episode_cumulative_reward,idle_actions,lambda2,lcc_ratio,new_edges_count,reward_mean,reward_sum,rx_actions,scan_actions,seed,sense_actions,slot,training_step,true_edges,tx_actions
0,0.0,0,0.0,1410,1.0,7,isac_mappo,5.285714285714286,0.4714085374559675,0.5285914625440326,0.1428571428571428,0.5714285714285714,0,20,0.4444444444444444,0.3711824588880188,wang2025_isac_tables,4,68.52112572547048,133,1.205977705589158,1.0,0,-0.0042938282713294,-0.0429382845759391,491,1277,2026091605,0,140,941,45,786
0,0.0,0,0.0,1610,1.0,8,isac_mappo,5.125,0.4667479116469621,0.5332520883530378,0.25,0.875,0,21,0.4666666666666667,0.3407202216066482,wang2025_isac_tables,4,70.53237755829468,166,1.244563632924508,1.0,0,-0.0027227117680013,-0.0272271186113357,549,1444,2026091605,0,160,961,45,895
0,0.0,0,0.0,1810,1.0,9,isac_mappo,6.333333333333333,0.4393175277445051,0.5606824722554948,0.1111111111111111,0.7777777777777778,0,25,0.5555555555555556,0.3149752475247525,wang2025_isac_tables,4,81.44653597427532,194,1.6832875935255802,1.0,0,-0.0116743799299001,-0.1167438030242919,612,1616,2026091605,0,180,981,45,1004
0,0.0,0,0.0,10,1.0,9,isac_mappo,105.0,0.0,0.5,1.0,1.0,0,0,0.0,1.0,wang2025_isac_tables,5,-0.1524999886751175,1,0.0,0.1,0,-0.0152499992400407,-0.1524999886751175,5,9,2026091606,0,0,1001,45,4
0,0.0,0,0.0,210,1.0,10,isac_mappo,39.4,0.6400692522525787,0.3599307477474213,0.0,0.3,0,0,0.0,0.8229166666666666,wang2025_isac_tables,5,-3.0187497287988663,18,0.0,0.1,0,-0.0074749989435076,-0.0747499912977218,69,192,2026091606,0,20,1021,45,123
0,0.0,0,0.0,410,1.0,8,isac_mappo,12.0,0.3362455144524574,0.6637544855475426,0.0,0.25,0,1,0.0222222222222222,0.6737400530503979,wang2025_isac_tables,5,-0.0827309563755989,33,0.0,0.2,0,-0.0067714676260948,-0.0677146762609481,138,377,2026091606,0,40,1041,45,239
0,0.0,0,0.0,610,1.0,7,isac_mappo,11.428571428571429,0.1994571089744568,0.8005428910255432,0.1428571428571428,0.2857142857142857,0,7,0.1555555555555555,0.5475352112676056,wang2025_isac_tables,5,27.16498419456184,42,0.0,0.5,1,0.4486910700798034,4.486910820007324,207,568,2026091606,0,60,1061,45,361
0,0.0,0,0.0,810,1.0,10,isac_mappo,9.3,0.2843603160232305,0.7156396839767695,0.3,0.5,0,16,0.3555555555555555,0.4806408544726301,wang2025_isac_tables,5,61.24802483804524,61,0.7765773725305929,1.0,1,0.3685349524021148,3.685349464416504,269,749,2026091606,0,80,1081,45,480
0,0.0,0,0.0,1010,1.0,7,isac_mappo,6.714285714285714,0.3051992867674146,0.6948007132325854,0.1428571428571428,0.7142857142857143,0,19,0.4222222222222222,0.437636761487965,wang2025_isac_tables,5,70.90441871015355,96,0.9866180297172172,1.0,0,-0.0123780025169253,-0.1237800270318985,335,914,2026091606,0,100,1101,45,579
0,0.0,0,0.0,1210,1.0,9,isac_mappo,6.222222222222222,0.2428809271918403,0.7571190728081597,0.4444444444444444,0.7777777777777778,0,22,0.4888888888888889,0.3990740740740741,wang2025_isac_tables,5,80.13614729931578,130,1.2081288989888634,1.0,0,-0.0007791392272338,-0.0077913925051689,386,1080,2026091606,0,120,1121,45,694
