method,n_episodes,discovery_rate_mean,discovery_rate_std,mean_delay_censored_mean,mean_delay_censored_std,lambda2_mean,lambda2_std,lcc_ratio_mean,lcc_ratio_std,empty_scan_ratio_mean,empty_scan_ratio_std,tx_actions_mean,tx_actions_std,rx_actions_mean,rx_actions_std,idle_actions_mean,idle_actions_std,collision_count_mean,collision_count_std,sensing_observations_mean,sensing_observations_std
wang_random_mode_random_beam,5,0.2488888888888888,0.0382325567424116,181.70666666666665,2.034050875215009,6.602523526463058e-17,2.14699054171193e-16,0.8800000000000001,0.0399999999999999,0.641,0.0193364939945171,988.4,21.17167919651155,1011.6,21.17167919651155,0.0,0.0,0.0,0.0,8448.0,146.61377834296476
matched_marginal_random_mode,5,0.1688888888888889,0.0412160822022031,186.38666666666668,4.115963502699652,-8.348922102245987e-17,1.320840897315365e-16,0.72,0.16,0.656757933299877,0.0175346712094822,942.2,11.855800268223144,803.8,15.223665787188052,254.0,10.039920318408909,0.4,0.8,8017.2,136.88155463757707
retrained_ckpt40_full_policy,5,0.7022222222222222,0.0751623756679456,127.28444444444445,6.835541106761202,3.597115869390973,0.9483994724151096,1.0,0.0,0.3339438461674566,0.0315547540865922,1104.4,11.49956520917204,829.2,8.35224520712844,66.4,14.759403781996074,1.2,1.6,9440.4,155.38030763259545
retrained_ckpt40_mode_wang_random_beam,5,0.7022222222222222,0.0697083872949249,133.95999999999998,6.670686195661413,3.45710474655559,0.7181747441536518,1.0,0.0,0.347941944358176,0.0210873019099245,1115.2,22.22071105972984,824.4,20.48999755978512,60.4,10.268398122394748,1.6,1.9595917942265424,9512.4,314.9594259583288
split_light_ckpt20_full_policy,5,0.6888888888888888,0.08073734277593311,135.46222222222224,6.80430364902597,3.4042671806643297,1.298901047667462,1.0,0.0,0.3816392034975123,0.026797079540325796,829.4,21.86869909253863,1041.6,18.810635289643994,129.0,11.832159566199232,1.2,0.9797958971132713,7044.6,225.39086050680936
split_light_ckpt20_mode_wang_random_beam,5,0.5822222222222221,0.11452532201533443,150.05777777777777,7.013702285746548,2.506873414153188,1.2042357319380037,1.0,0.0,0.40402171960245353,0.026294966458453417,849.0,24.835458522040618,1041.4,20.450916849862747,109.6,15.666524822052912,0.0,0.0,7175.4,206.02291134725766
split_light_ckpt40_full_policy,5,0.6266666666666666,0.12122828175098539,146.16,9.270586967180098,3.185392169674885,1.1498377775717792,1.0,0.0,0.3805112906558551,0.016856414534455598,800.0,18.5903200617956,980.4,22.38392280186831,219.6,20.790382391865716,1.2,1.6,6805.8,139.20258618287232
split_light_ckpt40_mode_wang_random_beam,5,0.5022222222222222,0.04786813161897336,160.3777777777778,3.5182767948156535,1.6473549956861138,0.5111623147399543,1.0,0.0,0.3992713877514174,0.014200254018297345,818.2,21.921678767831626,998.4,20.771133815947554,183.4,13.979985693841035,0.0,0.0,6936.0,206.96956297968066
