angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,communication_range_m,communication_range_to_diagonal_ratio,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,elevation_cells,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,episode,false_alarm_rate,finite_time_discovery_rate,idle_actions,isac_error_sweep_enabled,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_discovery_delay,miss_detection_rate,mobility_model,moved_distance_mean_m,node_count,p90_delay_censored,p90_discovery_delay,p95_delay_censored,p95_discovery_delay,p99_delay_censored,p99_discovery_delay,piggyback_sense_actions,protocol,range_mode,range_sweep_enabled,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,slots,train_beamwidth_deg,train_node_count,true_edges_seen,tx_actions,power_profile,tx_power_w,rx_power_w,sense_power_w,idle_power_w,piggyback_sense_power_w,energy_j_reweighted,discoveries_per_joule_reweighted,energy_per_discovery_censored_j_reweighted
0.0,815.56096023333,density,36,20292722,648,10.0,4,0,1.0,0.0004040404040404,0.0,856.3390082449965,1.05,98,2,0.0392996797076103,0.007752028124358,3.9299679707610384e-05,0.0004040404040404,18,45855,0.901043406496237,257.997,128.99849999999998,0,0.0,0.0004040404040404,0,False,0.96,0.0,2,0.02,599.9606060606061,599.9606060606061,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25556,50891,25445.5,20292722,20303919,9109,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25335,default,1.0,0.6,1.2,0.05,0.2,257.99699999999996,0.007752028124358036,128.99849999999998
0.0,815.56096023333,density,36,20292722,648,10.0,4,0,1.0,0.0008080808080808,0.0,856.3390082449965,1.05,96,4,0.0680816298742191,0.0166355616321565,6.808162987421919e-05,0.0008080808080808,18,52923,0.9007710244583256,240.44875,60.112187500000005,0,0.0,0.0008080808080808,1247,False,0.92,0.0,2,0.02,599.7141414141414,599.7141414141414,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,26814,58753,14688.25,20292722,20312601,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31939,default,1.0,0.6,1.2,0.05,0.2,240.44875000000002,0.01663556163215654,60.112187500000005
0.0,815.56096023333,density,36,20292722,648,10.0,4,695,0.6737089201877934,0.254207263064659,0.4843205574912892,856.3390082449965,1.05,1,1435,24.820977617878025,4.904800723244482,0.024820977617878,0.2898989898989899,18,28648,0.495520116234822,292.57050000000004,0.203881881533101,0,0.0,0.2898989898989899,2186,False,0.0,5.798764354899433,100,1.0,505.4979797979798,505.4979797979798,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57814,ablation_isac_one_slot_delay,singlehop,False,27430,57814,40.28850174216028,20292722,20335550,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30384,default,1.0,0.6,1.2,0.05,0.2,292.57050000000004,4.904800723244482,0.20388188153310108
0.0,815.56096023333,density,36,20292722,648,10.0,4,1053,0.629616602180795,0.2981842412127269,0.588268156424581,856.3390082449965,1.05,1,1790,31.08016599239491,6.148461296037248,0.0310801659923949,0.3616161616161616,18,28737,0.4989668883371243,291.12975,0.1626423184357542,0,0.0,0.3616161616161616,2407,False,0.0,12.568693688541982,100,1.0,481.5410101010101,481.5410101010101,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57593,improved_rl_isac,singlehop,False,27515,57593,32.17486033519553,20292722,20306944,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30078,default,1.0,0.6,1.2,0.05,0.2,291.12975,6.148461296037248,0.1626423184357542
0.0,815.56096023333,density,36,20292722,648,10.0,4,906,0.670904467853251,0.3154030054644808,0.4905251759610178,856.3390082449965,1.05,1,1847,31.97161156309503,6.661340960033757,0.031971611563095,0.3731313131313131,18,28473,0.4928682707287519,277.2715,0.1501199242014076,0,0.0,0.3731313131313131,2230,False,0.0,15.495301315410778,100,1.0,478.04262626262624,478.04262626262624,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57770,collision_aware_isac,singlehop,False,34953,57770,31.277747698971304,20292722,20314642,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,22817,default,1.0,0.6,1.2,0.05,0.2,277.2715,6.661340960033757,0.15011992420140768
0.0,815.56096023333,density,24,20292722,288,15.0,5,0,1.0,0.0016161616161616,0.0,856.3390082449965,1.05,92,8,0.1571987188304415,0.0310081124974321,0.0001571987188304,0.0016161616161616,12,42481,0.8347448468294983,257.997,32.249624999999995,0,0.0,0.0016161616161616,0,False,0.88,-7.13271798904831e-16,6,0.06,599.5193939393939,599.5193939393939,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25556,50891,6361.375,20292722,20303919,9109,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25335,default,1.0,0.6,1.2,0.05,0.2,257.99699999999996,0.031008112497432145,32.249624999999995
0.0,815.56096023333,density,24,20292722,288,15.0,5,0,1.0,0.0048484848484848,0.0,856.3390082449965,1.05,76,24,0.4092211158095757,0.1000075005625421,0.0004092211158095,0.0048484848484848,12,48786,0.8318442231619152,239.982,9.99925,0,0.0,0.0048484848484848,1352,False,0.58,-6.901041050747433e-16,4,0.04,598.5266666666666,598.5266666666666,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,26798,58648,2443.6666666666665,20292722,20312601,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31850,default,1.0,0.6,1.2,0.05,0.2,239.982,0.10000750056254219,9.99925
0.0,815.56096023333,density,24,20292722,288,15.0,5,6186,0.2867519889311657,0.2233297413793103,2.4873341375150786,856.3390082449965,1.05,1,2487,43.09777146223963,8.519880577789731,0.0430977714622396,0.5024242424242424,12,19008,0.3293938238658025,291.9055,0.1173725371934057,0,0.0,0.5024242424242424,2294,False,0.0,18.73767701729424,100,1.0,426.710909090909,426.710909090909,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57706,ablation_isac_one_slot_delay,singlehop,False,27452,57706,23.203055890631283,20292722,20335550,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30254,default,1.0,0.6,1.2,0.05,0.2,291.90549999999996,8.519880577789731,0.1173725371934057
0.0,815.56096023333,density,24,20292722,288,15.0,5,8442,0.2424623115577889,0.2017622461170848,3.1243523316062176,856.3390082449965,1.05,1,2702,46.92031187594423,9.282376453269915,0.0469203118759442,0.5458585858585858,12,18646,0.3237883550106795,291.08925000000005,0.1077310325684678,0,0.0,0.5458585858585858,2413,False,0.0,27.467539698707185,100,1.0,405.3573737373737,405.3573737373737,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57587,improved_rl_isac,singlehop,False,27518,57587,21.31273131014064,20292722,20306944,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30069,default,1.0,0.6,1.2,0.05,0.2,291.08925000000005,9.282376453269915,0.10773103256846782
0.0,815.56096023333,density,24,20292722,288,15.0,5,6340,0.3074065982084334,0.2492471213463241,2.2530206112295663,856.3390082449965,1.05,1,2814,48.790637191157344,10.21418388616303,0.0487906371911573,0.5684848484848485,12,19004,0.3295015171218032,275.49925,0.0979030739161336,0,0.0,0.5684848484848485,2325,False,0.0,29.472950671819863,100,1.0,400.34,400.34,0.0,gauss_markov,3.865637109294586,100,600.0,600.0,600.0,600.0,600.0,600.0,57675,collision_aware_isac,singlehop,False,35566,57675,20.495735607675908,20292722,20314642,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,22109,default,1.0,0.6,1.2,0.05,0.2,275.49925,10.21418388616303,0.09790307391613362
