angular_cell_offset_std,area_diagonal_m_max,area_diagonal_m_mean,area_diagonal_m_min,area_diagonal_m_std,area_scale,azimuth_cells,base_seed_max,base_seed_mean,base_seed_min,base_seed_std,beam_count,beamwidth_deg,case_id_max,case_id_mean,case_id_min,case_id_std,collision_count_max,collision_count_mean,collision_count_min,collision_count_std,collision_normalized_efficiency_max,collision_normalized_efficiency_mean,collision_normalized_efficiency_min,collision_normalized_efficiency_std,collision_penalized_discovery_rate_max,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_min,collision_penalized_discovery_rate_std,collisions_per_discovery_censored_max,collisions_per_discovery_censored_mean,collisions_per_discovery_censored_min,collisions_per_discovery_censored_std,communication_range_m_max,communication_range_m_mean,communication_range_m_min,communication_range_m_std,communication_range_to_diagonal_ratio,connected_components_max,connected_components_mean,connected_components_min,connected_components_std,discovered_edges_max,discovered_edges_mean,discovered_edges_min,discovered_edges_std,discoveries_per_1000_scan_actions_max,discoveries_per_1000_scan_actions_mean,discoveries_per_1000_scan_actions_min,discoveries_per_1000_scan_actions_std,discovery_per_scan_action_max,discovery_per_scan_action_mean,discovery_per_scan_action_min,discovery_per_scan_action_std,discovery_rate_max,discovery_rate_mean,discovery_rate_min,discovery_rate_std,elevation_cells,empty_scan_count_max,empty_scan_count_mean,empty_scan_count_min,empty_scan_count_std,empty_scan_ratio_max,empty_scan_ratio_mean,empty_scan_ratio_min,empty_scan_ratio_std,false_alarm_rate,finite_time_discovery_rate_max,finite_time_discovery_rate_mean,finite_time_discovery_rate_min,finite_time_discovery_rate_std,idle_actions_max,idle_actions_mean,idle_actions_min,idle_actions_std,isac_error_sweep_enabled_max,isac_error_sweep_enabled_mean,isac_error_sweep_enabled_min,isac_error_sweep_enabled_std,isolated_node_ratio_max,isolated_node_ratio_mean,isolated_node_ratio_min,isolated_node_ratio_std,lambda2_max,lambda2_mean,lambda2_min,lambda2_std,largest_component_size_max,largest_component_size_mean,largest_component_size_min,largest_component_size_std,lcc_ratio_max,lcc_ratio_mean,lcc_ratio_min,lcc_ratio_std,mean_delay_censored_max,mean_delay_censored_mean,mean_delay_censored_min,mean_delay_censored_std,mean_discovery_delay_max,mean_discovery_delay_mean,mean_discovery_delay_min,mean_discovery_delay_std,miss_detection_rate,mobility_model,moved_distance_mean_m_max,moved_distance_mean_m_mean,moved_distance_mean_m_min,moved_distance_mean_m_std,n_episodes,node_count,p90_delay_censored_max,p90_delay_censored_mean,p90_delay_censored_min,p90_delay_censored_std,p90_discovery_delay_max,p90_discovery_delay_mean,p90_discovery_delay_min,p90_discovery_delay_std,p95_delay_censored_max,p95_delay_censored_mean,p95_delay_censored_min,p95_delay_censored_std,p95_discovery_delay_max,p95_discovery_delay_mean,p95_discovery_delay_min,p95_discovery_delay_std,p99_delay_censored_max,p99_delay_censored_mean,p99_delay_censored_min,p99_delay_censored_std,p99_discovery_delay_max,p99_discovery_delay_mean,p99_discovery_delay_min,p99_discovery_delay_std,piggyback_sense_actions_max,piggyback_sense_actions_mean,piggyback_sense_actions_min,piggyback_sense_actions_std,protocol,range_mode,range_sweep_enabled,rx_actions_max,rx_actions_mean,rx_actions_min,rx_actions_std,scan_actions_max,scan_actions_mean,scan_actions_min,scan_actions_per_discovery_censored_max,scan_actions_per_discovery_censored_mean,scan_actions_per_discovery_censored_min,scan_actions_per_discovery_censored_std,scan_actions_std,sense_actions_max,sense_actions_mean,sense_actions_min,sense_actions_std,sensing_range_m_max,sensing_range_m_mean,sensing_range_m_min,sensing_range_m_std,sensing_range_to_diagonal_ratio_max,sensing_range_to_diagonal_ratio_mean,sensing_range_to_diagonal_ratio_min,sensing_range_to_diagonal_ratio_std,sensing_to_comm_range_ratio,slots_max,slots_mean,slots_min,slots_std,train_beamwidth_deg_max,train_beamwidth_deg_mean,train_beamwidth_deg_min,train_beamwidth_deg_std,train_node_count_max,train_node_count_mean,train_node_count_min,train_node_count_std,true_edges_seen_max,true_edges_seen_mean,true_edges_seen_min,true_edges_seen_std,tx_actions_max,tx_actions_mean,tx_actions_min,tx_actions_std
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,16.0,8.0,0.0,6.531972647421808,719.0,697.0,677.0,17.204650534085253,0.6835387323943662,0.6797028516125995,0.6737089201877934,0.004293342826404986,0.27394602222614217,0.26200571863819316,0.254207263064659,0.008574024027633059,0.4843205574912892,0.47129007360756797,0.46297488731487446,0.00933041379393341,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1553.0,1479.6666666666667,1435.0,52.264285660052366,26.8754867180064,25.6069001021034,24.820977617878025,0.9055294615614522,0.0268754867180064,0.0256069001021034,0.024820977617878024,0.0009055294615614533,0.31373737373737376,0.2989225589225589,0.2898989898989899,0.010558441547485342,18,28993.0,28585.333333333332,28115.0,361.17062757403494,0.5020172112271224,0.4946940928579415,0.48654495111188023,0.006343471406771591,0.0,0.31373737373737376,0.2989225589225589,0.2898989898989899,0.010558441547485342,2247.0,2216.0,2186.0,24.91318258807306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.346713386703357,8.470867948046296,5.798764354899433,1.9401856243523354,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,506.0387878787879,501.74121212121213,493.6868686868687,5.699558723493722,506.0387878787879,501.74121212121213,493.6868686868687,5.699558723493722,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57814.0,57784.0,57753.0,24.91318258807306,ablation_isac_one_slot_delay,singlehop,False,27652.0,27514.666666666668,27430.0,97.98412569844612,57814.0,57784.0,57753.0,40.28850174216028,39.099778526268814,37.20862846104314,1.3519017385234287,24.91318258807306,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30384.0,30269.333333333332,30133.0,103.609308891088
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,17.0,9.0,1.0,6.531972647421808,7116.0,6527.0,6186.0,418.21286446019326,0.2867519889311657,0.2782020116282353,0.2676752083976536,0.007912512009137724,0.22332974137931033,0.2188482876671846,0.21556439582297365,0.003281337504021004,2.7358708189158016,2.5974512975336976,2.4873341375150786,0.1034194960488047,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2601.0,2510.6666666666665,2444.0,66.24365797736581,45.078770862579944,43.52024672132951,42.38419783916896,1.13989618036932,0.04507877086257994,0.04352024672132951,0.04238419783916896,0.0011398961803693191,0.5254545454545455,0.5072053872053872,0.49373737373737375,0.013382557167144626,12,19692.0,19062.333333333332,18487.0,493.437151238354,0.34150148275323866,0.3304331576896888,0.3204041664500251,0.008644240853406985,0.0,0.5254545454545455,0.5072053872053872,0.49373737373737375,0.013382557167144626,2337.0,2310.6666666666665,2294.0,18.83849486792639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.508679727655256,23.890511882314897,18.73767701729424,3.7415704619193337,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,428.1090909090909,422.1557575757576,411.6472727272727,7.4525127063427625,428.1090909090909,422.1557575757576,411.6472727272727,7.4525127063427625,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57706.0,57689.333333333336,57663.0,18.83849486792639,ablation_isac_one_slot_delay,singlehop,False,27634.0,27529.333333333332,27452.0,76.77383813658284,57706.0,57689.333333333336,57663.0,23.593698854337152,22.99338191614288,22.18339100346021,0.5945387232942909,18.83849486792639,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30254.0,30160.0,30065.0,77.1621668954417
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,20.0,12.0,4.0,6.531972647421808,660.0,641.6666666666666,631.0,13.02134998974974,0.3319838056680162,0.32488774787461416,0.317545748116254,0.005896877255779531,0.05846702317290552,0.05525568702080295,0.05282951289398281,0.0023675219239673415,2.1491525423728812,2.0790018530203143,2.0121951219512195,0.055962608319544645,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,2.0,1.3333333333333333,1.0,0.4714045207910317,328.0,309.0,295.0,13.92838827718412,5.6317714324960075,5.300280107551604,5.057431853248757,0.24270652175285015,0.005631771432496008,0.005300280107551604,0.0050574318532487575,0.0002427065217528501,0.06626262626262626,0.06242424242424242,0.0595959595959596,0.002813815813572547,18,17233.0,17054.666666666668,16959.0,126.21234311887072,0.2954397394136808,0.2925288567864955,0.2909602098369649,0.0020603792155725257,0.0,0.06626262626262626,0.06242424242424242,0.0595959595959596,0.002813815813572547,1759.0,1699.3333333333333,1669.0,42.19267972317262,0.0,0.0,0.0,0.0,0.01,0.0033333333333333335,0.0,0.004714045207910317,0.8064392621779828,0.4796580108104907,3.866614348174051e-16,0.346520368404597,100.0,99.66666666666667,99.0,0.4714045207910317,1.0,0.9966666666666667,0.99,0.004714045207910321,581.2159595959596,580.137037037037,578.9816161616162,0.9137693509008495,581.2159595959596,580.137037037037,578.9816161616162,0.9137693509008495,0.0,random_direction,2.643184426193971,2.6007849971009525,2.5416522374719204,0.04310606763007696,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,58331.0,58300.666666666664,58241.0,42.19267972317262,ablation_isac_one_slot_delay,singlehop,False,27293.0,27162.333333333332,27061.0,96.9581811343885,58331.0,58300.666666666664,58241.0,197.72881355932202,189.0570424744167,177.5640243902439,8.470507915959525,42.19267972317262,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,31270.0,31138.333333333332,31037.0,97.51011343559303
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,21.0,13.0,5.0,6.531972647421808,4273.0,3770.0,3432.0,362.61917581212754,0.1645422943221321,0.15635735167146023,0.14591245252848292,0.007771670941071144,0.08299240210403273,0.07977718943248584,0.07718921498449058,0.0024102995703049255,5.853424657534247,5.41179055730784,5.077464788732394,0.32574503120184023,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,2.0,1.3333333333333333,1.0,0.4714045207910317,730.0,695.6666666666666,647.0,35.3679076125361,12.607509239749922,12.007707829349776,11.15690365746409,0.6182318489287171,0.012607509239749922,0.012007707829349776,0.01115690365746409,0.0006182318489287176,0.14747474747474748,0.14053872053872055,0.13070707070707072,0.007145031840916382,12,12317.0,12300.666666666666,12268.0,23.098821518760552,0.21272149493972575,0.21231107604407137,0.21181670637798267,0.00037411797092866167,0.0,0.14747474747474748,0.14053872053872055,0.13070707070707072,0.007145031840916382,2098.0,2063.0,2009.0,38.738439135652676,0.0,0.0,0.0,0.0,0.01,0.0033333333333333335,0.0,0.004714045207910317,3.4552548889527728,1.7825239367022838,-3.423735564742432e-15,1.4127366967424466,100.0,99.66666666666667,99.0,0.4714045207910317,1.0,0.9966666666666667,0.99,0.004714045207910321,561.7747474747475,557.2690235690236,553.9913131313132,3.2940831150063836,561.7747474747475,557.2690235690236,553.9913131313132,3.2940831150063836,0.0,random_direction,2.643184426193971,2.6007849971009525,2.5416522374719204,0.04310606763007696,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57991.0,57937.0,57902.0,38.738439135652676,ablation_isac_one_slot_delay,singlehop,False,27482.0,27398.0,27269.0,92.59589623736032,57991.0,57937.0,57902.0,89.6306027820711,83.50768629619104,79.31780821917808,4.426504342535278,38.738439135652676,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30722.0,30539.0,30436.0,129.7407671731082
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,18.0,10.0,2.0,6.531972647421808,34.0,27.0,22.0,5.0990195135927845,0.9539748953974896,0.9466844267787381,0.9330708661417323,0.009634338907777517,0.10190954773869347,0.09624249258181572,0.0917135961383749,0.004239568468742935,0.07172995780590717,0.05642841217842499,0.04824561403508772,0.010828543296731136,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,507.0,479.0,456.0,21.118712081942874,8.723481133536364,8.235283810514156,7.833840127815286,0.3683385447719854,0.008723481133536364,0.008235283810514157,0.007833840127815286,0.0003683385447719855,0.10242424242424242,0.09676767676767677,0.09212121212121212,0.004266406481200579,18,44709.0,44306.333333333336,44011.0,294.89131707951134,0.7680771014791528,0.7617194721383189,0.7572566630533905,0.004616147728938066,0.0,0.10242424242424242,0.09676767676767677,0.09212121212121212,0.004266406481200579,1881.0,1834.0,1791.0,36.851051545376556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3334476344932065,2.0983437829064626,1.7606013531510352,0.24486625438969084,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,573.0149494949495,572.3349494949495,571.1159595959596,0.8638762421112282,573.0149494949495,572.3349494949495,571.1159595959596,0.8638762421112282,0.0,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,58209.0,58166.0,58119.0,36.851051545376556,ablation_isac_one_slot_delay,singlehop,False,27363.0,27263.333333333332,27148.0,88.46970605178299,58209.0,58166.0,58119.0,127.65131578947368,121.66865695716335,114.63313609467455,5.366540753127268,36.851051545376556,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,31061.0,30902.666666666668,30807.0,112.7662281989702
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,19.0,11.0,3.0,6.531972647421808,447.0,391.3333333333333,326.0,49.86871653540814,0.81068524970964,0.7896608604772223,0.7718223583460949,0.01602484505905964,0.2801556420233463,0.2735910683170506,0.26459438968915844,0.00658151422872209,0.29563492063492064,0.26688518405713096,0.2335243553008596,0.025565304742143635,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1512.0,1461.6666666666667,1396.0,48.58211833815218,26.157811878276217,25.281496001099438,24.133042907029008,0.8487113154052381,0.026157811878276215,0.025281496001099437,0.024133042907029008,0.0008487113154052377,0.3054545454545455,0.2952861952861953,0.282020202020202,0.009814569361242878,12,37242.0,36983.666666666664,36765.0,196.7440525714112,0.6438128824810704,0.6396740281917538,0.6360396519211806,0.0031933944205549793,0.0,0.3054545454545455,0.2952861952861953,0.282020202020202,0.009814569361242878,2200.0,2183.6666666666665,2154.0,21.01322334996598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71590420727342,13.100639692238902,9.662648347558912,2.538783987523144,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,514.2018181818182,510.18949494949493,507.75252525252523,2.858863281442513,514.2018181818182,510.18949494949493,507.75252525252523,2.858863281442513,0.0,random_walk,0.59153162805243,0.5674815241249265,0.5527727326957976,0.017146585310411192,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57846.0,57816.333333333336,57800.0,21.01322334996598,ablation_isac_one_slot_delay,singlehop,False,27549.0,27466.666666666668,27364.0,76.88230543427329,57846.0,57816.333333333336,57800.0,41.43696275071633,39.59994619169502,38.229497354497354,1.3503635674072691,21.01322334996598,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30482.0,30349.666666666668,30254.0,96.62412857160587
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,22.0,14.0,6.0,6.531972647421808,3142.0,2120.3333333333335,1456.0,733.2186273926459,0.03830911492734478,0.033775725030892344,0.024829298572315334,0.006326269623051489,0.010427528675703858,0.009789282667914536,0.009054011863877614,0.0005649173782701905,39.275,29.854720853858783,25.103448275862068,6.6612279307202575,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,44.0,34.333333333333336,24.0,8.178562764256865,80.0,69.33333333333333,58.0,8.993825042154695,1.3587648827216061,1.176199900756075,0.9828509455703925,0.15365555114159582,0.001358764882721606,0.001176199900756075,0.0009828509455703926,0.00015365555114159576,0.01616161616161616,0.014006734006734007,0.011717171717171718,0.001816934351950443,18,8327.0,8259.333333333334,8143.0,82.62498949403194,0.14143043973028518,0.14009850106622357,0.13808013836840588,0.0014513242847921269,0.0,0.01616161616161616,0.014006734006734007,0.011717171717171718,0.001816934351950443,1123.0,1046.0,988.0,56.72741841473134,0.0,0.0,0.0,0.0,0.31,0.23666666666666666,0.17,0.057348835113617505,-9.116626655382718e-16,-1.1280252177718196e-15,-1.2939505601734718e-15,1.600915211118804e-16,55.0,37.0,22.0,13.638181696985855,0.55,0.37000000000000005,0.22,0.13638181696985857,594.5345454545454,593.7813468013468,592.7638383838383,0.7466572713077725,594.5345454545454,593.7813468013468,592.7638383838383,0.7466572713077725,0.0,random_waypoint,9.010376505040876,8.992033681214355,8.978939184953928,0.01336001447711441,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,59012.0,58954.0,58877.0,56.72741841473134,ablation_isac_one_slot_delay,singlehop,False,26854.0,26716.666666666668,26582.0,111.05954358911359,59012.0,58954.0,58877.0,1017.448275862069,865.2940681444992,735.9625,116.04371349044706,56.72741841473134,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,32430.0,32237.333333333332,32023.0,166.86188566862384
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,23.0,15.0,7.0,6.531972647421808,8693.0,7317.333333333333,4990.0,1654.751609423266,0.03593508500772798,0.026908152735397362,0.02105855855855856,0.006475562669400858,0.018712273641851105,0.015874774195286268,0.013706662757458037,0.002097632842224596,46.48663101604278,38.15129716262572,26.827956989247312,8.29907635218311,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,3.0,2.3333333333333335,2.0,0.4714045207910317,201.0,191.33333333333334,186.0,6.847546194724712,3.4436087649265876,3.275396280150454,3.17992204062094,0.11930580143739494,0.0034436087649265877,0.0032753962801504543,0.0031799220406209397,0.00011930580143739506,0.040606060606060604,0.038653198653198655,0.037575757575757575,0.0013833426656009512,12,6453.0,6333.333333333333,6232.0,91.14944992824819,0.11055526049786701,0.10841789277252122,0.10654448471585858,0.001647996080781109,0.0,0.040606060606060604,0.038653198653198655,0.037575757575757575,0.0013833426656009512,1631.0,1583.3333333333333,1508.0,53.890836161839445,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.01,0.004714045207910317,3.1920634052385955e-15,1.1890380418791123e-15,-1.300256482822225e-16,1.4398892544645506e-15,99.0,98.66666666666667,98.0,0.4714045207910317,0.99,0.9866666666666667,0.98,0.004714045207910321,586.3862626262626,585.4105723905724,584.5220202020203,0.7635638953968852,586.3862626262626,585.4105723905724,584.5220202020203,0.7635638953968852,0.0,random_waypoint,9.010376505040876,8.992033681214355,8.978939184953928,0.01336001447711441,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,58492.0,58416.666666666664,58369.0,53.89083616183945,ablation_isac_one_slot_delay,singlehop,False,27165.0,27097.333333333332,26996.0,72.98553890250375,58492.0,58416.666666666664,58369.0,314.4731182795699,305.7022649388902,290.39303482587064,10.863559358303787,53.89083616183945,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,31496.0,31319.333333333332,31224.0,125.05287770468227
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,36,20292722.0,20291713.0,20290704.0,823.8450501560756,648,10.0,16.0,8.0,0.0,6.531972647421808,1073.0,1050.0,1024.0,20.11632835948615,0.637906647807638,0.6327623955570528,0.629616602180795,0.0036675689066981067,0.30433338867673915,0.3014976186229032,0.29818424121272696,0.0025329936470067163,0.588268156424581,0.5804249369095296,0.5676274944567627,0.009125695418427884,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1833.0,1809.0,1790.0,17.90716802475106,31.741359008104173,31.356272858699032,31.08016599239491,0.2807150561388855,0.031741359008104174,0.03135627285869903,0.03108016599239491,0.0002807150561388862,0.3703030303030303,0.3654545454545455,0.3616161616161616,0.0036176097019699088,18,29240.0,28763.666666666668,28314.0,378.50788924700396,0.5064694368905133,0.49857967323108227,0.4903026944656092,0.006605721853668915,0.0,0.3703030303030303,0.3654545454545455,0.3616161616161616,0.0036176097019699088,2407.0,2308.6666666666665,2252.0,69.80130530457309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.406698065090632,12.922207974007792,10.791232168390762,1.9007648676995244,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,481.5410101010101,477.98626262626266,472.68585858585857,3.820027462640161,481.5410101010101,477.98626262626266,472.68585858585857,3.820027462640161,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57748.0,57691.333333333336,57593.0,69.80130530457309,improved_rl_isac,singlehop,False,27515.0,27484.0,27448.0,27.58018612458347,57748.0,57691.333333333336,57593.0,32.17486033519553,31.894089720195225,31.504637206764865,0.28420482843144124,69.80130530457309,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30285.0,30207.333333333332,30078.0,92.06640115819789
0.0,815.56096023333,815.5609602333301,815.56096023333,1.1368683772161603e-13,density,24,20292722.0,20291713.0,20290704.0,823.8450501560756,288,15.0,17.0,9.0,1.0,6.531972647421808,8609.0,8285.0,7804.0,346.8842266040165,0.2571863696935085,0.24557000234076687,0.2370613257710032,0.008504808628952072,0.21185510428100987,0.2036344286463546,0.1972859355409691,0.00609338275022572,3.2183177570093457,3.076967009553325,2.8882309400444117,0.138860489324244,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2702.0,2693.0,2675.0,12.727922061357855,46.92031187594423,46.704740171098926,46.348436281729185,0.25379070725759806,0.046920311875944226,0.04670474017109893,0.04634843628172919,0.00025379070725759553,0.5458585858585858,0.544040404040404,0.5404040404040404,0.002571297386132864,12,19496.0,18986.0,18646.0,367.2419729097787,0.33800863399157405,0.32927091871128283,0.3237883550106795,0.006245056307655222,0.0,0.5458585858585858,0.544040404040404,0.5404040404040404,0.002571297386132864,2413.0,2339.6666666666665,2285.0,53.89702115042063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31266789567571,26.84126556281136,21.743589094051178,3.9315799833225697,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,407.5212121212121,406.7448484848485,405.35737373737373,0.9834096231769839,407.5212121212121,406.7448484848485,405.35737373737373,0.9834096231769839,0.0,gauss_markov,3.9580639242601303,3.8741747144229457,3.7988231097141214,0.06528949522608239,3,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,57715.0,57660.333333333336,57587.0,53.897021150420635,improved_rl_isac,singlehop,False,27531.0,27518.666666666668,27507.0,9.809292646374773,57715.0,57660.333333333336,57587.0,21.57570093457944,21.41173746918747,21.312731310140638,0.1167699863837247,53.897021150420635,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0,30208.0,30141.666666666668,30069.0,56.92294987280809
