beam,discovered_edges_after,empty_scan_ratio,method,mode,new_edges_this_slot,node,sensing_detection_rate,slot
37,4,0.5148936170212766,ours_marl,rx,0,6,0.8654545454545455,75
78,4,0.5148936170212766,ours_marl,tx,0,7,0.8654545454545455,75
92,4,0.5148936170212766,ours_marl,tx,0,8,0.8654545454545455,75
58,4,0.5148936170212766,ours_marl,tx,0,9,0.8654545454545455,75
39,5,0.511204481792717,ours_marl,tx,1,0,0.8673835125448028,76
34,5,0.511204481792717,ours_marl,rx,1,1,0.8673835125448028,76
39,5,0.511204481792717,ours_marl,rx,1,2,0.8673835125448028,76
87,5,0.511204481792717,ours_marl,rx,1,3,0.8673835125448028,76
41,5,0.511204481792717,ours_marl,tx,1,4,0.8673835125448028,76
65,5,0.511204481792717,ours_marl,rx,1,5,0.8673835125448028,76
63,5,0.511204481792717,ours_marl,tx,1,6,0.8673835125448028,76
78,5,0.511204481792717,ours_marl,tx,1,7,0.8673835125448028,76
40,5,0.511204481792717,ours_marl,tx,1,8,0.8673835125448028,76
0,5,0.511204481792717,ours_marl,idle,1,9,0.8673835125448028,76
48,5,0.5096685082872928,ours_marl,tx,0,0,0.8624338624338624,77
26,5,0.5096685082872928,ours_marl,tx,0,1,0.8624338624338624,77
98,5,0.5096685082872928,ours_marl,rx,0,2,0.8624338624338624,77
101,5,0.5096685082872928,ours_marl,tx,0,3,0.8624338624338624,77
40,5,0.5096685082872928,ours_marl,rx,0,4,0.8624338624338624,77
66,5,0.5096685082872928,ours_marl,rx,0,5,0.8624338624338624,77
29,5,0.5096685082872928,ours_marl,rx,0,6,0.8624338624338624,77
102,5,0.5096685082872928,ours_marl,tx,0,7,0.8624338624338624,77
82,5,0.5096685082872928,ours_marl,rx,0,8,0.8624338624338624,77
0,5,0.5096685082872928,ours_marl,tx,0,9,0.8624338624338624,77
39,5,0.5068306010928961,ours_marl,rx,0,0,0.8633975481611208,78
0,5,0.5068306010928961,ours_marl,idle,0,1,0.8633975481611208,78
39,5,0.5068306010928961,ours_marl,rx,0,2,0.8633975481611208,78
55,5,0.5068306010928961,ours_marl,tx,0,3,0.8633975481611208,78
68,5,0.5068306010928961,ours_marl,tx,0,4,0.8633975481611208,78
83,5,0.5068306010928961,ours_marl,rx,0,5,0.8633975481611208,78
25,5,0.5068306010928961,ours_marl,rx,0,6,0.8633975481611208,78
78,5,0.5068306010928961,ours_marl,rx,0,7,0.8633975481611208,78
67,5,0.5068306010928961,ours_marl,rx,0,8,0.8633975481611208,78
0,5,0.5068306010928961,ours_marl,idle,0,9,0.8633975481611208,78
36,5,0.5054054054054054,ours_marl,tx,0,0,0.8637931034482759,79
11,5,0.5054054054054054,ours_marl,tx,0,1,0.8637931034482759,79
41,5,0.5054054054054054,ours_marl,rx,0,2,0.8637931034482759,79
63,5,0.5054054054054054,ours_marl,tx,0,3,0.8637931034482759,79
40,5,0.5054054054054054,ours_marl,rx,0,4,0.8637931034482759,79
53,5,0.5054054054054054,ours_marl,tx,0,5,0.8637931034482759,79
24,5,0.5054054054054054,ours_marl,rx,0,6,0.8637931034482759,79
40,5,0.5054054054054054,ours_marl,tx,0,7,0.8637931034482759,79
0,5,0.5054054054054054,ours_marl,idle,0,8,0.8637931034482759,79
0,5,0.5054054054054054,ours_marl,idle,0,9,0.8637931034482759,79
0,6,0.5013368983957219,ours_marl,idle,1,0,0.8648648648648649,80
11,6,0.5013368983957219,ours_marl,rx,1,1,0.8648648648648649,80
69,6,0.5013368983957219,ours_marl,tx,1,2,0.8648648648648649,80
56,6,0.5013368983957219,ours_marl,rx,1,3,0.8648648648648649,80
68,6,0.5013368983957219,ours_marl,tx,1,4,0.8648648648648649,80
90,6,0.5013368983957219,ours_marl,rx,1,5,0.8648648648648649,80
63,6,0.5013368983957219,ours_marl,tx,1,6,0.8648648648648649,80
44,6,0.5013368983957219,ours_marl,tx,1,7,0.8648648648648649,80
0,6,0.5013368983957219,ours_marl,idle,1,8,0.8648648648648649,80
43,6,0.5013368983957219,ours_marl,tx,1,9,0.8648648648648649,80
39,6,0.4966974900924703,ours_marl,tx,0,0,0.8658940397350994,81
26,6,0.4966974900924703,ours_marl,tx,0,1,0.8658940397350994,81
5,6,0.4966974900924703,ours_marl,rx,0,2,0.8658940397350994,81
56,6,0.4966974900924703,ours_marl,tx,0,3,0.8658940397350994,81
11,6,0.4966974900924703,ours_marl,rx,0,4,0.8658940397350994,81
13,6,0.4966974900924703,ours_marl,tx,0,5,0.8658940397350994,81
24,6,0.4966974900924703,ours_marl,tx,0,6,0.8658940397350994,81
44,6,0.4966974900924703,ours_marl,tx,0,7,0.8658940397350994,81
0,6,0.4966974900924703,ours_marl,idle,0,8,0.8658940397350994,81
85,6,0.4966974900924703,ours_marl,tx,0,9,0.8658940397350994,81
36,6,0.4934725848563969,ours_marl,tx,0,0,0.867862969004894,82
36,6,0.4934725848563969,ours_marl,rx,0,1,0.867862969004894,82
23,6,0.4934725848563969,ours_marl,tx,0,2,0.867862969004894,82
55,6,0.4934725848563969,ours_marl,rx,0,3,0.867862969004894,82
40,6,0.4934725848563969,ours_marl,tx,0,4,0.867862969004894,82
5,6,0.4934725848563969,ours_marl,tx,0,5,0.867862969004894,82
29,6,0.4934725848563969,ours_marl,rx,0,6,0.867862969004894,82
0,6,0.4934725848563969,ours_marl,idle,0,7,0.867862969004894,82
56,6,0.4934725848563969,ours_marl,tx,0,8,0.867862969004894,82
43,6,0.4934725848563969,ours_marl,rx,0,9,0.867862969004894,82
0,7,0.4890322580645161,ours_marl,idle,1,0,0.8690095846645367,83
25,7,0.4890322580645161,ours_marl,tx,1,1,0.8690095846645367,83
85,7,0.4890322580645161,ours_marl,tx,1,2,0.8690095846645367,83
56,7,0.4890322580645161,ours_marl,tx,1,3,0.8690095846645367,83
38,7,0.4890322580645161,ours_marl,rx,1,4,0.8690095846645367,83
5,7,0.4890322580645161,ours_marl,tx,1,5,0.8690095846645367,83
49,7,0.4890322580645161,ours_marl,rx,1,6,0.8690095846645367,83
42,7,0.4890322580645161,ours_marl,tx,1,7,0.8690095846645367,83
56,7,0.4890322580645161,ours_marl,rx,1,8,0.8690095846645367,83
27,7,0.4890322580645161,ours_marl,rx,1,9,0.8690095846645367,83
52,7,0.4846547314578005,ours_marl,tx,0,0,0.8652931854199684,84
0,7,0.4846547314578005,ours_marl,idle,0,1,0.8652931854199684,84
39,7,0.4846547314578005,ours_marl,rx,0,2,0.8652931854199684,84
56,7,0.4846547314578005,ours_marl,rx,0,3,0.8652931854199684,84
38,7,0.4846547314578005,ours_marl,tx,0,4,0.8652931854199684,84
0,7,0.4846547314578005,ours_marl,idle,0,5,0.8652931854199684,84
0,7,0.4846547314578005,ours_marl,idle,0,6,0.8652931854199684,84
26,7,0.4846547314578005,ours_marl,rx,0,7,0.8652931854199684,84
67,7,0.4846547314578005,ours_marl,rx,0,8,0.8652931854199684,84
15,7,0.4846547314578005,ours_marl,rx,0,9,0.8652931854199684,84
39,7,0.4810126582278481,ours_marl,rx,0,0,0.8649068322981367,85
11,7,0.4810126582278481,ours_marl,tx,0,1,0.8649068322981367,85
39,7,0.4810126582278481,ours_marl,rx,0,2,0.8649068322981367,85
56,7,0.4810126582278481,ours_marl,tx,0,3,0.8649068322981367,85
0,7,0.4810126582278481,ours_marl,idle,0,4,0.8649068322981367,85
65,7,0.4810126582278481,ours_marl,tx,0,5,0.8649068322981367,85
0,7,0.4810126582278481,ours_marl,idle,0,6,0.8649068322981367,85
55,7,0.4810126582278481,ours_marl,rx,0,7,0.8649068322981367,85
41,7,0.4810126582278481,ours_marl,tx,0,8,0.8649068322981367,85
43,7,0.4810126582278481,ours_marl,rx,0,9,0.8649068322981367,85
49,7,0.4780976220275344,ours_marl,rx,0,0,0.8648233486943164,86
54,7,0.4780976220275344,ours_marl,tx,0,1,0.8648233486943164,86
0,7,0.4780976220275344,ours_marl,idle,0,2,0.8648233486943164,86
87,7,0.4780976220275344,ours_marl,tx,0,3,0.8648233486943164,86
28,7,0.4780976220275344,ours_marl,rx,0,4,0.8648233486943164,86
65,7,0.4780976220275344,ours_marl,rx,0,5,0.8648233486943164,86
23,7,0.4780976220275344,ours_marl,rx,0,6,0.8648233486943164,86
54,7,0.4780976220275344,ours_marl,tx,0,7,0.8648233486943164,86
40,7,0.4780976220275344,ours_marl,rx,0,8,0.8648233486943164,86
85,7,0.4780976220275344,ours_marl,rx,0,9,0.8648233486943164,86
63,7,0.4758961681087763,ours_marl,rx,0,0,0.863914373088685,87
24,7,0.4758961681087763,ours_marl,rx,0,1,0.863914373088685,87
69,7,0.4758961681087763,ours_marl,rx,0,2,0.863914373088685,87
78,7,0.4758961681087763,ours_marl,tx,0,3,0.863914373088685,87
19,7,0.4758961681087763,ours_marl,rx,0,4,0.863914373088685,87
66,7,0.4758961681087763,ours_marl,rx,0,5,0.863914373088685,87
24,7,0.4758961681087763,ours_marl,rx,0,6,0.863914373088685,87
26,7,0.4758961681087763,ours_marl,rx,0,7,0.863914373088685,87
59,7,0.4758961681087763,ours_marl,tx,0,8,0.863914373088685,87
27,7,0.4758961681087763,ours_marl,tx,0,9,0.863914373088685,87
48,7,0.4743276283618582,ours_marl,rx,0,0,0.8661654135338346,88
26,7,0.4743276283618582,ours_marl,tx,0,1,0.8661654135338346,88
39,7,0.4743276283618582,ours_marl,rx,0,2,0.8661654135338346,88
102,7,0.4743276283618582,ours_marl,rx,0,3,0.8661654135338346,88
63,7,0.4743276283618582,ours_marl,rx,0,4,0.8661654135338346,88
80,7,0.4743276283618582,ours_marl,tx,0,5,0.8661654135338346,88
23,7,0.4743276283618582,ours_marl,tx,0,6,0.8661654135338346,88
0,7,0.4743276283618582,ours_marl,idle,0,7,0.8661654135338346,88
66,7,0.4743276283618582,ours_marl,tx,0,8,0.8661654135338346,88
45,7,0.4743276283618582,ours_marl,tx,0,9,0.8661654135338346,88
49,7,0.47101449275362317,ours_marl,tx,0,0,0.8682284040995608,89
36,7,0.47101449275362317,ours_marl,rx,0,1,0.8682284040995608,89
39,7,0.47101449275362317,ours_marl,tx,0,2,0.8682284040995608,89
55,7,0.47101449275362317,ours_marl,tx,0,3,0.8682284040995608,89
41,7,0.47101449275362317,ours_marl,tx,0,4,0.8682284040995608,89
80,7,0.47101449275362317,ours_marl,tx,0,5,0.8682284040995608,89
49,7,0.47101449275362317,ours_marl,tx,0,6,0.8682284040995608,89
42,7,0.47101449275362317,ours_marl,tx,0,7,0.8682284040995608,89
70,7,0.47101449275362317,ours_marl,tx,0,8,0.8682284040995608,89
85,7,0.47101449275362317,ours_marl,tx,0,9,0.8682284040995608,89
52,7,0.46833930704898447,ours_marl,tx,0,0,0.8708751793400287,90
39,7,0.46833930704898447,ours_marl,tx,0,1,0.8708751793400287,90
27,7,0.46833930704898447,ours_marl,tx,0,2,0.8708751793400287,90
9,7,0.46833930704898447,ours_marl,rx,0,3,0.8708751793400287,90
53,7,0.46833930704898447,ours_marl,rx,0,4,0.8708751793400287,90
0,7,0.46833930704898447,ours_marl,idle,0,5,0.8708751793400287,90
63,7,0.46833930704898447,ours_marl,tx,0,6,0.8708751793400287,90
26,7,0.46833930704898447,ours_marl,rx,0,7,0.8708751793400287,90
82,7,0.46833930704898447,ours_marl,tx,0,8,0.8708751793400287,90
73,7,0.46833930704898447,ours_marl,tx,0,9,0.8708751793400287,90
15,7,0.463905325443787,ours_marl,rx,0,0,0.8669467787114846,91
11,7,0.463905325443787,ours_marl,tx,0,1,0.8669467787114846,91
85,7,0.463905325443787,ours_marl,rx,0,2,0.8669467787114846,91
55,7,0.463905325443787,ours_marl,tx,0,3,0.8669467787114846,91
41,7,0.463905325443787,ours_marl,rx,0,4,0.8669467787114846,91
50,7,0.463905325443787,ours_marl,tx,0,5,0.8669467787114846,91
0,7,0.463905325443787,ours_marl,idle,0,6,0.8669467787114846,91
40,7,0.463905325443787,ours_marl,tx,0,7,0.8669467787114846,91
0,7,0.463905325443787,ours_marl,idle,0,8,0.8669467787114846,91
58,7,0.463905325443787,ours_marl,tx,0,9,0.8669467787114846,91
52,7,0.45964912280701753,ours_marl,tx,0,0,0.8622589531680441,92
39,7,0.45964912280701753,ours_marl,rx,0,1,0.8622589531680441,92
23,7,0.45964912280701753,ours_marl,rx,0,2,0.8622589531680441,92
56,7,0.45964912280701753,ours_marl,tx,0,3,0.8622589531680441,92
53,7,0.45964912280701753,ours_marl,tx,0,4,0.8622589531680441,92
80,7,0.45964912280701753,ours_marl,rx,0,5,0.8622589531680441,92
37,7,0.45964912280701753,ours_marl,tx,0,6,0.8622589531680441,92
44,7,0.45964912280701753,ours_marl,tx,0,7,0.8622589531680441,92
75,7,0.45964912280701753,ours_marl,rx,0,8,0.8622589531680441,92
27,7,0.45964912280701753,ours_marl,rx,0,9,0.8622589531680441,92
0,7,0.4582366589327146,ours_marl,idle,0,0,0.8628257887517147,93
0,7,0.4582366589327146,ours_marl,idle,0,1,0.8628257887517147,93
53,7,0.4582366589327146,ours_marl,rx,0,2,0.8628257887517147,93
56,7,0.4582366589327146,ours_marl,tx,0,3,0.8628257887517147,93
53,7,0.4582366589327146,ours_marl,rx,0,4,0.8628257887517147,93
5,7,0.4582366589327146,ours_marl,tx,0,5,0.8628257887517147,93
49,7,0.4582366589327146,ours_marl,rx,0,6,0.8628257887517147,93
78,7,0.4582366589327146,ours_marl,tx,0,7,0.8628257887517147,93
0,7,0.4582366589327146,ours_marl,idle,0,8,0.8628257887517147,93
58,7,0.4582366589327146,ours_marl,rx,0,9,0.8628257887517147,93
81,7,0.4569460390355913,ours_marl,tx,0,0,0.8629579375848032,94
25,7,0.4569460390355913,ours_marl,tx,0,1,0.8629579375848032,94
89,7,0.4569460390355913,ours_marl,tx,0,2,0.8629579375848032,94
0,7,0.4569460390355913,ours_marl,idle,0,3,0.8629579375848032,94
18,7,0.4569460390355913,ours_marl,tx,0,4,0.8629579375848032,94
53,7,0.4569460390355913,ours_marl,rx,0,5,0.8629579375848032,94
49,7,0.4569460390355913,ours_marl,rx,0,6,0.8629579375848032,94
54,7,0.4569460390355913,ours_marl,rx,0,7,0.8629579375848032,94
43,7,0.4569460390355913,ours_marl,tx,0,8,0.8629579375848032,94
85,7,0.4569460390355913,ours_marl,rx,0,9,0.8629579375848032,94
39,7,0.4551645856980704,ours_marl,tx,0,0,0.8601864181091877,95
25,7,0.4551645856980704,ours_marl,tx,0,1,0.8601864181091877,95
86,7,0.4551645856980704,ours_marl,tx,0,2,0.8601864181091877,95
87,7,0.4551645856980704,ours_marl,rx,0,3,0.8601864181091877,95
16,7,0.4551645856980704,ours_marl,tx,0,4,0.8601864181091877,95
13,7,0.4551645856980704,ours_marl,tx,0,5,0.8601864181091877,95
63,7,0.4551645856980704,ours_marl,rx,0,6,0.8601864181091877,95
42,7,0.4551645856980704,ours_marl,tx,0,7,0.8601864181091877,95
40,7,0.4551645856980704,ours_marl,tx,0,8,0.8601864181091877,95
102,7,0.4551645856980704,ours_marl,rx,0,9,0.8601864181091877,95
66,7,0.45280898876404496,ours_marl,tx,0,0,0.8604954367666232,96
26,7,0.45280898876404496,ours_marl,tx,0,1,0.8604954367666232,96
39,7,0.45280898876404496,ours_marl,tx,0,2,0.8604954367666232,96
0,7,0.45280898876404496,ours_marl,idle,0,3,0.8604954367666232,96
34,7,0.45280898876404496,ours_marl,tx,0,4,0.8604954367666232,96
55,7,0.45280898876404496,ours_marl,rx,0,5,0.8604954367666232,96
37,7,0.45280898876404496,ours_marl,tx,0,6,0.8604954367666232,96
42,7,0.45280898876404496,ours_marl,tx,0,7,0.8604954367666232,96
56,7,0.45280898876404496,ours_marl,tx,0,8,0.8604954367666232,96
58,7,0.45280898876404496,ours_marl,rx,0,9,0.8604954367666232,96
15,8,0.4510022271714922,ours_marl,tx,1,0,0.8604651162790697,97
24,8,0.4510022271714922,ours_marl,rx,1,1,0.8604651162790697,97
0,8,0.4510022271714922,ours_marl,idle,1,2,0.8604651162790697,97
9,8,0.4510022271714922,ours_marl,tx,1,3,0.8604651162790697,97
63,8,0.4510022271714922,ours_marl,rx,1,4,0.8604651162790697,97
66,8,0.4510022271714922,ours_marl,tx,1,5,0.8604651162790697,97
0,8,0.4510022271714922,ours_marl,idle,1,6,0.8604651162790697,97
42,8,0.4510022271714922,ours_marl,rx,1,7,0.8604651162790697,97
43,8,0.4510022271714922,ours_marl,rx,1,8,0.8604651162790697,97
27,8,0.4510022271714922,ours_marl,tx,1,9,0.8604651162790697,97
36,8,0.44823788546255505,ours_marl,rx,0,0,0.8616751269035533,98
11,8,0.44823788546255505,ours_marl,rx,0,1,0.8616751269035533,98
69,8,0.44823788546255505,ours_marl,rx,0,2,0.8616751269035533,98
101,8,0.44823788546255505,ours_marl,tx,0,3,0.8616751269035533,98
11,8,0.44823788546255505,ours_marl,tx,0,4,0.8616751269035533,98
66,8,0.44823788546255505,ours_marl,tx,0,5,0.8616751269035533,98
26,8,0.44823788546255505,ours_marl,tx,0,6,0.8616751269035533,98
69,8,0.44823788546255505,ours_marl,tx,0,7,0.8616751269035533,98
56,8,0.44823788546255505,ours_marl,tx,0,8,0.8616751269035533,98
85,8,0.44823788546255505,ours_marl,rx,0,9,0.8616751269035533,98
66,9,0.4465065502183406,ours_marl,rx,1,0,0.8623279098873592,99
25,9,0.4465065502183406,ours_marl,tx,1,1,0.8623279098873592,99
39,9,0.4465065502183406,ours_marl,tx,1,2,0.8623279098873592,99
0,9,0.4465065502183406,ours_marl,idle,1,3,0.8623279098873592,99
11,9,0.4465065502183406,ours_marl,tx,1,4,0.8623279098873592,99
81,9,0.4465065502183406,ours_marl,rx,1,5,0.8623279098873592,99
0,9,0.4465065502183406,ours_marl,idle,1,6,0.8623279098873592,99
54,9,0.4465065502183406,ours_marl,tx,1,7,0.8623279098873592,99
67,9,0.4465065502183406,ours_marl,rx,1,8,0.8623279098873592,99
82,9,0.4465065502183406,ours_marl,tx,1,9,0.8623279098873592,99
36,9,0.44432432432432434,ours_marl,tx,0,0,0.8629130966952264,100
0,9,0.44432432432432434,ours_marl,idle,0,1,0.8629130966952264,100
85,9,0.44432432432432434,ours_marl,tx,0,2,0.8629130966952264,100
87,9,0.44432432432432434,ours_marl,tx,0,3,0.8629130966952264,100
40,9,0.44432432432432434,ours_marl,tx,0,4,0.8629130966952264,100
53,9,0.44432432432432434,ours_marl,rx,0,5,0.8629130966952264,100
26,9,0.44432432432432434,ours_marl,tx,0,6,0.8629130966952264,100
44,9,0.44432432432432434,ours_marl,tx,0,7,0.8629130966952264,100
82,9,0.44432432432432434,ours_marl,rx,0,8,0.8629130966952264,100
72,9,0.44432432432432434,ours_marl,tx,0,9,0.8629130966952264,100
48,9,0.4406417112299465,ours_marl,tx,0,0,0.8637992831541219,101
37,9,0.4406417112299465,ours_marl,rx,0,1,0.8637992831541219,101
39,9,0.4406417112299465,ours_marl,tx,0,2,0.8637992831541219,101
102,9,0.4406417112299465,ours_marl,tx,0,3,0.8637992831541219,101
11,9,0.4406417112299465,ours_marl,tx,0,4,0.8637992831541219,101
80,9,0.4406417112299465,ours_marl,tx,0,5,0.8637992831541219,101
41,9,0.4406417112299465,ours_marl,tx,0,6,0.8637992831541219,101
54,9,0.4406417112299465,ours_marl,tx,0,7,0.8637992831541219,101
43,9,0.4406417112299465,ours_marl,rx,0,8,0.8637992831541219,101
72,9,0.4406417112299465,ours_marl,tx,0,9,0.8637992831541219,101
66,9,0.4380952380952381,ours_marl,rx,0,0,0.8652482269503546,102
39,9,0.4380952380952381,ours_marl,rx,0,1,0.8652482269503546,102
53,9,0.4380952380952381,ours_marl,tx,0,2,0.8652482269503546,102
101,9,0.4380952380952381,ours_marl,rx,0,3,0.8652482269503546,102
11,9,0.4380952380952381,ours_marl,rx,0,4,0.8652482269503546,102
5,9,0.4380952380952381,ours_marl,rx,0,5,0.8652482269503546,102
25,9,0.4380952380952381,ours_marl,tx,0,6,0.8652482269503546,102
26,9,0.4380952380952381,ours_marl,tx,0,7,0.8652482269503546,102
31,9,0.4380952380952381,ours_marl,tx,0,8,0.8652482269503546,102
57,9,0.4380952380952381,ours_marl,rx,0,9,0.8652482269503546,102
81,9,0.43651626442812175,ours_marl,rx,0,0,0.8633177570093458,103
53,9,0.43651626442812175,ours_marl,rx,0,1,0.8633177570093458,103
85,9,0.43651626442812175,ours_marl,tx,0,2,0.8633177570093458,103
102,9,0.43651626442812175,ours_marl,tx,0,3,0.8633177570093458,103
40,9,0.43651626442812175,ours_marl,rx,0,4,0.8633177570093458,103
81,9,0.43651626442812175,ours_marl,tx,0,5,0.8633177570093458,103
0,9,0.43651626442812175,ours_marl,idle,0,6,0.8633177570093458,103
0,9,0.43651626442812175,ours_marl,idle,0,7,0.8633177570093458,103
82,9,0.43651626442812175,ours_marl,rx,0,8,0.8633177570093458,103
85,9,0.43651626442812175,ours_marl,tx,0,9,0.8633177570093458,103
81,9,0.43496357960457854,ours_marl,tx,0,0,0.8644264194669756,104
25,9,0.43496357960457854,ours_marl,rx,0,1,0.8644264194669756,104
53,9,0.43496357960457854,ours_marl,tx,0,2,0.8644264194669756,104
0,9,0.43496357960457854,ours_marl,idle,0,3,0.8644264194669756,104
68,9,0.43496357960457854,ours_marl,rx,0,4,0.8644264194669756,104
81,9,0.43496357960457854,ours_marl,rx,0,5,0.8644264194669756,104
63,9,0.43496357960457854,ours_marl,rx,0,6,0.8644264194669756,104
0,9,0.43496357960457854,ours_marl,idle,0,7,0.8644264194669756,104
31,9,0.43496357960457854,ours_marl,rx,0,8,0.8644264194669756,104
27,9,0.43496357960457854,ours_marl,tx,0,9,0.8644264194669756,104
52,9,0.43343653250773995,ours_marl,rx,0,0,0.8652073732718893,105
36,9,0.43343653250773995,ours_marl,tx,0,1,0.8652073732718893,105
53,9,0.43343653250773995,ours_marl,rx,0,2,0.8652073732718893,105
101,9,0.43343653250773995,ours_marl,tx,0,3,0.8652073732718893,105
16,9,0.43343653250773995,ours_marl,tx,0,4,0.8652073732718893,105
83,9,0.43343653250773995,ours_marl,tx,0,5,0.8652073732718893,105
24,9,0.43343653250773995,ours_marl,rx,0,6,0.8652073732718893,105
0,9,0.43343653250773995,ours_marl,idle,0,7,0.8652073732718893,105
40,9,0.43343653250773995,ours_marl,rx,0,8,0.8652073732718893,105
0,9,0.43343653250773995,ours_marl,idle,0,9,0.8652073732718893,105
15,9,0.43047034764826175,ours_marl,tx,0,0,0.865296803652968,106
0,9,0.43047034764826175,ours_marl,idle,0,1,0.865296803652968,106
53,9,0.43047034764826175,ours_marl,rx,0,2,0.865296803652968,106
67,9,0.43047034764826175,ours_marl,rx,0,3,0.865296803652968,106
28,9,0.43047034764826175,ours_marl,tx,0,4,0.865296803652968,106
65,9,0.43047034764826175,ours_marl,tx,0,5,0.865296803652968,106
37,9,0.43047034764826175,ours_marl,rx,0,6,0.865296803652968,106
54,9,0.43047034764826175,ours_marl,rx,0,7,0.865296803652968,106
67,9,0.43047034764826175,ours_marl,tx,0,8,0.865296803652968,106
73,9,0.43047034764826175,ours_marl,rx,0,9,0.865296803652968,106
81,9,0.4271255060728745,ours_marl,tx,0,0,0.8657718120805369,107
20,9,0.4271255060728745,ours_marl,rx,0,1,0.8657718120805369,107
72,9,0.4271255060728745,ours_marl,tx,0,2,0.8657718120805369,107
55,9,0.4271255060728745,ours_marl,tx,0,3,0.8657718120805369,107
68,9,0.4271255060728745,ours_marl,rx,0,4,0.8657718120805369,107
80,9,0.4271255060728745,ours_marl,tx,0,5,0.8657718120805369,107
63,9,0.4271255060728745,ours_marl,tx,0,6,0.8657718120805369,107
26,9,0.4271255060728745,ours_marl,tx,0,7,0.8657718120805369,107
40,9,0.4271255060728745,ours_marl,rx,0,8,0.8657718120805369,107
73,9,0.4271255060728745,ours_marl,tx,0,9,0.8657718120805369,107
0,9,0.4267068273092369,ours_marl,idle,0,0,0.8655555555555555,108
70,9,0.4267068273092369,ours_marl,rx,0,1,0.8655555555555555,108
0,9,0.4267068273092369,ours_marl,idle,0,2,0.8655555555555555,108
102,9,0.4267068273092369,ours_marl,rx,0,3,0.8655555555555555,108
19,9,0.4267068273092369,ours_marl,tx,0,4,0.8655555555555555,108
54,9,0.4267068273092369,ours_marl,rx,0,5,0.8655555555555555,108
41,9,0.4267068273092369,ours_marl,tx,0,6,0.8655555555555555,108
26,9,0.4267068273092369,ours_marl,rx,0,7,0.8655555555555555,108
56,9,0.4267068273092369,ours_marl,tx,0,8,0.8655555555555555,108
85,9,0.4267068273092369,ours_marl,tx,0,9,0.8655555555555555,108
48,9,0.4254473161033797,ours_marl,tx,0,0,0.8663745892661555,109
24,9,0.4254473161033797,ours_marl,tx,0,1,0.8663745892661555,109
69,9,0.4254473161033797,ours_marl,tx,0,2,0.8663745892661555,109
7,9,0.4254473161033797,ours_marl,rx,0,3,0.8663745892661555,109
68,9,0.4254473161033797,ours_marl,rx,0,4,0.8663745892661555,109
55,9,0.4254473161033797,ours_marl,tx,0,5,0.8663745892661555,109
29,9,0.4254473161033797,ours_marl,tx,0,6,0.8663745892661555,109
26,9,0.4254473161033797,ours_marl,tx,0,7,0.8663745892661555,109
37,9,0.4254473161033797,ours_marl,rx,0,8,0.8663745892661555,109
27,9,0.4254473161033797,ours_marl,tx,0,9,0.8663745892661555,109
48,10,0.4250493096646943,ours_marl,tx,1,0,0.8658669574700109,110
36,10,0.4250493096646943,ours_marl,rx,1,1,0.8658669574700109,110
0,10,0.4250493096646943,ours_marl,idle,1,2,0.8658669574700109,110
18,10,0.4250493096646943,ours_marl,rx,1,3,0.8658669574700109,110
41,10,0.4250493096646943,ours_marl,tx,1,4,0.8658669574700109,110
65,10,0.4250493096646943,ours_marl,rx,1,5,0.8658669574700109,110
0,10,0.4250493096646943,ours_marl,idle,1,6,0.8658669574700109,110
78,10,0.4250493096646943,ours_marl,tx,1,7,0.8658669574700109,110
56,10,0.4250493096646943,ours_marl,rx,1,8,0.8658669574700109,110
82,10,0.4250493096646943,ours_marl,tx,1,9,0.8658669574700109,110
48,10,0.4227005870841487,ours_marl,rx,0,0,0.8671706263498921,111
0,10,0.4227005870841487,ours_marl,idle,0,1,0.8671706263498921,111
86,10,0.4227005870841487,ours_marl,rx,0,2,0.8671706263498921,111
55,10,0.4227005870841487,ours_marl,tx,0,3,0.8671706263498921,111
68,10,0.4227005870841487,ours_marl,rx,0,4,0.8671706263498921,111
55,10,0.4227005870841487,ours_marl,rx,0,5,0.8671706263498921,111
0,10,0.4227005870841487,ours_marl,idle,0,6,0.8671706263498921,111
26,10,0.4227005870841487,ours_marl,tx,0,7,0.8671706263498921,111
82,10,0.4227005870841487,ours_marl,rx,0,8,0.8671706263498921,111
72,10,0.4227005870841487,ours_marl,tx,0,9,0.8671706263498921,111
40,10,0.4238603297769156,ours_marl,rx,0,0,0.867741935483871,112
54,10,0.4238603297769156,ours_marl,tx,0,1,0.867741935483871,112
23,10,0.4238603297769156,ours_marl,tx,0,2,0.867741935483871,112
0,10,0.4238603297769156,ours_marl,idle,0,3,0.867741935483871,112
28,10,0.4238603297769156,ours_marl,tx,0,4,0.867741935483871,112
55,10,0.4238603297769156,ours_marl,rx,0,5,0.867741935483871,112
37,10,0.4238603297769156,ours_marl,rx,0,6,0.867741935483871,112
44,10,0.4238603297769156,ours_marl,rx,0,7,0.867741935483871,112
86,10,0.4238603297769156,ours_marl,tx,0,8,0.867741935483871,112
62,10,0.4238603297769156,ours_marl,rx,0,9,0.867741935483871,112
15,10,0.42267050912584053,ours_marl,tx,0,0,0.8678038379530917,113
20,10,0.42267050912584053,ours_marl,rx,0,1,0.8678038379530917,113
89,10,0.42267050912584053,ours_marl,rx,0,2,0.8678038379530917,113
98,10,0.42267050912584053,ours_marl,tx,0,3,0.8678038379530917,113
