active_count,belief_max,belief_mean,candidate_count,discovered_edges_before,method,node,positive_count,score_max,slot
,0.43406277894973755,0.39688840508461,90,0,ours_marl,5,,1.0,7
,0.7026307582855225,0.36310938000679016,72,0,ours_marl,6,,1.0,7
,0.43406277894973755,0.35903194546699524,72,0,ours_marl,7,,1.0,7
,0.7453282475471497,0.3804130256175995,82,0,ours_marl,8,,1.0,7
,0.7129838466644287,0.4048878848552704,91,0,ours_marl,9,,1.0,7
,0.7304216623306274,0.36191463470458984,75,0,ours_marl,0,,1.0,8
,0.7414216995239258,0.3586699962615967,72,0,ours_marl,1,,1.0,8
,0.7304216623306274,0.4104611277580261,97,0,ours_marl,2,,1.0,8
,0.8380801677703857,0.3693680763244629,82,0,ours_marl,3,,1.0,8
,0.42538151144981384,0.36522039771080017,78,0,ours_marl,4,,1.0,8
,0.42538151144981384,0.3889506459236145,90,0,ours_marl,5,,1.0,8
,0.6885781288146973,0.3558471202850342,71,0,ours_marl,6,,1.0,8
,0.42538151144981384,0.3384821116924286,67,0,ours_marl,7,,1.0,8
,0.7304216623306274,0.3618866205215454,78,0,ours_marl,8,,1.0,8
,0.6987241506576538,0.396790087223053,91,0,ours_marl,9,,1.0,8
,0.7158132195472717,0.3350237309932709,66,0,ours_marl,0,,1.0,9
,0.7265932559967041,0.35149669647216797,72,0,ours_marl,1,,1.0,9
,0.7375932335853577,0.39307552576065063,90,0,ours_marl,2,,1.0,9
,0.8213185667991638,0.34232813119888306,73,0,ours_marl,3,,1.0,9
,0.41687387228012085,0.357915997505188,78,0,ours_marl,4,,1.0,9
,0.7375932335853577,0.3667570948600769,82,0,ours_marl,5,,1.0,9
,0.7375932335853577,0.3379186689853668,66,0,ours_marl,6,,1.0,9
,0.41687387228012085,0.3317125141620636,66,0,ours_marl,7,,1.0,9
,0.7158132195472717,0.33619725704193115,70,0,ours_marl,8,,1.0,9
,0.6847496628761292,0.38885435461997986,91,0,ours_marl,9,,1.0,9
