episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
7,,669.37109375,24,20362.08203125,37.12616481151997,2125,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.37109375,49,20367.1953125,37.11037607232859,2150,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.37109375,74,20344.4296875,37.18067154368639,2175,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.37109375,99,20347.609375,37.17085333612199,2200,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.37109375,124,20333.23828125,37.2152282570426,2225,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.55078125,149,20333.7421875,37.21367230031557,2250,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.55078125,174,20367.1953125,37.11037607232859,2275,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.55078125,199,20369.91015625,37.101993204690686,2300,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.55078125,224,20369.390625,37.10359740813794,2325,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.5546875,249,20348.640625,37.16766905258759,2350,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.546875,274,20347.9375,37.16984015499742,2375,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
7,,669.58984375,299,20333.56640625,37.21421507591802,2400,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.921875,24,20326.09375,37.237289069862335,2425,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.92578125,49,20362.93359375,37.12353536526808,2450,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.92578125,74,20364.50390625,37.11868656988616,2475,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.9296875,99,20362.72265625,37.12418669599102,2500,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.9296875,124,20331.6484375,37.2201373608248,2525,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.93359375,149,20331.109375,37.22180187267232,2550,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.9375,174,20324.625,37.24182426156284,2575,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.9375,199,20313.5859375,37.27591056939694,2600,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.94140625,224,20325.82421875,37.238121325786096,2625,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.9453125,249,20315.1953125,37.27094115721447,2650,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.96875,274,20316.59765625,37.26661101407489,2675,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
8,,674.98046875,299,20347.80078125,37.17026231379932,2700,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.4296875,24,20527.09375,36.61664326097653,2725,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.4296875,49,20513.61328125,36.658268118844695,2750,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.4296875,74,20522.58203125,36.630574501439504,2775,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,99,20552.546875,36.53804935374121,2800,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,124,20525.5078125,36.62154030307866,2825,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,149,20528.34375,36.61278352335907,2850,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,174,20545.65625,36.5593261573574,2875,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,199,20530.53515625,36.60601692084848,2900,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,450.421875,224,20523.8203125,36.62675094886222,2925,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,452.421875,249,20521.8046875,36.63297477577036,2950,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
