family,metric,beamwidth_deg,scenario_seed,treatment,control,expected_direction,treatment_value,control_value,delta
topology_support,lambda2,15.0,20468713,contention_actor,uniform_random,positive,14.64786701945647,-9.512671601094046e-16,14.647867019456472
topology_support,lambda2,15.0,20468714,contention_actor,uniform_random,positive,16.701958129960328,-9.843621444512797e-16,16.701958129960328
topology_support,lambda2,15.0,20468705,contention_actor,skyorbs_like,positive,15.670307141654876,-1.062868325518464e-15,15.670307141654877
topology_support,lambda2,15.0,20468706,contention_actor,skyorbs_like,positive,17.61516375149928,-1.2104104716355132e-15,17.61516375149928
topology_support,lambda2,15.0,20468707,contention_actor,skyorbs_like,positive,22.3829242269168,-6.852908296209928e-16,22.3829242269168
topology_support,lambda2,15.0,20468708,contention_actor,skyorbs_like,positive,21.81592502347499,-1.0175588739623037e-15,21.81592502347499
topology_support,lambda2,15.0,20468709,contention_actor,skyorbs_like,positive,22.105973709830355,-1.3545936127200785e-15,22.105973709830355
topology_support,lambda2,15.0,20468710,contention_actor,skyorbs_like,positive,20.41215167411466,-4.739103347769179e-16,20.41215167411466
topology_support,lambda2,15.0,20468711,contention_actor,skyorbs_like,positive,24.276132143319863,-8.566946530491532e-16,24.276132143319863
topology_support,lambda2,15.0,20468712,contention_actor,skyorbs_like,positive,23.25860663323438,-1.0630465490641972e-15,23.25860663323438
topology_support,lambda2,15.0,20468713,contention_actor,skyorbs_like,positive,14.64786701945647,-9.95857013740972e-16,14.647867019456472
topology_support,lambda2,15.0,20468714,contention_actor,skyorbs_like,positive,16.701958129960328,-1.6172743631579865e-15,16.701958129960328
topology_support,lambda2,15.0,20468705,contention_actor,mappo_no_isac,positive,15.670307141654876,0.0,15.670307141654876
topology_support,lambda2,15.0,20468706,contention_actor,mappo_no_isac,positive,17.61516375149928,-6.167802451871809e-16,17.61516375149928
topology_support,lambda2,15.0,20468707,contention_actor,mappo_no_isac,positive,22.3829242269168,0.0,22.3829242269168
topology_support,lambda2,15.0,20468708,contention_actor,mappo_no_isac,positive,21.81592502347499,0.0,21.81592502347499
topology_support,lambda2,15.0,20468709,contention_actor,mappo_no_isac,positive,22.105973709830355,-2.1714861220992048e-16,22.105973709830355
topology_support,lambda2,15.0,20468710,contention_actor,mappo_no_isac,positive,20.41215167411466,0.0,20.41215167411466
topology_support,lambda2,15.0,20468711,contention_actor,mappo_no_isac,positive,24.276132143319863,0.0,24.276132143319863
topology_support,lambda2,15.0,20468712,contention_actor,mappo_no_isac,positive,23.25860663323438,-5.709387375053968e-16,23.25860663323438
topology_support,lambda2,15.0,20468713,contention_actor,mappo_no_isac,positive,14.64786701945647,0.0,14.64786701945647
topology_support,lambda2,15.0,20468714,contention_actor,mappo_no_isac,positive,16.701958129960328,0.0,16.701958129960328
topology_support,lambda2,15.0,20468705,contention_actor,contention_no_isac,positive,15.670307141654876,0.0,15.670307141654876
topology_support,lambda2,15.0,20468706,contention_actor,contention_no_isac,positive,17.61516375149928,-8.409716797561212e-16,17.61516375149928
topology_support,lambda2,15.0,20468707,contention_actor,contention_no_isac,positive,22.3829242269168,-7.148369539939438e-16,22.3829242269168
topology_support,lambda2,15.0,20468708,contention_actor,contention_no_isac,positive,21.81592502347499,0.0,21.81592502347499
topology_support,lambda2,15.0,20468709,contention_actor,contention_no_isac,positive,22.105973709830355,-7.449453539199329e-16,22.105973709830355
topology_support,lambda2,15.0,20468710,contention_actor,contention_no_isac,positive,20.41215167411466,0.0,20.41215167411466
topology_support,lambda2,15.0,20468711,contention_actor,contention_no_isac,positive,24.276132143319863,-7.788454753177194e-16,24.276132143319863
topology_support,lambda2,15.0,20468712,contention_actor,contention_no_isac,positive,23.25860663323438,-7.072845048141077e-16,23.25860663323438
topology_support,lambda2,15.0,20468713,contention_actor,contention_no_isac,positive,14.64786701945647,-3.719384317459508e-16,14.64786701945647
topology_support,lambda2,15.0,20468714,contention_actor,contention_no_isac,positive,16.701958129960328,-7.078253157376957e-16,16.701958129960328
