training_regime,episodes,first_10_discovery_rate,last_10_discovery_rate,first_10_return_mean_per_agent,last_10_return_mean_per_agent,last_10_td_loss
standard_epsilon,30,0.6088888888888888,0.5577777777777777,11.03979206085205,10.343114185333253,0.0068967893746448685
persistent_mix_0.8,30,0.5399999999999999,0.5377777777777777,9.897307205200196,9.878897094726563,0.006555301496380707
