evidence_block,evidence_tier,source_csv,n_episodes,protocol,node_count,beamwidth_deg,area_scale,mobility_model,range_mode,communication_range_to_diagonal_ratio,sensing_to_comm_range_ratio,false_alarm_rate,miss_detection_rate,angular_cell_offset_std,slot_duration_ms,discovery_rate_mean,discovery_rate_std,discovery_rate_ci95,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_ci95,lambda2_mean,lambda2_std,lambda2_ci95,collision_count_mean,collision_count_std,collision_count_ci95,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_ci95,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_std,collision_penalized_discovery_rate_ci95,discovery_per_scan_action_mean,discovery_per_scan_action_std,discovery_per_scan_action_ci95
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0624242,0.00281382,0.00318413,0.292529,0.00206038,0.00233154,0.479658,0.34652,0.392125,641.667,13.0213,14.735,580.137,0.913769,1.03403,0.0552557,0.00236752,0.0026791,0.00530028,0.000242707,0.000274648
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.140539,0.00714503,0.00808536,0.212311,0.000374118,0.000423354,1.78252,1.41274,1.59866,3770,362.619,410.342,557.269,3.29408,3.72761,0.0797772,0.0024103,0.00272751,0.0120077,0.000618232,0.000699595
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0967677,0.00426641,0.00482789,0.761719,0.00461615,0.00522366,2.09834,0.244866,0.277092,27,5.09902,5.77008,572.335,0.863876,0.977568,0.0962425,0.00423957,0.00479752,0.00823528,0.000368339,0.000416814
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.295286,0.00981457,0.0111062,0.639674,0.00319339,0.00361367,13.1006,2.53878,2.8729,391.333,49.8687,56.4318,510.189,2.85886,3.23511,0.273591,0.00658151,0.00744768,0.0252815,0.000848711,0.000960407
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0140067,0.00181693,0.00205605,0.140099,0.00145132,0.00164233,-1.12803e-15,1.60092e-16,1.81161e-16,2120.33,733.219,829.715,593.781,0.746657,0.844922,0.00978928,0.000564917,0.000639264,0.0011762,0.000153656,0.000173878
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0386532,0.00138334,0.0015654,0.108418,0.001648,0.00186488,1.18904e-15,1.43989e-15,1.62939e-15,7317.33,1654.75,1872.53,585.411,0.763564,0.864054,0.0158748,0.00209763,0.0023737,0.0032754,0.000119306,0.000135007
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.365455,0.00361761,0.00409371,0.49858,0.00660572,0.00747508,12.9222,1.90076,2.15092,1050,20.1163,22.7638,477.986,3.82003,4.32277,0.301498,0.00253299,0.00286635,0.0313563,0.000280715,0.000317659
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.54404,0.0025713,0.0029097,0.329271,0.00624506,0.00706695,26.8413,3.93158,4.449,8285,346.884,392.536,406.745,0.98341,1.11283,0.203634,0.00609338,0.00689531,0.0467047,0.000253791,0.000287191
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0626936,0.00439313,0.0049713,0.290194,0.00356309,0.00403202,0.219661,0.310648,0.351531,654.667,70.3199,79.5745,580.826,1.32736,1.50205,0.0553367,0.00326343,0.00369292,0.00532314,0.000373461,0.000422611
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.135825,0.00985883,0.0111563,0.212499,0.00260036,0.00294258,3.72305,0.354524,0.401182,3649.33,589.581,667.174,558.232,3.24458,3.67159,0.0781745,0.00132799,0.00150276,0.0116072,0.000840587,0.000951214
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.202424,0.00857258,0.00970079,0.763117,0.00721007,0.00815896,5.95356,0.496451,0.561787,129.667,24.2395,27.4296,540.086,2.22328,2.51587,0.197226,0.0075624,0.00855766,0.0173242,0.00072119,0.000816103
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.451313,0.0112999,0.012787,0.642581,0.00421334,0.00476784,24.183,0.770803,0.872245,1008.67,130.895,148.122,454.51,2.65923,3.0092,0.374961,0.0073553,0.0083233,0.0387052,0.000960925,0.00108739
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0153535,0.000659795,0.000746629,0.137672,0.00127427,0.00144197,-1.10041e-15,5.48809e-17,6.21035e-17,1500.67,560.762,634.562,593.277,0.176372,0.199584,0.0118307,0.000579838,0.000656149,0.00129053,5.58128e-05,6.31581e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0388552,0.00149671,0.00169368,0.108981,0.00102397,0.00115873,0.123788,0.175062,0.198102,5443.67,474.739,537.218,585.76,0.304893,0.345019,0.0185483,0.00119834,0.00135605,0.00329251,0.000128678,0.000145613
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,0.000673401,0.000190466,0.000215533,5.67308e-05,1.60533e-05,1.8166e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00377104,0.000779518,0.000882107,0.834431,0.00232356,0.00262936,-5.14878e-16,3.7021e-16,4.18933e-16,0,0,0,598.741,0.179875,0.203548,0.00377104,0.000779518,0.000882107,0.000318211,6.58584e-05,7.45258e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.000875421,9.52332e-05,0.000107767,0.902173,0.000484554,0.000548324,0,0,0,0,0,0,599.815,0.014914,0.0168767,0.000875421,9.52332e-05,0.000107767,7.37464e-05,8.0235e-06,9.07944e-06
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0037037,0.000343368,0.000388558,0.833617,0.00197551,0.0022355,-7.30788e-16,1.57846e-16,1.7862e-16,0,0,0,598.849,0.268945,0.304339,0.0037037,0.000343368,0.000388558,0.000312468,2.90502e-05,3.28734e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0003367,0.000190466,0.000215533,0.902356,0.000683896,0.000773902,0,0,0,0,0,0,599.903,0.0667114,0.0754911,0.0003367,0.000190466,0.000215533,2.83566e-05,1.60435e-05,1.81549e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00410774,0.00100785,0.00114049,0.834149,0.00211842,0.00239721,-2.90617e-16,3.45769e-16,3.91275e-16,0,0,0,598.668,0.231652,0.262139,0.00410774,0.00100785,0.00114049,0.000346753,8.51756e-05,9.63853e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0003367,0.000343368,0.000388558,0.903438,0.000185856,0.000210315,0,0,0,0,0,0,599.93,0.0566609,0.0641178,0.0003367,0.000343368,0.000388558,2.83556e-05,2.89181e-05,3.27239e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0037037,9.52332e-05,0.000107767,0.839883,0.00207076,0.00234329,-4.6136e-16,3.30406e-16,3.73889e-16,0,0,0,598.859,0.195413,0.22113,0.0037037,9.52332e-05,0.000107767,0.000312417,7.9879e-06,9.03916e-06
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,1.0,0.291785,0.0125592,0.0142121,0.498603,0.00992005,0.0112256,8.2646,2.45722,2.78061,625,105.852,119.783,504.902,7.12613,8.06397,0.259,0.0078339,0.00886489,0.024993,0.00107122,0.0012122
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,10.0,0.293266,0.0146241,0.0165487,0.498707,0.0112635,0.0127459,8.53836,1.65634,1.87433,691,57.2771,64.8151,505.643,5.6566,6.40105,0.257299,0.0115971,0.0131234,0.0251221,0.00125432,0.00141939
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,20.0,0.291582,0.0161787,0.0183079,0.499995,0.00963202,0.0108997,8.64132,0.0779182,0.0881727,684.667,56.8878,64.3746,504.023,6.88748,7.79392,0.256038,0.011638,0.0131697,0.0249778,0.00138659,0.00156907
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.298923,0.0105584,0.011948,0.494694,0.00634347,0.00717831,8.47087,1.94019,2.19553,697,17.2047,19.4689,501.741,5.69956,6.44966,0.262006,0.00857402,0.00970242,0.0256069,0.000905529,0.0010247
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,1.0,0.356431,0.0137476,0.0155569,0.502118,0.0086248,0.00975988,12.869,2.79258,3.1601,1053.67,88.9282,100.632,481.143,5.2751,5.96933,0.293818,0.00870368,0.00984915,0.0305769,0.0011841,0.00133994
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,10.0,0.369562,0.0120946,0.0136864,0.499095,0.00909529,0.0102923,12.7059,3.44075,3.89357,1101.33,70.4856,79.762,473.678,3.90508,4.41902,0.302235,0.00674603,0.00763385,0.0317128,0.00105144,0.00118982
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,20.0,0.364444,0.0154841,0.0175219,0.503118,0.0108941,0.0123278,13.2361,1.16662,1.32016,1082.67,50.0755,56.6658,475.422,5.32636,6.02734,0.298987,0.0112196,0.0126961,0.0312706,0.00134048,0.0015169
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.365455,0.00361761,0.00409371,0.49858,0.00660572,0.00747508,12.9222,1.90076,2.15092,1050,20.1163,22.7638,477.986,3.82003,4.32277,0.301498,0.00253299,0.00286635,0.0313563,0.000280715,0.000317659
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,1.0,0.000942761,0.000415112,0.000469744,0.901476,0.00123886,0.0014019,0,0,0,0,0,0,599.732,0.110525,0.125071,0.000942761,0.000415112,0.000469744,7.94265e-05,3.49779e-05,3.95812e-05
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,10.0,0.000673401,0.000190466,0.000215533,0.901024,0.000809858,0.000916441,0,0,0,0,0,0,599.79,0.0879096,0.099479,0.000673401,0.000190466,0.000215533,5.67324e-05,1.60544e-05,1.81672e-05
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,20.0,0.000740741,0.000415112,0.000469744,0.901361,0.00173789,0.00196661,0,0,0,0,0,0,599.773,0.11567,0.130893,0.000740741,0.000415112,0.000469744,6.2417e-05,3.4988e-05,3.95927e-05
slot_duration_sensitivity,supplement,06_analysis/paper_tables/round6_slot_duration_sensitivity/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,0.000673401,0.000190466,0.000215533,5.67308e-05,1.60533e-05,1.8166e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.766667,0.0777778,0.107795,0.89554,0.00190065,0.00263417,4.11889,0.557703,0.772937,11.5,4.5,6.23668,317.056,14.6111,20.25,0.619483,0.111286,0.154235,0.00595801,0.000614107,0.000851109
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.955556,0.0222222,0.0307984,0.755545,0.0180729,0.0250478,8,5.79021e-15,8.02483e-15,107,8,11.0874,148.067,18.3333,25.4087,0.283333,0.00833333,0.0115494,0.00745495,0.000174663,0.00024207
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,10,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.996467,0.000672707,0.000932324,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,10,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,1,0,0,0.483844,0.0118963,0.0164875,10,0,0,1954.5,188.5,261.248,57.1444,3.83333,5.31273,0.0227074,0.00214071,0.00296687,0.00782065,4.0775e-06,5.65113e-06
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,10,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.1,0.0333333,0.0461976,0.982544,0.00142774,0.00197875,0,0,0,0,0,0,576.311,6.91111,9.57831,0.1,0.0333333,0.0461976,0.000758896,0.000252738,0.000350277
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.373838,0.0225253,0.0312184,0.543743,0.00573466,0.00794783,12.1462,1.53567,2.12833,1125,50,69.2965,475.506,7.03828,9.75456,0.304479,0.0158479,0.0219641,0.0320554,0.00193395,0.00268032
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.545556,0.00252525,0.00349982,0.395842,0.0101543,0.0140731,27.4288,2.8276,3.91886,8887,657,910.556,405.377,0.650606,0.901694,0.195649,0.0101931,0.0141269,0.0468146,0.000226433,0.00031382
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,100,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0128283,0.00232323,0.00321984,0.945581,0.00262368,0.00363623,-9.84584e-16,1.19562e-18,1.65705e-18,0,0,0,596.563,0.886061,1.22802,0.0128283,0.00232323,0.00321984,0.00107397,0.000195517,0.000270973
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,100,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.462222,0.0139394,0.019319,0.26228,0.00370473,0.00513449,27.6886,2.01142,2.78769,85032.5,2771.5,3841.1,438.022,7.56778,10.4884,0.025475,0.00155146,0.00215021,0.0396525,0.00121092,0.00167825
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,100,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0908081,0.0059596,0.00825958,0.825123,0.00433928,0.00601393,0.890452,0.0103964,0.0144087,16,0,0,573.034,1.81798,2.51959,0.0905155,0.00594039,0.00823297,0.00772431,0.000514137,0.000712558
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,20,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.676316,0.0184211,0.0255303,0.804515,0.00826639,0.0114566,8.29801,1.15445,1.59998,101,3,4.15779,339.424,10.3132,14.2933,0.441504,0.00747591,0.0103611,0.0111101,0.00030069,0.000416735
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,20,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.836842,0.0157895,0.0218831,0.626215,0.0126669,0.0175554,12.93,0.337983,0.468421,853.5,65.5,90.7784,226.766,4.76579,6.60505,0.153156,0.0124885,0.0173081,0.0137592,0.000263177,0.000364745
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,20,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00526316,0.00526316,0.00729436,0.989685,0.000121533,0.000168436,0,0,0,0,0,0,598.782,1.21842,1.68865,0.00526316,0.00526316,0.00729436,8.4168e-05,8.4168e-05,0.000116651
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,20,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.939474,0.0131579,0.0182359,0.389841,0.00534521,0.00740808,16.3825,0.617497,0.855807,7977.5,263.5,365.192,134.797,4.66053,6.45916,0.0218876,0.00101223,0.00140288,0.0154671,0.000205236,0.000284443
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,20,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0921053,0.0184211,0.0255303,0.962664,0.00134388,0.00186252,-2.52306e-16,2.45001e-17,3.39554e-17,0,0,0,577.595,3.25263,4.50792,0.0921053,0.0184211,0.0255303,0.00148012,0.000297285,0.000412016
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.519592,0.00204082,0.00282843,0.643292,0.013818,0.0191508,13.8047,0.589306,0.816736,459,92,127.505,408.945,3.87918,5.37627,0.379019,0.019222,0.0266403,0.0220575,0.000105363,0.000146026
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.70898,0.0110204,0.0152735,0.471694,0.00721029,0.00999295,24.5909,0.0997703,0.138275,3329,402,557.144,314.918,4.18939,5.8062,0.191945,0.0139794,0.0193744,0.0301161,0.000474912,0.000658195
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,50,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0155102,0.00244898,0.00339411,0.973953,0.000974877,0.00135111,-7.05379e-16,3.28684e-16,4.55533e-16,0,0,0,596.081,1.66939,2.31365,0.0155102,0.00244898,0.00339411,0.000641563,0.000101806,0.000141096
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,50,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.766122,0.00530612,0.00735391,0.306609,0.000949587,0.00131606,27.6546,1.63534,2.26647,32527.5,914.5,1267.43,299.894,8.75714,12.1368,0.0278206,0.0005612,0.000777783,0.0325658,0.000205774,0.000285188
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_isac,50,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.111429,0.022449,0.0311127,0.906266,0.0100759,0.0139645,0.397146,0.397146,0.550416,1,1,1.38593,566.225,7.47469,10.3594,0.111319,0.0223399,0.0309615,0.00467776,0.000955847,0.00132474
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.988183,8.60169e-05,0.000119213,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.96846,0.000597768,0.000828464,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,10,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.99881,0.000339948,0.000471144,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,10,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0777778,0.0111111,0.0153992,0.903581,0.00161978,0.0022449,-3.04205e-17,3.04205e-17,4.21607e-17,0,0,0,573.244,3.37778,4.68136,0.0777778,0.0111111,0.0153992,0.00059676,8.52515e-05,0.000118153
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,10,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.996175,0.00127486,0.00176687,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000505051,0.00010101,0.000139993,0.901486,6.58078e-05,9.12049e-05,0,0,0,0,0,0,599.822,0.0871717,0.120814,0.000505051,0.00010101,0.000139993,4.25451e-05,8.51701e-06,1.1804e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00323232,0.00020202,0.000279986,0.835741,0.00163566,0.00226691,-4.27265e-16,4.27265e-16,5.92159e-16,0,0,0,598.849,0.118182,0.163792,0.00323232,0.00020202,0.000279986,0.000272706,1.71437e-05,2.37599e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,100,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.986774,4.1965e-05,5.81606e-05,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,100,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0473737,0.00434343,0.00601969,0.667835,0.00212508,0.00294521,6.3316e-15,2.4361e-15,3.37627e-15,19,3,4.15779,585.859,1.59707,2.21343,0.04719,0.00429834,0.00595719,0.00407197,0.000379434,0.000525869
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,100,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.966667,0.000401176,0.000556002,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
