evidence_block,evidence_tier,source_csv,n_episodes,protocol,node_count,beamwidth_deg,area_scale,mobility_model,range_mode,communication_range_to_diagonal_ratio,sensing_to_comm_range_ratio,false_alarm_rate,miss_detection_rate,angular_cell_offset_std,slot_duration_ms,discovery_rate_mean,discovery_rate_std,discovery_rate_ci95,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_ci95,lambda2_mean,lambda2_std,lambda2_ci95,collision_count_mean,collision_count_std,collision_count_ci95,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_ci95,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_std,collision_penalized_discovery_rate_ci95,discovery_per_scan_action_mean,discovery_per_scan_action_std,discovery_per_scan_action_ci95
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,0.85,0.7500000000000001,0.0,0.0,0.0,,0.000673918,0.00019066,0.000215752,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.0935909,0.105908,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,0.85,1.0,0.0,0.0,0.0,,0.000673918,0.00019066,0.000215752,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.0935909,0.105908,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,0.85,1.25,0.0,0.0,0.0,,0.000673918,0.00019066,0.000215752,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.0935909,0.105908,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,0.5,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,0.75,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.25,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.65,0.5,0.0,0.0,0.0,,0.000424943,0.000175592,0.000198701,0.902362,0.00164364,0.00185996,0,0,0,0,0,0,599.909,0.0499334,0.056505,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.65,0.75,0.0,0.0,0.0,,0.000424943,0.000175592,0.000198701,0.902362,0.00164364,0.00185996,0,0,0,0,0,0,599.909,0.0499334,0.056505,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.65,1.0,0.0,0.0,0.0,,0.000424943,0.000175592,0.000198701,0.902362,0.00164364,0.00185996,0,0,0,0,0,0,599.909,0.0499334,0.056505,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.65,1.25,0.0,0.0,0.0,,0.000424943,0.000175592,0.000198701,0.902362,0.00164364,0.00185996,0,0,0,0,0,0,599.909,0.0499334,0.056505,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.85,0.5,0.0,0.0,0.0,,0.000471775,9.55609e-05,0.000108137,0.901512,0.00150139,0.00169898,0,0,0,0,0,0,599.902,0.0455403,0.0515337,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.85,0.7500000000000001,0.0,0.0,0.0,,0.000471775,9.55609e-05,0.000108137,0.901512,0.00150139,0.00169898,0,0,0,0,0,0,599.902,0.0455403,0.0515337,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.85,1.0,0.0,0.0,0.0,,0.000471775,9.55609e-05,0.000108137,0.901512,0.00150139,0.00169898,0,0,0,0,0,0,599.902,0.0455403,0.0515337,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,0.85,1.25,0.0,0.0,0.0,,0.000471775,9.55609e-05,0.000108137,0.901512,0.00150139,0.00169898,0,0,0,0,0,0,599.902,0.0455403,0.0515337,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,1.05,0.5,0.0,0.0,0.0,,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,1.05,0.75,0.0,0.0,0.0,,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,1.05,1.0,0.0,0.0,0.0,,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,,,,,,
main_range_grid,main,06_analysis/paper_tables/round3_robustness/range_rc_rs_grid/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,base,1.05,1.25,0.0,0.0,0.0,,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.0,0.0,0.0,,0.365455,0.00361761,0.00409371,0.49858,0.00660572,0.00747508,12.9222,1.90076,2.15092,1050,20.1163,22.7638,477.986,3.82003,4.32277,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.01,0.05,0.5,,0.33569,0.00941413,0.0106531,0.546407,0.00984058,0.0111357,13.65,1.05542,1.19432,733.333,48.8012,55.2237,491.531,4.23843,4.79624,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.05,0.15,1.0,,0.285387,0.0124777,0.0141199,0.593443,0.00773718,0.00875544,9.8519,2.71189,3.0688,375.667,18.9795,21.4773,510.477,3.75867,4.25333,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.1,0.3,1.5,,0.293535,0.00940208,0.0106395,0.611115,0.00899182,0.0101752,12.0446,1.36061,1.53967,386.667,13.8884,15.7163,505.685,3.17501,3.59286,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.01,0.05,0.5,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.05,0.15,1.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_error_profiles,main,06_analysis/paper_tables/round3_robustness/error_profiles/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,base,1.05,1.0,0.1,0.3,1.5,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,,,,,,
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.77037,0.075541,0.0854827,0.855438,0.0114944,0.0130071,4.94749,1.23721,1.40004,12.6667,4.98888,5.64545,314.363,48.5719,54.9643,0.600526,0.00914829,0.0103523,0.00598754,0.000595114,0.000673435
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.933333,0.031427,0.035563,0.684209,0.0139669,0.0158051,6.79399,0.291344,0.329687,179.667,44.2141,50.033,187.556,30.8874,34.9524,0.193231,0.0319592,0.0361652,0.00727563,0.000230768,0.000261139
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.355286,0.00833332,0.00943004,0.490365,0.00609526,0.00689744,13.1866,3.15988,3.57574,1096.33,98.0827,110.991,479.078,4.39747,4.9762,0.290831,0.00209007,0.00236513,0.0304738,0.000705852,0.000798746
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.534613,0.00842101,0.00952927,0.325599,0.00446197,0.00504919,28.3349,2.05123,2.32119,8164.67,35.6495,40.3412,410.588,3.73904,4.23112,0.201785,0.00317541,0.00359331,0.0459174,0.000712947,0.000806776
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.508571,0.0206946,0.0234181,0.609468,0.0156934,0.0177587,12.3787,2.14583,2.42823,396,119.936,135.72,420.438,9.64639,10.9159,0.385311,0.0145315,0.0164439,0.0215903,0.00087447,0.000989556
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_beam_lock,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.690612,0.0118485,0.0134078,0.399544,0.00852496,0.0096469,23.0014,2.68353,3.0367,3229.67,762.173,862.48,327.766,7.98227,9.03279,0.194769,0.0287096,0.0324879,0.0293616,0.000493514,0.000558463
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0666667,0.031427,0.035563,0.881863,0.00566607,0.00641176,0,0,0,0,0,0,575.696,15.411,17.4392,0.0666667,0.031427,0.035563,0.00050724,0.000239759,0.000271313
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.348148,0.0456623,0.0516718,0.709595,0.00846913,0.00958373,0.935382,0.406044,0.459482,0,0,0,496.437,12.7945,14.4783,0.348148,0.0456623,0.0516718,0.00266557,0.00035202,0.000398348
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0313131,0.00194472,0.00220066,0.498493,0.00330805,0.00374341,-9.24243e-16,4.24191e-16,4.80017e-16,3.33333,3.39935,3.84672,590.515,0.589622,0.66722,0.0312921,0.00194471,0.00220064,0.00263996,0.000166461,0.000188368
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.107071,0.00190228,0.00215264,0.32565,0.00438717,0.00496455,1.51158,1.12197,1.26963,34,7.11805,8.05483,568.486,1.16336,1.31647,0.106338,0.00175598,0.00198707,0.00912414,0.000170484,0.000192921
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0506122,0.00881733,0.00997775,0.618767,0.0150848,0.0170701,-2.43667e-16,2.80887e-16,3.17854e-16,0.666667,0.942809,1.06689,584.322,3.43177,3.88342,0.0505781,0.00876991,0.00992409,0.00211019,0.000372963,0.000422047
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_candidate_set,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.157279,0.0130328,0.0147481,0.408092,0.012684,0.0143533,1.44473,0.443236,0.501568,6.66667,2.49444,2.82272,552.548,4.93989,5.59001,0.156414,0.0128119,0.014498,0.00662702,0.000559803,0.000633477
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.711111,0.0790895,0.0894982,0.880852,0.00955425,0.0108116,3.84485,0.864703,0.978504,11.3333,6.79869,7.69345,309.904,35.8301,40.5455,0.569124,0.022181,0.0251002,0.00551519,0.000617399,0.000698653
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.903704,0.027716,0.0313636,0.717092,0.0174413,0.0197366,7,1.25607e-15,1.42138e-15,150,17.4547,19.7519,171.919,18.6212,21.0719,0.209718,0.0131276,0.0148553,0.00703526,0.000212769,0.00024077
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.361684,0.0160826,0.0181992,0.501097,0.0084278,0.00953696,10.3293,1.14782,1.29888,1083.33,95.9386,108.565,478.136,5.15132,5.82927,0.296606,0.00847913,0.00959504,0.0310264,0.00137675,0.00155794
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.544646,0.0125978,0.0142558,0.326622,0.00655884,0.00742202,29.9279,2.48354,2.81039,8381.67,303.219,343.124,407.621,5.40752,6.11918,0.202253,0.00355286,0.00402044,0.0467662,0.00108907,0.0012324
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.503946,0.0171795,0.0194405,0.621239,0.0202166,0.0228772,12.1567,0.831964,0.941456,353.667,113.591,128.54,423.597,10.1332,11.4668,0.392485,0.0228916,0.0259043,0.0213683,0.000732594,0.000829009
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_no_topology,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.687891,0.00957421,0.0108342,0.413713,0.0108294,0.0122546,22.9559,1.00944,1.14229,3046.33,494.906,560.038,327.914,4.33987,4.91103,0.199826,0.0222335,0.0251596,0.0292338,0.000403601,0.000456717
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.555556,0.031427,0.035563,0.877903,0.0150181,0.0169945,2.45793,0.451809,0.51127,1.33333,0.942809,1.06689,406.541,18.0751,20.4538,0.53948,0.0264184,0.0298952,0.00429587,0.000244577,0.000276765
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.837037,0.0209513,0.0237086,0.715434,0.00840373,0.00950972,6.15534,0.113485,0.12842,40,8.16497,9.23953,224.407,16.2506,18.3892,0.448256,0.0540696,0.0611855,0.00652053,0.000178781,0.00020231
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.298923,0.0105584,0.011948,0.494694,0.00634347,0.00717831,8.47087,1.94019,2.19553,697,17.2047,19.4689,501.741,5.69956,6.44966,0.262006,0.00857402,0.00970242,0.0256069,0.000905529,0.0010247
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.507205,0.0133826,0.0151438,0.330433,0.00864424,0.00978188,23.8905,3.74157,4.23399,6527,418.213,473.252,422.156,7.45251,8.43331,0.218848,0.00328134,0.00371318,0.0435202,0.0011399,0.00128991
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.368163,0.0292742,0.0331268,0.616055,0.0156235,0.0176796,6.00513,0.399521,0.4521,164.667,60.0352,67.9362,476.366,10.9568,12.3988,0.324078,0.0128403,0.0145302,0.0155761,0.00123024,0.00139214
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.626667,0.0142383,0.0161122,0.406046,0.00828652,0.00937709,19.2616,1.97104,2.23045,2062.67,446.505,505.268,353.886,9.40944,10.6478,0.236961,0.0257545,0.0291439,0.0266027,0.000589048,0.000666571
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.755556,0.108866,0.123194,0.879781,0.00951382,0.0107659,4.1967,1.68962,1.91198,10.3333,5.90668,6.68404,322.837,51.3509,58.109,0.612894,0.0388451,0.0439574,0.00586263,0.000859107,0.000972171
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.940741,0.0104757,0.0118543,0.728375,0.0157334,0.017804,7,1.14663e-15,1.29754e-15,144.333,27.3902,30.9949,165.43,29.2908,33.1457,0.228116,0.0314155,0.03555,0.00735036,7.86524e-05,8.90035e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.365455,0.00361761,0.00409371,0.49858,0.00660572,0.00747508,12.9222,1.90076,2.15092,1050,20.1163,22.7638,477.986,3.82003,4.32277,0.301498,0.00253299,0.00286635,0.0313563,0.000280715,0.000317659
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.54404,0.0025713,0.0029097,0.329271,0.00624506,0.00706695,26.8413,3.93158,4.449,8285,346.884,392.536,406.745,0.98341,1.11283,0.203634,0.00609338,0.00689531,0.0467047,0.000253791,0.000287191
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.496599,0.0247095,0.0279615,0.617825,0.0137074,0.0155113,12.3219,1.58578,1.79448,369,96.0139,108.65,420.117,8.77753,9.93271,0.381961,0.00961742,0.0108831,0.0210887,0.00106283,0.00120271
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_isac,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.687075,0.0175631,0.0198746,0.417406,0.00855214,0.00967766,24.4577,1.65124,1.86855,3042.33,647.374,732.573,335.754,4.41659,4.99785,0.200768,0.0234081,0.0264887,0.0291724,0.000739581,0.000836915
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0,0,0,0.987132,0.00148864,0.00168455,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0,0,0,0.97024,0.00256429,0.00290177,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.000673401,0.000190466,0.000215533,0.901089,0.000265387,0.000300314,0,0,0,0,0,0,599.777,0.093502,0.105807,0.000673401,0.000190466,0.000215533,5.67308e-05,1.60533e-05,1.8166e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00377104,0.000779518,0.000882107,0.834431,0.00232356,0.00262936,-5.14878e-16,3.7021e-16,4.18933e-16,0,0,0,598.741,0.179875,0.203548,0.00377104,0.000779518,0.000882107,0.000318211,6.58584e-05,7.45258e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.000544218,0.00076964,0.00087093,0.940639,0.00238929,0.00270373,0,0,0,0,0,0,599.824,0.249363,0.282181,0.000544218,0.00076964,0.00087093,2.26842e-05,3.20803e-05,3.63023e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,improved_rl_no_isac,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00326531,0.000666528,0.000754247,0.891717,0.00326368,0.0036932,0,0,0,0,0,0,598.978,0.149824,0.169541,0.00326531,0.000666528,0.000754247,0.000136198,2.7772e-05,3.14269e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0,0,0,0.985897,0.00204142,0.00231009,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0,0,0,0.97206,0.00297796,0.00336988,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,0.00047138,9.52332e-05,0.000107767,4.57614e-05,9.22337e-06,1.04372e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.0023569,0.000530236,0.000600019,0.834303,0.00152936,0.00173064,-2.74765e-16,3.13366e-16,3.54608e-16,0,0,0,599.251,0.191766,0.217004,0.0023569,0.000530236,0.000600019,0.000228763,5.12425e-05,5.79863e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.000272109,0.00038482,0.000435465,0.940395,0.000399406,0.00045197,0,0,0,0,0,0,599.925,0.105826,0.119753,0.000272109,0.00038482,0.000435465,1.30402e-05,1.84416e-05,2.08687e-05
main_delay_ablation,main,06_analysis/paper_tables/round4_delay_ablation/aggregate_metrics.csv,3,uniform_random,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.00326531,0.000666528,0.000754247,0.89125,0.00182124,0.00206093,0,0,0,0.666667,0.942809,1.06689,599.22,0.125458,0.14197,0.00326398,0.000668158,0.000756092,0.000157014,3.23552e-05,3.66134e-05
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.298923,0.0105584,0.011948,0.494694,0.00634347,0.00717831,8.47087,1.94019,2.19553,697,17.2047,19.4689,501.741,5.69956,6.44966,0.262006,0.00857402,0.00970242,0.0256069,0.000905529,0.0010247
mobility_boundary,main_boundary,06_analysis/paper_tables/round5_mobility_transfer/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,,0.507205,0.0133826,0.0151438,0.330433,0.00864424,0.00978188,23.8905,3.74157,4.23399,6527,418.213,473.252,422.156,7.45251,8.43331,0.218848,0.00328134,0.00371318,0.0435202,0.0011399,0.00128991
