access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,access_gate_total,algorithm,approx_kl,clip_fraction,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,entropy,episode,episode_return_mean_per_agent,episode_return_sum,expert_bc_loss,expert_bc_weight,expert_protocol,final_model_exists,idle_actions,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_sensing_pd,mean_sensing_snr_db,mobility_model,moved_distance_mean_m,n_beams,n_nodes,p90_delay_censored,p95_delay_censored,p99_delay_censored,piggyback_sense_actions,policy_loss,protocol,run,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_detection_rate,sensing_false_alarm_ratio,sensing_miss_ratio,sensing_observations,sensing_target_observations,slots,step_reward_mean,step_reward_sum_mean,training_step,true_edges_seen,tx_actions,value_loss
707,0.23566666666666666,788,0.26266666666666666,1505,0.5016666666666667,3000,isac_mappo,0.0015563147043188286,0.0,1184,0.0206782464846981,0.02034174125305126,47.36,1,25,9.015506671474938,1.8148490952977259,0.009015506671474938,0.5555555555555556,1163,0.4194013703570141,13.775250000000002,0.5510100000000001,5.497486352920532,31,-23.388599395751953,-233.885986328125,3.771665096282959,0.15,budgeted_collision_aware_isac,True,125,0.0,2.3210434579500427,10,1.0,179.51111111111112,0.0,0.0,gauss_markov,2.8320971711670415,648,10,300.0,300.0,300.0,2773,-0.00041308633967584996,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1753,2773,110.92,20260782,20260782,102,0.0,0.0,0.0,0,0,300,-0.0779619961977005,-0.7796200513839722,9600,45,1020,8.266051769256592
774,0.258,785,0.26166666666666666,1441,0.48033333333333333,3000,isac_mappo,0.0013706586708626123,0.0,970,0.020202020202020204,0.019704433497536946,48.5,1,20,7.099751508697196,1.4294648440989903,0.007099751508697196,0.4444444444444444,1073,0.38090166844160456,13.99125,0.6995625000000001,5.2751336097717285,32,-22.372699737548828,-223.7270050048828,3.7883358001708984,0.15,budgeted_collision_aware_isac,True,109,0.0,1.8028524101211103,10,1.0,198.53333333333333,0.0,0.0,gauss_markov,2.9593000161088194,648,10,300.0,300.0,300.0,2817,-0.0001630554988127919,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1691,2817,140.85,20260783,20260783,74,0.0,0.0,0.0,0,0,300,-0.07457567006349564,-0.7457566261291504,9900,45,1126,6.236281633377075
720,0.24,800,0.26666666666666666,1480,0.49333333333333335,3000,isac_mappo,0.002093392755215362,0.00033333332976326346,948,0.021671826625386997,0.021148036253776436,45.142857142857146,1,21,7.417873542917697,1.4989828330775545,0.007417873542917697,0.4666666666666667,970,0.34263511126810314,14.0095,0.6671190476190476,5.03874659538269,33,-21.643997192382812,-216.4399871826172,3.6114540100097656,0.15,budgeted_collision_aware_isac,True,102,0.0,1.6275747084105496,10,1.0,202.48888888888888,0.0,0.0,gauss_markov,2.6822952684255026,648,10,300.0,300.0,300.0,2831,0.00022031530117061493,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1702,2831,134.8095238095238,20260784,20260784,67,0.0,0.0,0.0,0,0,300,-0.07214666157960892,-0.721466600894928,10200,45,1129,5.164304971694946
725,0.24166666666666667,820,0.2733333333333333,1455,0.485,3000,isac_mappo,0.0010281349097689407,0.0,799,0.023227383863080684,0.022511848341232227,42.05263157894737,1,19,6.690140845070422,1.3510630733129487,0.006690140845070422,0.4222222222222222,889,0.31302816901408453,14.063,0.7401578947368421,4.964901685714722,34,-20.613500595092773,-206.135009765625,3.62990939617157,0.15,budgeted_collision_aware_isac,True,92,0.0,1.4005344132585142,10,1.0,206.04444444444445,0.0,0.0,gauss_markov,2.8932620149634825,648,10,300.0,300.0,300.0,2840,0.0010029975799845658,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1704,2840,149.47368421052633,20260785,20260785,68,0.0,0.0,0.0,0,0,300,-0.06871166825294495,-0.6871166825294495,10500,45,1136,3.707200050354004
682,0.22733333333333333,812,0.27066666666666667,1506,0.502,3000,isac_mappo,-2.67164901113226e-05,0.0,983,0.016016016016016016,0.01556420233463035,61.4375,1,16,5.614035087719298,1.1267605633802815,0.005614035087719298,0.35555555555555557,796,0.2792982456140351,14.200000000000001,0.8875000000000001,4.7630228996276855,35,-22.92059898376465,-229.2060089111328,3.53070867061615,0.15,budgeted_collision_aware_isac,True,88,0.0,0.7598058992668623,10,1.0,216.3111111111111,0.0,0.0,gauss_markov,2.4632209778300047,648,10,300.0,300.0,300.0,2850,0.0007121569397856575,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1647,2850,178.125,20260786,20260786,62,0.0,0.0,0.0,0,0,300,-0.07640200108289719,-0.7640199661254883,10800,45,1203,5.742211103439331
648,0.216,867,0.289,1485,0.495,3000,isac_mappo,0.0003367147780179991,0.0,731,0.01879194630872483,0.01804123711340206,52.214285714285715,1,14,4.854368932038835,0.978849851424576,0.0048543689320388345,0.3111111111111111,752,0.260748959778086,14.302500000000002,1.021607142857143,4.608071565628052,36,-21.058399200439453,-210.58399963378906,3.7043038606643677,0.15,budgeted_collision_aware_isac,True,66,0.0,0.6010266405163126,10,1.0,222.17777777777778,0.0,0.0,gauss_markov,2.3016013513081894,648,10,300.0,300.0,300.0,2884,-9.556523809450823e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1659,2884,206.0,20260787,20260787,50,0.0,0.0,0.0,0,0,300,-0.07019466906785965,-0.7019466161727905,11100,45,1225,3.8057034015655518
717,0.239,787,0.2623333333333333,1496,0.49866666666666665,3000,isac_mappo,0.0009420909802431154,0.0,892,0.0187018701870187,0.01814300960512273,52.470588235294116,1,17,5.937827453719874,1.1904970325110733,0.005937827453719874,0.37777777777777777,748,0.26126440796367445,14.27975,0.8399852941176471,4.490722894668579,37,-21.932598114013672,-219.32598876953125,3.5593624114990234,0.15,budgeted_collision_aware_isac,True,79,0.0,0.9109913828374351,10,1.0,218.0888888888889,0.0,0.0,gauss_markov,2.3756368865413267,648,10,300.0,300.0,300.0,2863,-0.00021469084499337043,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1633,2863,168.41176470588235,20260788,20260788,58,0.0,0.0,0.0,0,0,300,-0.07310866564512253,-0.7310866117477417,11400,45,1230,4.1346824169158936
772,0.25733333333333336,823,0.2743333333333333,1405,0.4683333333333333,3000,isac_mappo,0.0002138792343904239,0.0,884,0.021040974529346623,0.02045209903121636,46.526315789473685,1,19,6.723283793347488,1.3637913399249912,0.006723283793347488,0.4222222222222222,661,0.23389950460014156,13.931750000000003,0.7332500000000002,4.553601503372192,38,-20.769100189208984,-207.69100952148438,3.476217746734619,0.15,budgeted_collision_aware_isac,True,111,0.0,1.6683345637206624,10,1.0,203.86666666666667,0.0,0.0,gauss_markov,2.1306036272561917,648,10,300.0,300.0,300.0,2826,-4.831679526162702e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1715,2826,148.73684210526315,20260789,20260789,63,0.0,0.0,0.0,0,0,300,-0.0692303329706192,-0.6923033595085144,11700,45,1111,3.327788472175598
729,0.243,821,0.27366666666666667,1450,0.48333333333333334,3000,isac_mappo,8.538752852471632e-05,0.0,836,0.02336448598130841,0.022701475595913734,41.8,1,20,7.067137809187279,1.4490128599891323,0.007067137809187279,0.4444444444444444,615,0.21731448763250882,13.8025,0.690125,4.5180909633636475,39,-20.022701263427734,-200.22698974609375,3.508751153945923,0.15,budgeted_collision_aware_isac,True,122,0.0,2.0844861870205174,10,1.0,199.9111111111111,0.0,0.0,gauss_markov,2.7191007319704674,648,10,300.0,300.0,300.0,2830,-9.538840919676161e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1748,2830,141.5,20260790,20260790,48,0.0,0.0,0.0,0,0,300,-0.06674233078956604,-0.6674233675003052,12000,45,1082,2.607815146446228
738,0.246,822,0.274,1440,0.48,3000,isac_mappo,5.705791561450013e-05,0.0,846,0.019698725376593278,0.019079685746352413,49.76470588235294,1,17,5.898681471200556,1.1904553491710579,0.005898681471200555,0.37777777777777777,599,0.20784177654406663,14.28025,0.8400147058823529,4.362475395202637,40,-21.168899536132812,-211.68898010253906,3.564881205558777,0.15,budgeted_collision_aware_isac,True,73,0.0,0.5817913649064569,10,1.0,215.75555555555556,0.0,0.0,gauss_markov,2.6638654683366374,648,10,300.0,300.0,300.0,2882,-0.00014576101927854523,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1650,2882,169.52941176470588,20260791,20260791,45,0.0,0.0,0.0,0,0,300,-0.07056299597024918,-0.7056300044059753,12300,45,1232,3.411069631576538
754,0.25133333333333335,844,0.2813333333333333,1402,0.4673333333333333,3000,isac_mappo,9.932358666749769e-06,0.0,726,0.017591339648173207,0.016861219195849545,55.84615384615385,1,13,4.506065857885615,0.9075043630017451,0.004506065857885615,0.28888888888888886,696,0.24124783362218372,14.325000000000001,1.101923076923077,4.3672935962677,41,-21.08319854736328,-210.83200073242188,3.633434534072876,0.15,budgeted_collision_aware_isac,True,68,0.0,0.5422794871706367,10,1.0,230.24444444444444,0.0,0.0,gauss_markov,2.4315200909780383,648,10,300.0,300.0,300.0,2885,-0.00010221608619520595,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1642,2885,221.92307692307693,20260792,20260792,47,0.0,0.0,0.0,0,0,300,-0.07027733325958252,-0.7027733325958252,12600,45,1243,2.5634841918945312
755,0.25166666666666665,834,0.278,1411,0.4703333333333333,3000,isac_mappo,0.0002637615262064408,0.0,910,0.017278617710583154,0.016753926701570682,56.875,1,16,5.553627212773343,1.1322023104003396,0.0055536272127733426,0.35555555555555557,613,0.2127733425893787,14.131750000000002,0.8832343750000001,4.480027198791504,42,-21.725997924804688,-217.25999450683594,3.4977545738220215,0.15,budgeted_collision_aware_isac,True,87,0.0,1.3356780288834351,10,1.0,215.4,0.0,0.0,gauss_markov,2.601192710388653,648,10,300.0,300.0,300.0,2881,-0.00041586835853113513,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1684,2881,180.0625,20260793,20260793,32,0.0,0.0,0.0,0,0,300,-0.07242000102996826,-0.7242000102996826,12900,45,1197,2.9392939805984497
780,0.26,854,0.2846666666666667,1366,0.4553333333333333,3000,isac_mappo,0.00019694752137489058,0.0,770,0.021601016518424398,0.020858895705521473,45.294117647058826,1,17,5.941978329255505,1.2029436739315027,0.005941978329255505,0.37777777777777777,663,0.2317371548409647,14.132000000000003,0.831294117647059,4.625959396362305,43,-20.416000366210938,-204.16000366210938,3.4498746395111084,0.15,budgeted_collision_aware_isac,True,96,0.0,1.1363981474224083,10,1.0,216.77777777777777,0.0,0.0,gauss_markov,2.858274730151149,648,10,300.0,300.0,300.0,2861,-0.0003273432273402932,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1658,2861,168.2941176470588,20260794,20260794,43,0.0,0.0,0.0,0,0,300,-0.06805333495140076,-0.680533230304718,13200,45,1203,2.115211606025696
762,0.254,899,0.2996666666666667,1339,0.44633333333333336,3000,isac_mappo,0.0004137769239798139,0.0,929,0.02107481559536354,0.02053388090349076,46.45,1,20,7.057163020465773,1.4286479632837474,0.007057163020465773,0.4444444444444444,687,0.2424135497529993,13.99925,0.6999625,4.762825965881348,44,-20.95309829711914,-209.531005859375,3.420642375946045,0.15,budgeted_collision_aware_isac,True,109,0.0,0.9218686652327788,10,1.0,203.0222222222222,0.0,0.0,gauss_markov,2.6057172410930547,648,10,300.0,300.0,300.0,2834,3.66842734802475e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1687,2834,141.7,20260795,20260795,57,0.0,0.0,0.0,0,0,300,-0.06984367221593857,-0.6984366178512573,13500,45,1147,1.954820156097412
747,0.249,828,0.276,1425,0.475,3000,isac_mappo,-6.370508746478265e-05,0.0,891,0.018722466960352423,0.018162393162393164,52.411764705882355,1,17,5.923344947735192,1.1862396204033214,0.005923344947735192,0.37777777777777777,753,0.26236933797909406,14.331,0.843,4.788478851318359,45,-21.985097885131836,-219.85098266601562,3.516170859336853,0.15,budgeted_collision_aware_isac,True,84,0.0,0.6021221507368058,10,1.0,215.35555555555555,0.0,0.0,gauss_markov,2.5357770358948035,648,10,300.0,300.0,300.0,2870,-0.00012111655789581732,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1593,2870,168.8235294117647,20260796,20260796,46,0.0,0.0,0.0,0,0,300,-0.07328365743160248,-0.7328366041183472,13800,45,1277,2.756778836250305
790,0.2633333333333333,835,0.2783333333333333,1375,0.4583333333333333,3000,isac_mappo,-0.00014943379101656218,0.0,916,0.020320855614973262,0.019771071800208116,48.21052631578947,1,19,6.638714185883997,1.342969730169108,0.006638714185883997,0.4222222222222222,757,0.2645003494060098,14.147750000000002,0.7446184210526317,4.862957239151001,46,-21.49650001525879,-214.96499633789062,3.5211522579193115,0.15,budgeted_collision_aware_isac,True,95,0.0,1.1969881221944132,10,1.0,211.75555555555556,0.0,0.0,gauss_markov,2.3663109978349413,648,10,300.0,300.0,300.0,2862,-8.492310863639219e-06,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1653,2862,150.6315789473684,20260797,20260797,43,0.0,0.0,0.0,0,0,300,-0.07165499776601791,-0.7165499925613403,14100,45,1209,2.1262638568878174
746,0.24866666666666667,860,0.2866666666666667,1394,0.4646666666666667,3000,isac_mappo,-0.00011443056676463392,0.0,774,0.020253164556962026,0.019536019536019536,48.375,1,16,5.555555555555555,1.122216377345257,0.005555555555555556,0.35555555555555557,776,0.26944444444444443,14.2575,0.89109375,4.859720230102539,47,-21.002798080444336,-210.0279998779297,3.3344202041625977,0.15,budgeted_collision_aware_isac,True,78,0.0,1.2135514797742015,10,1.0,222.53333333333333,0.0,0.0,gauss_markov,1.8086094955269751,648,10,300.0,300.0,300.0,2880,-0.0002277898771378961,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1647,2880,180.0,20260798,20260798,42,0.0,0.0,0.0,0,0,300,-0.07000933587551117,-0.7000933885574341,14400,45,1233,1.7825498580932617
746,0.24866666666666667,823,0.2743333333333333,1431,0.477,3000,isac_mappo,5.8689555026969487e-05,0.0,976,0.019095477386934675,0.01860920666013712,51.36842105263158,1,19,6.725663716814159,1.3527945888216446,0.006725663716814159,0.4222222222222222,782,0.2768141592920354,14.045000000000002,0.7392105263157895,4.918657064437866,48,-21.979801177978516,-219.79800415039062,3.4672123193740845,0.15,budgeted_collision_aware_isac,True,116,0.0,1.837061243061774,10,1.0,201.93333333333334,0.0,0.0,gauss_markov,2.7091921221248225,648,10,300.0,300.0,300.0,2825,-7.729761168562277e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1644,2825,148.68421052631578,20260799,20260799,59,0.0,0.0,0.0,0,0,300,-0.07326599955558777,-0.7326599955558777,14700,45,1181,1.973164975643158
695,0.23166666666666666,855,0.285,1450,0.48333333333333334,3000,isac_mappo,-0.0002852279857421536,0.0,883,0.01670378619153675,0.016163793103448277,58.86666666666667,1,15,5.255781359495445,1.0548894124265973,0.005255781359495445,0.3333333333333333,788,0.27610371408549406,14.2195,0.9479666666666666,4.867496490478516,49,-22.190500259399414,-221.90499877929688,3.382492423057556,0.15,budgeted_collision_aware_isac,True,94,0.0,0.7437026673635342,10,1.0,219.2,0.0,0.0,gauss_markov,2.394301471671677,648,10,300.0,300.0,300.0,2854,-0.0006732126972632813,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1620,2854,190.26666666666668,20260800,20260800,52,0.0,0.0,0.0,0,0,300,-0.07396833598613739,-0.7396833300590515,15000,45,1234,2.038403868675232
716,0.23866666666666667,861,0.287,1423,0.47433333333333333,3000,isac_mappo,0.0003021672880276771,0.0,843,0.019767441860465116,0.019144144144144143,49.588235294117645,1,17,5.944055944055944,1.1820947414167753,0.005944055944055944,0.37777777777777777,788,0.2755244755244755,14.38125,0.8459558823529412,4.9299156665802,50,-21.409297943115234,-214.09300231933594,3.5300049781799316,0.15,budgeted_collision_aware_isac,True,93,0.0,0.7324652237895461,10,1.0,217.4,0.0,0.0,gauss_markov,2.4485609647840296,648,10,300.0,300.0,300.0,2860,-3.073358432992279e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1542,2860,168.23529411764707,20260801,20260801,47,0.0,0.0,0.0,0,0,300,-0.07136433571577072,-0.7136433124542236,15300,45,1318,1.733030378818512
706,0.23533333333333334,890,0.2966666666666667,1404,0.468,3000,isac_mappo,0.00023368025229619782,0.0,1120,0.015817223198594025,0.015450643776824034,62.22222222222222,1,18,6.278339727938612,1.2648221343873516,0.006278339727938612,0.4,811,0.2828740844087897,14.231250000000001,0.790625,4.96208119392395,51,-24.03030014038086,-240.30299377441406,3.4158236980438232,0.15,budgeted_collision_aware_isac,True,93,0.0,1.547822524827287,10,1.0,211.42222222222222,0.0,0.0,gauss_markov,2.4403834160347264,648,10,300.0,300.0,300.0,2867,-0.00024152024629664481,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1617,2867,159.27777777777777,20260802,20260802,40,0.0,0.0,0.0,0,0,300,-0.08010099828243256,-0.8010099530220032,15600,45,1250,2.643170475959778
734,0.24466666666666667,912,0.304,1354,0.4513333333333333,3000,isac_mappo,-0.0003183079129085442,0.0,918,0.024442082890541977,0.023883696780893044,39.91304347826087,1,23,8.107155445893548,1.6855682380315493,0.008107155445893549,0.5111111111111111,744,0.262248854423687,13.64525,0.5932717391304348,5.001984357833862,52,-20.931697845458984,-209.31698608398438,3.36604380607605,0.15,budgeted_collision_aware_isac,True,125,0.0,2.5614257972196466,10,1.0,185.2888888888889,0.0,0.0,gauss_markov,2.3138325392458663,648,10,300.0,300.0,300.0,2837,2.802117739819643e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1818,2837,123.34782608695652,20260803,20260803,38,0.0,0.0,0.0,0,0,300,-0.06977232545614243,-0.6977233290672302,15900,45,1019,1.5469801425933838
768,0.256,910,0.30333333333333334,1322,0.44066666666666665,3000,isac_mappo,0.0016623804327098313,0.0,799,0.025609756097560974,0.024881516587677725,38.04761904761905,1,21,7.428369296073576,1.5372227508967131,0.007428369296073576,0.4666666666666667,732,0.25893172974885037,13.661000000000001,0.6505238095238096,4.93441367149353,53,-20.061397552490234,-200.61399841308594,3.3481425046920776,0.15,budgeted_collision_aware_isac,True,116,0.0,2.045139047552971,10,1.0,192.26666666666668,0.0,0.0,gauss_markov,2.2695381812850313,648,10,300.0,300.0,300.0,2827,-0.000911113882126946,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1836,2827,134.61904761904762,20260804,20260804,57,0.0,0.0,0.0,0,0,300,-0.06687133014202118,-0.6687132716178894,16200,45,991,1.8089284300804138
774,0.258,904,0.30133333333333334,1322,0.44066666666666665,3000,isac_mappo,0.0014395485622809012,0.0,740,0.02631578947368421,0.025477707006369428,37.0,1,20,6.932409012131715,1.460546974842078,0.006932409012131715,0.4444444444444444,727,0.2519930675909879,13.693500000000002,0.6846750000000001,4.7318031787872314,54,-20.047199249267578,-200.47198486328125,3.474534749984741,0.15,budgeted_collision_aware_isac,True,86,0.0,1.6079903127216804,10,1.0,201.8,0.0,0.0,gauss_markov,3.129748499098855,648,10,300.0,300.0,300.0,2885,-0.0010748380577814132,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1906,2885,144.25,20260805,20260805,29,0.0,0.0,0.0,0,0,300,-0.06682399660348892,-0.6682400107383728,16500,45,979,1.515353500843048
808,0.2693333333333333,852,0.284,1340,0.44666666666666666,3000,isac_mappo,0.0008576453922627403,0.0,778,0.022613065326633167,0.02187120291616039,43.22222222222222,1,18,6.232686980609419,1.3075693738195555,0.006232686980609419,0.4,732,0.25346260387811637,13.766,0.7647777777777778,4.570203065872192,55,-20.94839859008789,-209.4840087890625,3.412506103515625,0.15,budgeted_collision_aware_isac,True,80,0.0,0.5285815322794336,10,1.0,210.6,0.0,0.0,gauss_markov,2.8616948462781395,648,10,300.0,300.0,300.0,2888,6.180668117750088e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1887,2888,160.44444444444446,20260806,20260806,32,0.0,0.0,0.0,0,0,300,-0.06982800364494324,-0.6982800364494324,16800,45,1001,1.8326175808906555
818,0.27266666666666667,862,0.28733333333333333,1320,0.44,3000,isac_mappo,0.0004918746165931687,0.0,948,0.017616580310880828,0.017119838872104734,55.76470588235294,1,17,5.870165745856354,1.2160446359913446,0.005870165745856353,0.37777777777777777,658,0.2272099447513812,13.97975,0.8223382352941176,4.536335229873657,56,-22.059900283813477,-220.5989990234375,3.3174885511398315,0.15,budgeted_collision_aware_isac,True,79,0.0,1.4191400407937576,10,1.0,213.0888888888889,0.0,0.0,gauss_markov,2.3077713085515748,648,10,300.0,300.0,300.0,2896,0.00034155559710535854,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1783,2896,170.35294117647058,20260807,20260807,25,0.0,0.0,0.0,0,0,300,-0.07353299856185913,-0.7353299856185913,17100,45,1113,1.866283655166626
808,0.2693333333333333,799,0.2663333333333333,1393,0.4643333333333333,3000,isac_mappo,0.0005819406352626233,0.0,701,0.027739251040221916,0.02680965147453083,35.05,2,20,6.90846286701209,1.439211312200914,0.0069084628670120895,0.4444444444444444,621,0.21450777202072538,13.8965,0.694825,4.5828375816345215,57,-19.288400650024414,-192.88400268554688,3.372809886932373,0.15,budgeted_collision_aware_isac,True,82,0.1,4.440978932669195e-16,9,0.9,206.06666666666666,0.0,0.0,gauss_markov,2.362181847118286,648,10,300.0,300.0,300.0,2895,3.905709422546977e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1816,2895,144.75,20260808,20260808,23,0.0,0.0,0.0,0,0,300,-0.06429466605186462,-0.6429466605186462,17400,45,1079,1.6766294240951538
802,0.2673333333333333,914,0.30466666666666664,1284,0.428,3000,isac_mappo,0.0004988188178588482,0.0,829,0.0166073546856465,0.016018306636155607,59.214285714285715,1,14,4.815961472308222,0.9896440815749478,0.004815961472308222,0.3111111111111111,607,0.2088063295493636,14.146500000000001,1.0104642857142858,4.415989637374878,58,-21.776599884033203,-217.7659912109375,3.2984408140182495,0.15,budgeted_collision_aware_isac,True,66,0.0,0.6658687067665592,10,1.0,222.33333333333334,0.0,0.0,gauss_markov,2.862638897993386,648,10,300.0,300.0,300.0,2907,-7.144062025088438e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1737,2907,207.64285714285714,20260809,20260809,27,0.0,0.0,0.0,0,0,300,-0.07258866727352142,-0.7258867025375366,17700,45,1170,1.7715546488761902
831,0.277,874,0.29133333333333333,1295,0.43166666666666664,3000,isac_mappo,0.0004939303328282962,0.0,702,0.025,0.024096385542168676,39.0,1,18,6.232686980609419,1.281640499839795,0.006232686980609419,0.4,585,0.2025623268698061,14.0445,0.78025,4.453250169754028,59,-19.64229965209961,-196.42300415039062,3.2515658140182495,0.15,budgeted_collision_aware_isac,True,90,0.0,0.7223976437183712,10,1.0,216.62222222222223,0.0,0.0,gauss_markov,3.002609389064184,648,10,300.0,300.0,300.0,2888,0.00047751864891809603,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1719,2888,160.44444444444446,20260810,20260810,22,0.0,0.0,0.0,0,0,300,-0.06547433137893677,-0.6547433137893677,18000,45,1169,1.702778935432434
857,0.2856666666666667,838,0.2793333333333333,1305,0.435,3000,isac_mappo,8.806765209490308e-05,0.0,542,0.023423423423423424,0.022146507666098807,41.69230769230769,2,13,4.458161865569273,0.887326587376073,0.004458161865569273,0.28888888888888886,589,0.20198902606310012,14.650749999999999,1.1269807692307692,4.332266092300415,60,-19.252599716186523,-192.52601623535156,3.200827956199646,0.15,budgeted_collision_aware_isac,True,59,0.1,2.226248044827176e-15,9,0.9,241.86666666666667,0.0,0.0,gauss_markov,2.835319041532139,648,10,300.0,300.0,300.0,2916,8.190464653345941e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1505,2916,224.30769230769232,20260811,20260811,25,0.0,0.0,0.0,0,0,300,-0.06417533755302429,-0.6417532563209534,18300,45,1411,1.506287157535553
828,0.276,882,0.294,1290,0.43,3000,isac_mappo,0.00011766447454775175,0.0,992,0.019762845849802372,0.019286403085824494,49.6,1,20,6.988120195667365,1.4207824959596498,0.0069881201956673656,0.4444444444444444,549,0.1918238993710692,14.07675,0.7038375,4.6659626960754395,61,-21.671899795532227,-216.718994140625,3.32990825176239,0.15,budgeted_collision_aware_isac,True,115,0.0,1.621085678791867,10,1.0,206.0,0.0,0.0,gauss_markov,2.627790868397292,648,10,300.0,300.0,300.0,2862,-0.0005998252967063245,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1631,2862,143.1,20260812,20260812,23,0.0,0.0,0.0,0,0,300,-0.07223966717720032,-0.7223966717720032,18600,45,1231,1.614625632762909
852,0.284,825,0.275,1323,0.441,3000,isac_mappo,0.0001396562724060857,0.0,979,0.02002002002002002,0.01953125,48.95,1,20,7.047216349541931,1.4396256973186972,0.007047216349541931,0.4444444444444444,617,0.21740662438336858,13.8925,0.694625,4.678016901016235,62,-21.513599395751953,-215.135986328125,3.2681621313095093,0.15,budgeted_collision_aware_isac,True,138,0.0,1.5217204277004166,10,1.0,200.6,0.0,0.0,gauss_markov,3.011947899791996,648,10,300.0,300.0,300.0,2838,-0.00016946498044623226,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1657,2838,141.9,20260813,20260813,24,0.0,0.0,0.0,0,0,300,-0.07171199470758438,-0.7171199321746826,18900,45,1181,1.8607659339904785
824,0.27466666666666667,825,0.275,1351,0.4503333333333333,3000,isac_mappo,0.00012300795266240172,0.0,759,0.02064516129032258,0.01990049751243781,47.4375,1,16,5.53059108192188,1.1147301133889536,0.00553059108192188,0.35555555555555557,565,0.1952989975803664,14.353250000000001,0.8970781250000001,4.528632879257202,63,-20.36269760131836,-203.62698364257812,3.2508366107940674,0.15,budgeted_collision_aware_isac,True,93,0.0,0.8184469333171013,10,1.0,226.22222222222223,0.0,0.0,gauss_markov,2.738896224533655,648,10,300.0,300.0,300.0,2893,-0.000447755648133652,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1556,2893,180.8125,20260814,20260814,14,0.0,0.0,0.0,0,0,300,-0.06787566095590591,-0.6787566542625427,19200,45,1337,1.5587831735610962
