access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,access_gate_total,algorithm,approx_kl,clip_fraction,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,entropy,episode,episode_return_mean_per_agent,episode_return_sum,expert_bc_loss,expert_bc_weight,expert_protocol,final_model_exists,idle_actions,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_sensing_pd,mean_sensing_snr_db,mobility_model,moved_distance_mean_m,n_beams,n_nodes,p90_delay_censored,p95_delay_censored,p99_delay_censored,piggyback_sense_actions,policy_loss,protocol,run,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_detection_rate,sensing_false_alarm_ratio,sensing_miss_ratio,sensing_observations,sensing_target_observations,slots,step_reward_mean,step_reward_sum_mean,training_step,true_edges_seen,tx_actions,value_loss
742,0.24733333333333332,712,0.23733333333333334,1546,0.5153333333333333,3000,isac_mappo,-8.323117233033361e-05,0.0,665,0.036231884057971016,0.035211267605633804,26.6,1,25,9.904912836767036,1.8022239443473242,0.009904912836767036,0.5555555555555556,2071,0.8205229793977813,13.871750000000002,0.5548700000000001,6.638334274291992,10,-18.836101531982422,-188.3610076904297,6.6598594188690186,0.15,budgeted_collision_aware_isac,True,183,0.0,2.1475172469412898,10,1.0,190.24444444444444,0.0,0.0,gauss_markov,2.5935711448639074,648,10,300.0,300.0,300.0,2524,0.00033610089301561175,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1538,2524,100.96,20260761,20260761,293,0.0,0.0,0.0,0,0,300,-0.0627870038151741,-0.6278699636459351,3300,45,986,10.60381031036377
742,0.24733333333333332,720,0.24,1538,0.5126666666666667,3000,isac_mappo,0.0002509042953606766,0.0,780,0.02743142144638404,0.02666666666666667,35.45454545454545,1,22,8.74056416368693,1.5889926147956879,0.00874056416368693,0.4888888888888889,2060,0.8184346444179579,13.845250000000002,0.6293295454545456,6.634773015975952,11,-20.697101593017578,-206.97097778320312,6.4830474853515625,0.15,budgeted_collision_aware_isac,True,189,0.0,1.8159097322929278,10,1.0,196.8,0.0,0.0,gauss_markov,2.7020218376110647,648,10,300.0,300.0,300.0,2517,0.00018034808015521264,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1534,2517,114.4090909090909,20260762,20260762,294,0.0,0.0,0.0,0,0,300,-0.0689903274178505,-0.6899033188819885,3600,45,983,13.818888187408447
771,0.257,693,0.231,1536,0.512,3000,isac_mappo,3.877977456423487e-05,0.0,724,0.03337783711615487,0.032509752925877766,28.96,1,25,9.823182711198427,1.8114957520424613,0.009823182711198428,0.5555555555555556,2041,0.8019646365422397,13.80075,0.55203,6.631042957305908,12,-19.48780059814453,-194.8780059814453,6.412787199020386,0.15,budgeted_collision_aware_isac,True,195,0.0,2.337921178524876,10,1.0,187.51111111111112,0.0,0.0,gauss_markov,2.0066056496006746,648,10,300.0,300.0,300.0,2545,-0.00018140387965814853,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1539,2545,101.8,20260763,20260763,260,0.0,0.0,0.0,0,0,300,-0.0649593323469162,-0.6495932936668396,3900,45,1006,11.397784233093262
772,0.25733333333333336,700,0.23333333333333334,1528,0.5093333333333333,3000,isac_mappo,0.0002817400572820983,0.0,745,0.028683181225554105,0.027848101265822784,33.86363636363637,1,22,8.419441255262152,1.5500325859123176,0.008419441255262151,0.4888888888888889,2121,0.8117106773823192,14.193249999999999,0.6451477272727272,6.575592756271362,13,-20.752099990844727,-207.52099609375,6.416402339935303,0.15,budgeted_collision_aware_isac,True,149,0.0,2.102198241322729,10,1.0,202.0222222222222,0.0,0.0,gauss_markov,2.4842361644296855,648,10,300.0,300.0,300.0,2613,0.0001098483435537645,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1475,2613,118.77272727272727,20260764,20260764,238,0.0,0.0,0.0,0,0,300,-0.069173663854599,-0.6917366981506348,4200,45,1138,12.356937408447266
776,0.25866666666666666,739,0.24633333333333332,1485,0.495,3000,isac_mappo,0.00017425783933144867,0.0,730,0.02796271637816245,0.027096774193548386,34.76190476190476,1,21,8.130081300813009,1.4885171533881485,0.008130081300813009,0.4666666666666667,2072,0.8021680216802168,14.108,0.6718095238095239,6.5662102699279785,14,-20.496801376342773,-204.96800231933594,6.330187797546387,0.15,budgeted_collision_aware_isac,True,160,0.0,1.3286607561210872,10,1.0,198.3111111111111,0.0,0.0,gauss_markov,2.7780059136646615,648,10,300.0,300.0,300.0,2583,-0.00010547987796627467,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1486,2583,123.0,20260765,20260765,257,0.0,0.0,0.0,0,0,300,-0.06832266598939896,-0.6832266449928284,4500,45,1097,11.854921817779541
742,0.24733333333333332,690,0.23,1568,0.5226666666666666,3000,isac_mappo,5.847811864800878e-05,0.0,864,0.024830699774266364,0.0242024202420242,39.27272727272727,1,22,8.517228029423151,1.5903422850327105,0.008517228029423151,0.4888888888888889,2039,0.7893921796360821,13.8335,0.6287954545454546,6.61053204536438,15,-21.892601013183594,-218.92601013183594,6.220823049545288,0.15,budgeted_collision_aware_isac,True,198,0.0,2.4467561501376505,10,1.0,192.11111111111111,0.0,0.0,gauss_markov,2.440381361627369,648,10,300.0,300.0,300.0,2583,-7.680161708378819e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1514,2583,117.4090909090909,20260766,20260766,219,0.0,0.0,0.0,0,0,300,-0.07297533750534058,-0.729753315448761,4800,45,1069,13.515875339508057
755,0.25166666666666665,717,0.239,1528,0.5093333333333333,3000,isac_mappo,0.000662649999062237,0.0,804,0.026634382566585957,0.02591283863368669,36.54545454545455,1,22,8.261359369132558,1.547797027526163,0.008261359369132557,0.4888888888888889,2075,0.7791963950431844,14.213750000000001,0.6460795454545455,6.532824516296387,16,-21.489999771118164,-214.90000915527344,6.180464506149292,0.15,budgeted_collision_aware_isac,True,127,0.0,1.9086760334168504,10,1.0,207.57777777777778,0.0,0.0,gauss_markov,3.0067959905402866,648,10,300.0,300.0,300.0,2663,3.564286204849054e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1528,2663,121.04545454545455,20260767,20260767,210,0.0,0.0,0.0,0,0,300,-0.07163333892822266,-0.7163333892822266,5100,45,1135,12.728325843811035
754,0.25133333333333335,705,0.235,1541,0.5136666666666667,3000,isac_mappo,-0.0003878040051398246,0.0,1094,0.02146690518783542,0.021071115013169446,45.583333333333336,1,24,9.23432089265102,1.7417493695230148,0.00923432089265102,0.5333333333333333,2012,0.7741439015005771,13.77925,0.5741354166666667,6.621993064880371,17,-23.66670036315918,-236.6669921875,6.091530084609985,0.15,budgeted_collision_aware_isac,True,205,0.0,2.455824319153852,10,1.0,175.62222222222223,0.0,0.0,gauss_markov,2.3665283053080737,648,10,300.0,300.0,300.0,2599,-0.0001932320608766247,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1521,2599,108.29166666666667,20260768,20260768,196,0.0,0.0,0.0,0,0,300,-0.07888899743556976,-0.7888899445533752,5400,45,1078,15.699828147888184
746,0.24866666666666667,691,0.23033333333333333,1563,0.521,3000,isac_mappo,0.00043242495142237214,0.0,997,0.02446183953033268,0.02399232245681382,39.88,1,25,9.534706331045005,1.7765460391906058,0.009534706331045004,0.5555555555555556,2019,0.7700228832951945,14.072249999999999,0.5628899999999999,6.55259108543396,18,-22.83530044555664,-228.35299682617188,5.988018989562988,0.15,budgeted_collision_aware_isac,True,169,0.0,2.7467310702483836,10,1.0,188.44444444444446,0.0,0.0,gauss_markov,2.672191976239554,648,10,300.0,300.0,300.0,2622,2.8114160478764916e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1478,2622,104.88,20260769,20260769,209,0.0,0.0,0.0,0,0,300,-0.07611766457557678,-0.7611767053604126,5700,45,1144,13.294381618499756
774,0.258,717,0.239,1509,0.503,3000,isac_mappo,9.262478683377817e-05,0.0,881,0.02759381898454746,0.026997840172786176,35.24,1,25,9.384384384384385,1.7639484221481363,0.009384384384384385,0.5555555555555556,1973,0.7406156156156156,14.17275,0.56691,6.5143561363220215,19,-21.616701126098633,-216.16702270507812,5.901134490966797,0.15,budgeted_collision_aware_isac,True,147,0.0,2.5539373171808784,10,1.0,189.2,0.0,0.0,gauss_markov,2.656809206481851,648,10,300.0,300.0,300.0,2664,-0.00016392207250248703,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1491,2664,106.56,20260770,20260770,189,0.0,0.0,0.0,0,0,300,-0.07205567508935928,-0.7205566167831421,6000,45,1173,10.744705200195312
759,0.253,683,0.22766666666666666,1558,0.5193333333333333,3000,isac_mappo,0.00015649442560972116,0.0,877,0.026637069922308545,0.026030368763557483,36.541666666666664,1,24,9.080590238365494,1.687645031994937,0.009080590238365494,0.5333333333333333,1904,0.7203934922436626,14.221,0.5925416666666666,6.503130674362183,20,-21.69070053100586,-216.90699768066406,5.775351047515869,0.15,budgeted_collision_aware_isac,True,156,0.0,2.564782857677445,10,1.0,189.33333333333334,0.0,0.0,gauss_markov,2.243542749938681,648,10,300.0,300.0,300.0,2643,8.075253454009612e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1441,2643,110.125,20260771,20260771,201,0.0,0.0,0.0,0,0,300,-0.07230233401060104,-0.7230233550071716,6300,45,1202,10.368009090423584
711,0.237,709,0.23633333333333334,1580,0.5266666666666666,3000,isac_mappo,4.424512321321572e-05,0.0,989,0.02561576354679803,0.025145067698259187,38.03846153846154,1,26,9.78547233722243,1.8689573374546236,0.00978547233722243,0.5777777777777777,1875,0.7056831012420023,13.911500000000002,0.5350576923076924,6.480800151824951,21,-22.391300201416016,-223.91297912597656,5.6330671310424805,0.15,budgeted_collision_aware_isac,True,166,0.0,3.0455239523721938,10,1.0,180.06666666666666,0.0,0.0,gauss_markov,2.394418131468998,648,10,300.0,300.0,300.0,2657,0.00034577925604151183,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1567,2657,102.1923076923077,20260772,20260772,177,0.0,0.0,0.0,0,0,300,-0.07463765889406204,-0.746376633644104,6600,45,1090,11.301595687866211
744,0.248,733,0.24433333333333335,1523,0.5076666666666667,3000,isac_mappo,0.0002865320152292683,0.0,787,0.0343558282208589,0.03365384615384615,28.107142857142858,1,28,10.347376201034738,2.003147803691515,0.010347376201034738,0.6222222222222222,1876,0.6932742054693274,13.978000000000002,0.4992142857142858,6.403462171554565,22,-20.097198486328125,-200.9720001220703,5.536101341247559,0.15,budgeted_collision_aware_isac,True,136,0.0,3.6803104993580966,10,1.0,186.7111111111111,0.0,0.0,gauss_markov,2.8718231379304138,648,10,300.0,300.0,300.0,2706,-0.00011038295705390055,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1620,2706,96.64285714285714,20260773,20260773,158,0.0,0.0,0.0,0,0,300,-0.06699066609144211,-0.6699066162109375,6900,45,1086,7.496198892593384
708,0.236,739,0.24633333333333332,1553,0.5176666666666667,3000,isac_mappo,0.00032305523481529486,0.0,908,0.023655913978494623,0.023084994753410283,41.27272727272727,1,22,8.052708638360176,1.5598411798071468,0.008052708638360176,0.4888888888888889,1829,0.6694729136163983,14.104000000000001,0.6410909090909092,6.349103212356567,23,-22.457399368286133,-224.57398986816406,5.3783369064331055,0.15,budgeted_collision_aware_isac,True,128,0.0,2.2497778838467823,10,1.0,200.88888888888889,0.0,0.0,gauss_markov,2.8669607999167583,648,10,300.0,300.0,300.0,2732,-0.00014962680761954061,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1580,2732,124.18181818181819,20260774,20260774,140,0.0,0.0,0.0,0,0,300,-0.07485799491405487,-0.7485799789428711,7200,45,1152,10.831165790557861
764,0.25466666666666665,753,0.251,1483,0.49433333333333335,3000,isac_mappo,0.0002678102306088448,0.0,858,0.028312570781426953,0.02768549280177187,34.32,1,25,9.211495946941783,1.7714791851195748,0.009211495946941784,0.5555555555555556,1704,0.627855563743552,14.1125,0.5645,6.299619197845459,24,-20.85919952392578,-208.59201049804688,5.181248664855957,0.15,budgeted_collision_aware_isac,True,130,0.0,2.326206044942408,10,1.0,187.37777777777777,0.0,0.0,gauss_markov,2.9166229997284265,648,10,300.0,300.0,300.0,2714,-1.8229404215475142e-05,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1570,2714,108.56,20260775,20260775,156,0.0,0.0,0.0,0,0,300,-0.0695306733250618,-0.6953067183494568,7500,45,1144,8.545668125152588
778,0.25933333333333336,735,0.245,1487,0.49566666666666664,3000,isac_mappo,0.001088234586330783,0.0,1085,0.02252252252252252,0.022123893805309734,43.4,1,25,9.279881217520416,1.8013474078610803,0.009279881217520415,0.5555555555555556,1743,0.6469933184855234,13.878499999999999,0.55514,6.27542781829834,25,-23.479398727416992,-234.79397583007812,5.029505968093872,0.15,budgeted_collision_aware_isac,True,154,0.0,2.1804511384844147,10,1.0,182.44444444444446,0.0,0.0,gauss_markov,2.3801620001796753,648,10,300.0,300.0,300.0,2694,0.0001356976067157234,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1618,2694,107.76,20260776,20260776,152,0.0,0.0,0.0,0,0,300,-0.07826466113328934,-0.782646656036377,7800,45,1076,12.000249862670898
713,0.23766666666666666,755,0.25166666666666665,1532,0.5106666666666667,3000,isac_mappo,-0.0006512905461714125,0.0,956,0.029441624365482234,0.028971028971028972,32.96551724137931,1,29,10.595542564852028,2.1044610946826072,0.010595542564852027,0.6444444444444445,1557,0.5688710266715382,13.78025,0.4751810344827586,6.1514976024627686,26,-21.04439926147461,-210.44398498535156,4.820164918899536,0.15,budgeted_collision_aware_isac,True,145,0.0,3.093412486249295,10,1.0,187.24444444444444,0.0,0.0,gauss_markov,2.5494275763605945,648,10,300.0,300.0,300.0,2737,0.0006754428424553538,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1693,2737,94.37931034482759,20260777,20260777,118,0.0,0.0,0.0,0,0,300,-0.07014799863100052,-0.701479971408844,8100,45,1044,8.045325756072998
772,0.25733333333333336,713,0.23766666666666666,1515,0.505,3000,isac_mappo,0.00034790141042317924,0.0,765,0.02918781725888325,0.028395061728395062,33.26086956521739,1,23,8.427995602784902,1.671329433564655,0.008427995602784902,0.5111111111111111,1517,0.5558812751923782,13.761500000000002,0.5983260869565218,6.072820663452148,27,-20.414600372314453,-204.14599609375,4.647740840911865,0.15,budgeted_collision_aware_isac,True,142,0.0,1.4737079957111736,10,1.0,189.82222222222222,0.0,0.0,gauss_markov,3.3532874941640087,648,10,300.0,300.0,300.0,2729,0.00040837685375905153,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1711,2729,118.65217391304348,20260778,20260778,129,0.0,0.0,0.0,0,0,300,-0.06804866343736649,-0.6804866194725037,8400,45,1018,6.236807823181152
752,0.25066666666666665,743,0.24766666666666667,1505,0.5016666666666667,3000,isac_mappo,0.0012610720486069815,0.0,883,0.028602860286028604,0.028017241379310345,33.96153846153846,1,26,9.509875640087785,1.912889935256033,0.009509875640087784,0.5777777777777777,1443,0.527798098024872,13.592,0.5227692307692308,5.97121262550354,28,-20.973600387573242,-209.73599243164062,4.36068058013916,0.15,budgeted_collision_aware_isac,True,144,0.0,2.7502300329892564,10,1.0,177.57777777777778,0.0,0.0,gauss_markov,2.564383809877081,648,10,300.0,300.0,300.0,2734,9.331703267889679e-07,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1790,2734,105.15384615384616,20260779,20260779,122,0.0,0.0,0.0,0,0,300,-0.06991199404001236,-0.699120044708252,8700,45,944,6.899022340774536
712,0.23733333333333334,786,0.262,1502,0.5006666666666667,3000,isac_mappo,0.0005348899470021332,0.0,895,0.023991275899672846,0.023404255319148935,40.68181818181818,1,22,7.939372067845544,1.5864431224085092,0.007939372067845544,0.4888888888888889,1416,0.5110068567304222,13.8675,0.6303409090909091,5.823569297790527,29,-21.90760040283203,-219.0760040283203,4.288754940032959,0.15,budgeted_collision_aware_isac,True,134,0.0,2.1107328410841353,10,1.0,202.37777777777777,0.0,0.0,gauss_markov,2.4485846588249283,648,10,300.0,300.0,300.0,2771,-0.0014505473403261249,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1681,2771,125.95454545454545,20260780,20260780,95,0.0,0.0,0.0,0,0,300,-0.07302533835172653,-0.730253279209137,9000,45,1090,6.5330259799957275
764,0.25466666666666665,798,0.266,1438,0.47933333333333333,3000,isac_mappo,0.0009556592530570868,0.0,992,0.02073050345508391,0.020250723240115717,47.23809523809524,1,21,7.578491519307109,1.504378816913516,0.007578491519307109,0.4666666666666667,1255,0.4529050884157344,13.959250000000003,0.6647261904761906,5.677288055419922,30,-22.41969871520996,-224.19699096679688,4.045513272285461,0.15,budgeted_collision_aware_isac,True,125,0.0,1.9804606773828164,10,1.0,193.64444444444445,0.0,0.0,gauss_markov,2.900848075908894,648,10,300.0,300.0,300.0,2771,-0.0008847071933559825,isac_structured_marl,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,1661,2771,131.95238095238096,20260781,20260781,104,0.0,0.0,0.0,0,0,300,-0.07473233342170715,-0.7473233342170715,9300,45,1110,7.284799337387085
