episodes_completed,expert_bc_weight,expert_protocol,final_aggressive_ratio,final_backoff_ratio,final_collision_count,final_cpd,final_discovery_rate,final_expert_bc_loss,final_model_exists,first_expert_bc_loss,manifest_complete,network,run,seed,updated
100,0.15,budgeted_collision_aware_isac,0.22066666666666668,0.306,593,0.02037617554858934,0.28888888888888886,3.0945677757263184,True,7.259667873382568,True,balanced_topology_gated_contention_shared,train_n10_b10_balgate_bc0p15_budgeted_100ep_300slot_seed20260751,20260751,1783566721.4553938
11,0.3,budgeted_collision_aware_isac,0.23733333333333334,0.23,755,0.03,0.5333333333333333,6.628437519073486,False,7.259060859680176,False,,train_n10_b10_balgate_bc0p3_budgeted_100ep_300slot_seed20260751,,1783566771.19072
