angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,communication_range_m,communication_range_to_diagonal_ratio,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discoveries_per_joule,discovery_per_scan_action,discovery_rate,elevation_cells,empty_scan_count,empty_scan_ratio,energy_j,energy_per_discovery_censored_j,episode,false_alarm_rate,finite_time_discovery_rate,idle_actions,isac_error_sweep_enabled,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_discovery_delay,miss_detection_rate,mobility_model,moved_distance_mean_m,node_count,p90_delay_censored,p90_discovery_delay,p95_delay_censored,p95_discovery_delay,p99_delay_censored,p99_discovery_delay,piggyback_sense_actions,protocol,range_mode,range_sweep_enabled,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,slots,train_beamwidth_deg,train_node_count,true_edges_seen,tx_actions
0.0,815.56096023333,density,36,20290704,648,10.0,0,0,1.0,0.0006060606060606061,0.0,856.3390082449965,1.05,97,3,0.05880508075897757,0.011623491851932212,5.880508075897757e-05,0.0006060606060606061,18,45912,0.8999529559353928,258.098,86.03266666666667,0,0.0,0.0006060606060606061,0,False,0.95,0.0,3,0.03,599.849696969697,599.849696969697,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25443,51016,17005.333333333332,20290704,20301901,8984,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25573
0.0,815.56096023333,density,36,20290704,648,10.0,0,0,1.0,0.0008080808080808081,0.0,856.3390082449965,1.05,96,4,0.06808278867102398,0.016696720764041943,6.808278867102397e-05,0.0008080808080808081,18,52940,0.9010757080610022,239.56799999999998,59.891999999999996,0,0.0,0.0008080808080808081,1248,False,0.93,0.0,3,0.03,599.7082828282828,599.7082828282828,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,27252,58752,14688.0,20290704,20310583,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31500
0.0,815.56096023333,density,36,20290704,648,10.0,0,677,0.6818609022556391,0.2578638706237782,0.4665747760165403,856.3390082449965,1.05,1,1451,25.12423597042578,4.966528983256363,0.02512423597042578,0.29313131313131313,18,28993,0.5020172112271224,292.15574999999995,0.20134786354238454,0,0.0,0.29313131313131313,2247,False,0.0,9.267126102536098,100,1.0,506.0387878787879,506.0387878787879,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57753,ablation_isac_one_slot_delay,singlehop,False,27462,57753,39.80220537560303,20290704,20333532,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30291
0.0,815.56096023333,density,36,20290704,648,10.0,0,1024,0.637906647807638,0.30197522597924337,0.5676274944567627,856.3390082449965,1.05,1,1804,31.24729357559801,6.176627934347649,0.031247293575598013,0.36444444444444446,18,29240,0.5064694368905133,292.06875,0.16190063747228384,0,0.0,0.36444444444444446,2267,False,0.0,10.791232168390762,100,1.0,479.7319191919192,479.7319191919192,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57733,improved_rl_isac,singlehop,False,27448,57733,32.002771618625275,20290704,20304926,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30285
0.0,815.56096023333,density,36,20290704,648,10.0,0,667,0.7226611226611227,0.30941783870393447,0.38377445339470656,856.3390082449965,1.05,1,1738,30.105142817550362,6.278419738369074,0.030105142817550362,0.3511111111111111,18,29433,0.5098300739637284,276.82125,0.15927574798619104,0,0.0,0.3511111111111111,2269,False,0.0,6.896324075102385,100,1.0,480.2280808080808,480.2280808080808,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57731,collision_aware_isac,singlehop,False,35066,57731,33.21691599539701,20290704,20312624,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,22665
0.0,815.56096023333,density,24,20290704,288,15.0,1,0,1.0,0.0028282828282828283,0.0,856.3390082449965,1.05,86,14,0.27442371020856204,0.05424296197568365,0.00027442371020856203,0.0028282828282828283,12,42458,0.8322487062882233,258.098,18.43557142857143,0,0.0,0.0028282828282828283,0,False,0.74,-1.1102230246251565e-16,3,0.03,599.0826262626263,599.0826262626263,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25443,51016,3644.0,20290704,20301901,8984,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25573
0.0,815.56096023333,density,24,20290704,288,15.0,1,0,1.0,0.0030303030303030303,0.0,856.3390082449965,1.05,85,15,0.25556274917368044,0.06268269393503147,0.0002555627491736804,0.0030303030303030303,12,48949,0.8339694006201656,239.30050000000003,15.95336666666667,0,0.0,0.0030303030303030303,1306,False,0.73,0.0,4,0.04,598.9668686868687,598.9668686868687,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,27248,58694,3912.9333333333334,20290704,20310583,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31446
0.0,815.56096023333,density,24,20290704,288,15.0,1,6279,0.28017883755588674,0.21765072579926975,2.5691489361702127,856.3390082449965,1.05,1,2444,42.38419783916896,8.382544482963525,0.04238419783916896,0.49373737373737375,12,19692,0.34150148275323866,291.55825,0.11929551963993452,0,0.0,0.49373737373737375,2337,False,0.0,25.425178901995196,100,1.0,428.1090909090909,428.1090909090909,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57663,ablation_isac_one_slot_delay,singlehop,False,27502,57663,23.593698854337152,20290704,20333532,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30161
0.0,815.56096023333,density,24,20290704,288,15.0,1,7804,0.2571863696935085,0.21185510428100987,2.8882309400444117,856.3390082449965,1.05,1,2702,46.845472355623365,9.266364246649216,0.04684547235562336,0.5458585858585858,12,19496,0.33800863399157405,291.59225000000004,0.10791719096965212,0,0.0,0.5458585858585858,2321,False,0.0,31.31266789567571,100,1.0,407.3559595959596,407.3559595959596,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57679,improved_rl_isac,singlehop,False,27531,57679,21.34678016284234,20290704,20304926,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30148
0.0,815.56096023333,density,24,20290704,288,15.0,1,5891,0.3205305651672434,0.2563416658979799,2.119827275998561,856.3390082449965,1.05,1,2779,48.161242244636234,10.093177571281478,0.048161242244636235,0.5614141414141414,12,19643,0.3404214758587224,275.3345,0.09907682619647355,0,0.0,0.5614141414141414,2298,False,0.0,27.49156406635356,100,1.0,401.61252525252524,401.61252525252524,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57702,collision_aware_isac,singlehop,False,35726,57702,20.763584023029868,20290704,20312624,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,21976
0.0,815.56096023333,density,36,20291713,648,10.0,2,0,1.0,0.00040404040404040404,0.0,856.3390082449965,1.05,98,2,0.03917957960311086,0.007754432627550723,3.917957960311086e-05,0.00040404040404040404,18,46122,0.9035202852273395,257.91700000000003,128.95850000000002,0,0.0,0.00040404040404040404,0,False,0.96,0.0,2,0.02,599.8965656565657,599.8965656565657,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25518,51047,25523.5,20291713,20302910,8953,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25529
0.0,815.56096023333,density,36,20291713,648,10.0,2,0,1.0,0.00040404040404040404,0.0,856.3390082449965,1.05,98,2,0.034028073160357296,0.008321016495375075,3.4028073160357296e-05,0.00040404040404040404,18,52981,0.9014206720544449,240.35525,120.177625,0,0.0,0.00040404040404040404,1225,False,0.97,0.0,3,0.03,599.909494949495,599.909494949495,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,26913,58775,29387.5,20291713,20311592,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31862
0.0,815.56096023333,density,36,20291713,648,10.0,2,719,0.6835387323943662,0.27394602222614217,0.46297488731487446,856.3390082449965,1.05,1,1553,26.8754867180064,5.319226365963117,0.0268754867180064,0.31373737373737376,18,28115,0.48654495111188023,291.95975,0.18799726336123632,0,0.0,0.31373737373737376,2215,False,0.0,10.346713386703357,100,1.0,493.6868686868687,493.6868686868687,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,57785,ablation_isac_one_slot_delay,singlehop,False,27652,57785,37.20862846104314,20291713,20334541,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30133
0.0,815.56096023333,density,36,20291713,648,10.0,2,1073,0.6307639366827253,0.30433338867673915,0.585379159847245,856.3390082449965,1.05,1,1833,31.741359008104173,6.275828303198174,0.031741359008104174,0.3703030303030303,18,28314,0.4903026944656092,292.073,0.15934151663938897,0,0.0,0.3703030303030303,2252,False,0.0,15.406698065090632,100,1.0,472.68585858585857,472.68585858585857,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,57748,improved_rl_isac,singlehop,False,27489,57748,31.504637206764865,20291713,20305935,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30259
0.0,815.56096023333,density,36,20291713,648,10.0,2,954,0.6649104320337197,0.320630081300813,0.5039619651347068,856.3390082449965,1.05,1,1893,32.77297830716227,6.826498570600439,0.03277297830716227,0.38242424242424244,18,28652,0.49604404355880266,277.30174999999997,0.14648798203909139,0,0.0,0.38242424242424244,2239,False,0.0,18.205335976803454,100,1.0,470.680404040404,470.680404040404,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,57761,collision_aware_isac,singlehop,False,34912,57761,30.51294241944004,20291713,20313633,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,22849
0.0,815.56096023333,density,24,20291713,288,15.0,3,0,1.0,0.0026262626262626263,0.0,856.3390082449965,1.05,87,13,0.2546672674202206,0.0504038120790797,0.0002546672674202206,0.0026262626262626263,12,42671,0.8359159206221717,257.91700000000003,19.83976923076923,0,0.0,0.0026262626262626263,0,False,0.77,0.0,3,0.03,599.1513131313131,599.1513131313131,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25518,51047,3926.6923076923076,20291713,20302910,8953,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25529
0.0,815.56096023333,density,24,20291713,288,15.0,3,0,1.0,0.0034343434343434343,0.0,856.3390082449965,1.05,83,17,0.2898501304325587,0.07088642431154167,0.0002898501304325587,0.0034343434343434343,12,49119,0.837479326865697,239.82025,14.107073529411764,0,0.0,0.0034343434343434343,1349,False,0.71,-8.5453046049087355e-16,4,0.04,598.730505050505,598.730505050505,0.0,gauss_markov,3.9580639242601303,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,26886,58651,3450.0588235294117,20291713,20311592,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31765
