beamwidth_deg,treatment,control,metric,n_pairs,treatment_mean,control_mean,delta_mean,delta_std,delta_ci95,positive_pairs,negative_pairs,zero_pairs
10.0,collision_aware_isac,improved_rl_no_isac,collision_penalized_discovery_rate,10,0.31470291628223757,0.0005858585858585799,0.31411705769637904,0.007974874977371293,0.004942878720781102,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,discoveries_per_joule,10,6.541668603615785,0.012076975161554851,6.52959162845423,0.21233934318910605,0.1316092884229804,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,discovery_rate,10,0.36597979797979796,0.0005858585858585799,0.3653939393939393,0.01191407373608726,0.007384419406576601,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,energy_j,10,276.9319,240.112675,36.819225,0.24791125904465836,0.15365699029150326,10,0,0
10.0,collision_aware_isac,improved_rl_no_isac,energy_per_discovery_censored_j,10,0.15301332699759587,92.84052958333334,-92.68751625633573,30.166290708372276,18.6972606906572,0,10,0
10.0,collision_aware_isac,improved_rl_no_isac,lambda2,10,12.932241686790974,0.0,12.932241686790974,3.422467977108038,2.121267629223481,10,0,0
10.0,collision_aware_isac,uniform_random,collision_count,10,806.1,0.0,806.1,89.34011168313792,55.373574909176874,10,0,0
10.0,collision_aware_isac,uniform_random,collision_penalized_discovery_rate,10,0.31470291628223757,0.00048484848484848,0.3142180677973891,0.008076564432117647,0.0050059064978208445,10,0,0
10.0,collision_aware_isac,uniform_random,discoveries_per_joule,10,6.541668603615785,0.00930172303943183,6.532366880576353,0.21314462580045063,0.1321084077565279,10,0,0
10.0,collision_aware_isac,uniform_random,discovery_rate,10,0.36597979797979796,0.00048484848484848,0.3654949494949495,0.01195691115555627,0.0074109703142394,10,0,0
10.0,collision_aware_isac,uniform_random,energy_j,10,276.9319,258.005,18.9269,0.5376462875864998,0.3332366214842214,10,0,0
10.0,collision_aware_isac,uniform_random,energy_per_discovery_censored_j,10,0.15301332699759587,111.79735000000001,-111.64433667300241,22.18298565575211,13.749156955104016,0,10,0
