beam_count,eval_episode,node_count,phase,process_cpu_percent,rss_mb,seed,slot,slots_per_episode,system_available_mb,system_memory_percent
105,0,10,eval_stochastic,0.0,227.30859375,2026084001,200,200,13910.453125,57.0
105,1,10,eval_stochastic,0.0,227.85546875,2026084002,200,200,13929.4375,57.0
105,2,10,eval_stochastic,0.0,228.54296875,2026084003,200,200,13869.06640625,57.2
105,3,10,eval_stochastic,0.0,228.8984375,2026084004,200,200,13875.86328125,57.2
105,4,10,eval_stochastic,0.0,228.984375,2026084005,200,200,13415.12109375,58.6
