method,training_episodes,first_10_discovery_rate,last_10_discovery_rate,first_10_return_mean_per_agent,last_10_return_mean_per_agent,last_10_td_loss
idqn,30,0.5711111111111111,0.5599999999999999,10.378365087509156,10.176156711578368,0.00722625543611745
idqn_local_reward,30,0.5555555555555556,0.5422222222222222,10.22250804901123,10.104032039642334,0.024391710936867945
shared_idqn,30,0.5888888888888888,0.48888888888888893,10.590187931060791,9.394721221923827,0.006856155468859167
vdn,30,0.5599999999999999,0.45999999999999996,10.29192590713501,8.623120546340942,0.006564554701830881
qmix,30,0.5355555555555556,0.5155555555555555,9.621166563034057,9.518672847747803,0.04830536145716906
