angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,communication_range_m,communication_range_to_diagonal_ratio,delay_slots,discovery_slot,edge_i,edge_j,elevation_cells,episode,false_alarm_rate,first_true_slot,isac_error_sweep_enabled,miss_detection_rate,node_count,protocol,range_mode,range_sweep_enabled,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,train_beamwidth_deg,train_node_count
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,228,227,42,83,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,230,229,71,83,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,256,255,91,98,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,257,256,55,59,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,261,260,47,65,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,262,261,40,89,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,265,264,51,85,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,266,265,67,98,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,269,268,8,34,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,279,278,15,43,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,282,281,8,54,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,284,283,15,88,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,294,293,45,77,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,296,295,47,97,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,305,304,60,80,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,308,307,39,89,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,316,315,39,97,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,329,328,22,79,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,330,329,59,98,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,345,344,12,14,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20290704,7200,3.0,0,856.3390082449965,1.05,368,367,28,57,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
