run_id,run_dir,episode_rows,slot_rows
final_eval_rwp_10ep,C:\Users\沈高青\Documents\通感一体化辅助的窄波束邻居发现方法研究\05_simulation\results_raw\final_eval_rwp_10ep,50,15000
