protocol,episode_count,run_count,discovery_rate_n,discovery_rate_mean,discovery_rate_std,discovery_rate_median,discovery_rate_min,discovery_rate_max,discovery_rate_ci95,empty_scan_ratio_n,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_median,empty_scan_ratio_min,empty_scan_ratio_max,empty_scan_ratio_ci95,mean_discovery_delay_n,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_median,mean_discovery_delay_min,mean_discovery_delay_max,mean_discovery_delay_ci95,p90_discovery_delay_n,p90_discovery_delay_mean,p90_discovery_delay_std,p90_discovery_delay_median,p90_discovery_delay_min,p90_discovery_delay_max,p90_discovery_delay_ci95,p95_discovery_delay_n,p95_discovery_delay_mean,p95_discovery_delay_std,p95_discovery_delay_median,p95_discovery_delay_min,p95_discovery_delay_max,p95_discovery_delay_ci95,p99_discovery_delay_n,p99_discovery_delay_mean,p99_discovery_delay_std,p99_discovery_delay_median,p99_discovery_delay_min,p99_discovery_delay_max,p99_discovery_delay_ci95,lcc_ratio_n,lcc_ratio_mean,lcc_ratio_std,lcc_ratio_median,lcc_ratio_min,lcc_ratio_max,lcc_ratio_ci95,lambda2_n,lambda2_mean,lambda2_std,lambda2_median,lambda2_min,lambda2_max,lambda2_ci95,collision_count_n,collision_count_mean,collision_count_std,collision_count_median,collision_count_min,collision_count_max,collision_count_ci95,true_edges_seen_n,true_edges_seen_mean,true_edges_seen_std,true_edges_seen_median,true_edges_seen_min,true_edges_seen_max,true_edges_seen_ci95,discovered_edges_n,discovered_edges_mean,discovered_edges_std,discovered_edges_median,discovered_edges_min,discovered_edges_max,discovered_edges_ci95,moved_distance_mean_m_n,moved_distance_mean_m_mean,moved_distance_mean_m_std,moved_distance_mean_m_median,moved_distance_mean_m_min,moved_distance_mean_m_max,moved_distance_mean_m_ci95
improved_rl_isac,10,1,10,0.984407,0.0127298,0.984371,0.967213,1,0.00789001,10,0.0877772,0.0145844,0.0877627,0.0671857,0.106926,0.00903951,10,42.1973,5.28369,42.7431,35.381,49.5738,3.27486,10,90.73,16.1252,90.4,71.8,119,9.99451,10,128.86,37.9936,124.6,84.8,182.6,23.5487,10,235.566,59.0492,238.445,138.55,300,36.5991,10,1,0,1,1,1,0,10,9.37977,1.3868,10,7.58579,12,0.859545,10,193.2,30.4003,207,146,227,18.8423,10,64.3,1.88856,65,61,66,1.17054,10,63.3,2.11082,64,59,66,1.3083,10,272.636,16.1171,272.467,240.645,295.695,9.98946
improved_rl_no_isac,10,1,10,0.860066,0.0309086,0.863636,0.815385,0.903226,0.0191574,10,0.428758,0.0140198,0.425648,0.410053,0.448571,0.00868955,10,105.566,11.1897,107.141,83.6452,120.197,6.93545,10,293.34,13.7689,300,260,300,8.53405,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,6.30807,1.11741,6.56417,3.83113,7.50914,0.692577,10,35.5,7.36735,34.5,24,50,4.56633,10,64.3,1.88856,65,61,66,1.17054,10,55.3,2.49666,56,51,58,1.54745,10,272.636,16.1171,272.467,240.645,295.695,9.98946
rl_no_isac,10,1,10,0.903399,0.0468578,0.901515,0.803279,0.968254,0.0290427,10,0.401245,0.0157496,0.400001,0.376861,0.428083,0.00976168,10,96.9542,11.8616,96.4015,72.0952,112.677,7.3519,10,256.98,46.0272,275,176.4,300,28.5279,10,284.275,35.7046,300,192.6,300,22.13,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,6.98507,1.22363,7.26795,4.43889,8.38197,0.758415,10,41.5,10.1571,40.5,25,58,6.29544,10,64.3,1.88856,65,61,66,1.17054,10,58.1,3.57305,59,49,62,2.2146,10,272.636,16.1171,272.467,240.645,295.695,9.98946
skyorbs_like_skip_scan,10,1,10,0.316002,0.0212702,0.314829,0.276923,0.354839,0.0131834,10,0.394861,0.0276622,0.395278,0.355,0.434167,0.0171452,10,233.146,6.47337,234.125,222.403,242.908,4.01224,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,0.860531,0.346814,0.849305,0.376663,1.59908,0.214958,10,59.5,34.2385,59,18,112,21.2213,10,64.3,1.88856,65,61,66,1.17054,10,20.3,1.1595,20.5,18,22,0.718667,10,272.636,16.1171,272.467,240.645,295.695,9.98946
uniform_random,10,1,10,0.88657,0.0258231,0.893124,0.833333,0.920635,0.0160053,10,0.391664,0.0179814,0.393928,0.361458,0.418719,0.011145,10,105.112,10.9227,101.907,92.254,126.061,6.76997,10,285.24,16.5969,288.85,254,300,10.2869,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,6.80258,1.10519,6.8691,4.88424,8.26795,0.685007,10,41.5,11.9466,43,24,63,7.4046,10,64.3,1.88856,65,61,66,1.17054,10,57,2.16025,58,52,59,1.33893,10,272.636,16.1171,272.467,240.645,295.695,9.98946
