beam_count,eval_episode,node_count,phase,process_cpu_percent,rss_mb,seed,slot,slots_per_episode,system_available_mb,system_memory_percent
105,0,10,eval_stochastic,0.0,227.2578125,2026084001,200,200,13865.2734375,57.2
105,1,10,eval_stochastic,0.0,228.2890625,2026084002,200,200,13849.796875,57.2
105,2,10,eval_stochastic,0.0,228.375,2026084003,200,200,13844.5859375,57.3
105,3,10,eval_stochastic,0.0,228.4140625,2026084004,200,200,13878.79296875,57.1
105,4,10,eval_stochastic,0.0,228.49609375,2026084005,200,200,13842.02734375,57.3
