angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,communication_range_m,communication_range_to_diagonal_ratio,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discovery_per_scan_action,discovery_rate,elevation_cells,empty_scan_count,empty_scan_ratio,episode,false_alarm_rate,finite_time_discovery_rate,idle_actions,isac_error_sweep_enabled,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_discovery_delay,miss_detection_rate,mobility_model,moved_distance_mean_m,node_count,p90_delay_censored,p90_discovery_delay,p95_delay_censored,p95_discovery_delay,p99_delay_censored,p99_discovery_delay,piggyback_sense_actions,protocol,range_mode,range_sweep_enabled,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slots,train_beamwidth_deg,train_node_count,true_edges_seen,tx_actions
0.0,378.549864614954,density,24,20290704,288,15.0,1,128,0.23809523809523808,0.23121387283236994,3.2,397.4773578457017,1.05,1,40,6.949270326615705,0.006949270326615705,0.8888888888888888,12,4045,0.7027449617790132,0,0.0,0.8888888888888888,244,False,0.0,6.3819660112501015,10,1.0,231.2,231.2,0.0,gauss_markov,3.371907089390524,10,565.6000000000001,565.6000000000001,600.0,600.0,600.0,600.0,5756,ablation_isac_no_beam_lock,singlehop,False,2723,5756,143.9,20290704,20326975,0,397.4773578457017,1.05,1.0,600,10.0,10,45,3033
0.0,378.549864614954,density,24,20290704,288,15.0,1,40,0.4805194805194805,0.43529411764705883,1.0810810810810811,397.4773578457017,1.05,1,37,6.402491780584876,0.006402491780584876,0.8222222222222222,12,4191,0.7252119743900329,0,0.0,0.8222222222222222,221,False,0.0,6.267949192431122,10,1.0,242.64444444444445,242.64444444444445,0.0,gauss_markov,3.371907089390524,10,600.0,600.0,600.0,600.0,600.0,600.0,5779,ablation_isac_one_slot_delay,singlehop,False,2742,5779,156.1891891891892,20290704,20333532,0,397.4773578457017,1.05,1.0,600,10.0,10,45,3037
0.0,378.549864614954,density,24,20290704,288,15.0,1,0,1.0,0.4,0.0,397.4773578457017,1.05,1,18,3.0711482682136153,0.0030711482682136155,0.4,12,4201,0.7167718819314111,0,0.0,0.4,139,False,0.0,1.118476417278037,10,1.0,484.9555555555556,484.9555555555556,0.0,gauss_markov,3.371907089390524,10,600.0,600.0,600.0,600.0,600.0,600.0,5861,ablation_isac_no_candidate_set,singlehop,False,2681,5861,325.6111111111111,20290704,20339151,0,397.4773578457017,1.05,1.0,600,10.0,10,45,3180
0.0,378.549864614954,density,24,20290704,288,15.0,1,123,0.25903614457831325,0.25595238095238093,2.86046511627907,397.4773578457017,1.05,1,43,7.4613916363005375,0.007461391636300538,0.9555555555555556,12,4325,0.7504771820232518,0,0.0,0.9555555555555556,237,False,0.0,7.000000000000002,10,1.0,206.15555555555557,206.15555555555557,0.0,gauss_markov,3.371907089390524,10,464.20000000000005,464.20000000000005,551.1999999999998,551.1999999999998,600.0,600.0,5763,improved_rl_isac,singlehop,False,2732,5763,134.02325581395348,20290704,20304926,0,397.4773578457017,1.05,1.0,600,10.0,10,45,3031
0.0,647.3111631092913,density,36,20290704,648,10.0,2,0,0.0,0.0,0.0,679.6767212647559,1.05,50,0,0.0,0.0,0.0,18,23965,0.9398776374617617,0,0.0,0.0,0,False,1.0,0.0,1,0.02,600.0,600.0,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,12736,25498,25498.0,20290704,20301901,4502,679.6767212647559,1.05,1.0,600,10.0,10,1225,12762
0.0,647.3111631092913,density,36,20290704,648,10.0,2,0,0.0,0.0,0.0,679.6767212647559,1.05,50,0,0.0,0.0,0.0,18,27587,0.938908175073174,0,0.0,0.0,618,False,1.0,0.0,1,0.02,600.0,600.0,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,13602,29382,29382.0,20290704,20310583,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15780
0.0,647.3111631092913,density,36,20290704,648,10.0,2,347,0.6312433581296493,0.37786259541984735,0.5841750841750841,679.6767212647559,1.05,1,594,20.56145937900239,0.02056145937900239,0.48489795918367345,18,17897,0.6195091557340164,0,0.0,0.48489795918367345,1111,False,0.0,11.546012428259848,50,1.0,427.3077551020408,427.3077551020408,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28889,ablation_isac_no_topology,singlehop,False,13767,28889,48.63468013468013,20290704,20325762,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15122
0.0,647.3111631092913,density,36,20290704,648,10.0,2,299,0.6647982062780269,0.38910761154855644,0.5042158516020236,679.6767212647559,1.05,1,593,20.554592720970536,0.020554592720970537,0.4840816326530612,18,17815,0.6175043327556325,0,0.0,0.4840816326530612,1150,False,0.0,9.716865974799916,50,1.0,428.0710204081633,428.0710204081633,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28850,ablation_isac_no_beam_lock,singlehop,False,13655,28850,48.65092748735245,20290704,20326975,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15195
0.0,647.3111631092913,density,36,20290704,648,10.0,2,114,0.7828571428571428,0.30694548170276326,0.2773722627737226,679.6767212647559,1.05,1,411,14.210635502385728,0.014210635502385728,0.3355102040816327,18,18192,0.6290021436968398,0,0.0,0.3355102040816327,1078,False,0.0,5.689676639799609,50,1.0,483.84816326530614,483.84816326530614,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28922,ablation_isac_one_slot_delay,singlehop,False,13730,28922,70.3698296836983,20290704,20333532,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15192
0.0,647.3111631092913,density,36,20290704,648,10.0,2,0,1.0,0.04653061224489796,0.0,679.6767212647559,1.05,4,57,1.9355495942137255,0.0019355495942137255,0.04653061224489796,18,18441,0.6262012292437774,0,0.0,0.04653061224489796,551,False,0.06,-5.858256680268478e-16,47,0.94,586.36,586.36,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,29449,ablation_isac_no_candidate_set,singlehop,False,13450,29449,516.6491228070175,20290704,20339151,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15999
0.0,647.3111631092913,density,36,20290704,648,10.0,2,283,0.6682297772567409,0.3779840848806366,0.4964912280701754,679.6767212647559,1.05,1,570,19.734108849189866,0.019734108849189864,0.46530612244897956,18,18124,0.6274754189170475,0,0.0,0.46530612244897956,1116,False,0.0,10.324496649931264,50,1.0,429.83591836734695,429.83591836734695,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28884,improved_rl_isac,singlehop,False,13752,28884,50.67368421052632,20290704,20304926,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15132
0.0,647.3111631092913,density,24,20290704,288,15.0,3,2,0.6,0.0024449877750611247,0.6666666666666666,679.6767212647559,1.05,47,3,0.11765628676758962,0.00011765628676758961,0.0024489795918367346,12,22683,0.889599184249745,0,0.0,0.0024489795918367346,0,False,0.88,0.0,2,0.04,599.3942857142857,599.3942857142857,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,12736,25498,8499.333333333334,20290704,20301901,4502,679.6767212647559,1.05,1.0,600,10.0,10,1225,12762
0.0,647.3111631092913,density,24,20290704,288,15.0,3,0,1.0,0.0024489795918367346,0.0,679.6767212647559,1.05,47,3,0.10217983651226159,0.00010217983651226158,0.0024489795918367346,12,26142,0.8903950953678474,0,0.0,0.0024489795918367346,640,False,0.88,0.0,2,0.04,599.1665306122449,599.1665306122449,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,13619,29360,9786.666666666666,20290704,20310583,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15741
0.0,647.3111631092913,density,24,20290704,288,15.0,3,3105,0.21132842265684532,0.19214780600461895,3.7319711538461537,679.6767212647559,1.05,1,832,28.884877100402722,0.02888487710040272,0.6791836734693878,12,12021,0.41733786974031384,0,0.0,0.6791836734693878,1196,False,0.0,22.44550222153007,50,1.0,328.77714285714285,328.77714285714285,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28804,ablation_isac_no_topology,singlehop,False,13684,28804,34.62019230769231,20290704,20325762,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15120
0.0,647.3111631092913,density,24,20290704,288,15.0,3,2950,0.21998942358540455,0.1992814371257485,3.545673076923077,679.6767212647559,1.05,1,832,28.898923237235152,0.02889892323723515,0.6791836734693878,12,11661,0.4050364709968739,0,0.0,0.6791836734693878,1210,False,0.0,19.6255033843903,50,1.0,330.8922448979592,330.8922448979592,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28790,ablation_isac_no_beam_lock,singlehop,False,13646,28790,34.60336538461539,20290704,20326975,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15144
0.0,647.3111631092913,density,24,20290704,288,15.0,3,1869,0.2869133918351774,0.24305106658047834,2.485372340425532,679.6767212647559,1.05,1,752,26.10114192495922,0.026101141924959218,0.6138775510204082,12,11734,0.4072749991322759,0,0.0,0.6138775510204082,1189,False,0.0,16.502632088392033,50,1.0,357.92408163265304,357.92408163265304,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28811,ablation_isac_one_slot_delay,singlehop,False,13831,28811,38.3125,20290704,20333532,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,14980
0.0,647.3111631092913,density,24,20290704,288,15.0,3,10,0.9519230769230769,0.16032388663967612,0.050505050505050504,679.6767212647559,1.05,1,198,6.808803301237964,0.006808803301237964,0.16163265306122448,12,12121,0.4168156808803301,0,0.0,0.16163265306122448,920,False,0.0,1.7606969470786142,50,1.0,551.8857142857142,551.8857142857142,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,29080,ablation_isac_no_candidate_set,singlehop,False,13582,29080,146.86868686868686,20290704,20339151,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15498
0.0,647.3111631092913,density,24,20290704,288,15.0,3,2636,0.23726851851851852,0.21238021238021237,3.2146341463414636,679.6767212647559,1.05,1,820,28.403186698995498,0.028403186698995497,0.6693877551020408,12,12289,0.4256667821267752,0,0.0,0.6693877551020408,1130,False,0.0,23.48132581708542,50,1.0,340.0342857142857,340.0342857142857,0.0,gauss_markov,4.1164257530559025,50,600.0,600.0,600.0,600.0,600.0,600.0,28870,improved_rl_isac,singlehop,False,13789,28870,35.207317073170735,20290704,20304926,0,679.6767212647559,1.05,1.0,600,10.0,10,1225,15081
0.0,815.56096023333,density,36,20290704,648,10.0,4,0,1.0,0.0006060606060606061,0.0,856.3390082449965,1.05,97,3,0.05880508075897757,5.880508075897757e-05,0.0006060606060606061,18,45912,0.8999529559353928,0,0.0,0.0006060606060606061,0,False,0.95,0.0,3,0.03,599.849696969697,599.849696969697,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25443,51016,17005.333333333332,20290704,20301901,8984,856.3390082449965,1.05,1.0,600,10.0,10,4950,25573
0.0,815.56096023333,density,36,20290704,648,10.0,4,0,1.0,0.0008080808080808081,0.0,856.3390082449965,1.05,96,4,0.06808278867102398,6.808278867102397e-05,0.0008080808080808081,18,52940,0.9010757080610022,0,0.0,0.0008080808080808081,1248,False,0.93,0.0,3,0.03,599.7082828282828,599.7082828282828,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,27252,58752,14688.0,20290704,20310583,0,856.3390082449965,1.05,1.0,600,10.0,10,4950,31500
0.0,815.56096023333,density,36,20290704,648,10.0,4,966,0.6367055283941331,0.2861730899256254,0.570584760779681,856.3390082449965,1.05,1,1693,29.331762504547896,0.029331762504547897,0.342020202020202,18,29602,0.5128640482336839,0,0.0,0.342020202020202,2281,False,0.0,8.775777241113097,100,1.0,482.7319191919192,482.7319191919192,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57719,ablation_isac_no_topology,singlehop,False,27531,57719,34.09273479031305,20290704,20325762,0,856.3390082449965,1.05,1.0,600,10.0,10,4950,30188
