protocol,episode_count,run_count,discovery_rate_n,discovery_rate_mean,discovery_rate_std,discovery_rate_median,discovery_rate_min,discovery_rate_max,discovery_rate_ci95,empty_scan_ratio_n,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_median,empty_scan_ratio_min,empty_scan_ratio_max,empty_scan_ratio_ci95,mean_discovery_delay_n,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_median,mean_discovery_delay_min,mean_discovery_delay_max,mean_discovery_delay_ci95,p90_discovery_delay_n,p90_discovery_delay_mean,p90_discovery_delay_std,p90_discovery_delay_median,p90_discovery_delay_min,p90_discovery_delay_max,p90_discovery_delay_ci95,p95_discovery_delay_n,p95_discovery_delay_mean,p95_discovery_delay_std,p95_discovery_delay_median,p95_discovery_delay_min,p95_discovery_delay_max,p95_discovery_delay_ci95,p99_discovery_delay_n,p99_discovery_delay_mean,p99_discovery_delay_std,p99_discovery_delay_median,p99_discovery_delay_min,p99_discovery_delay_max,p99_discovery_delay_ci95,lcc_ratio_n,lcc_ratio_mean,lcc_ratio_std,lcc_ratio_median,lcc_ratio_min,lcc_ratio_max,lcc_ratio_ci95,lambda2_n,lambda2_mean,lambda2_std,lambda2_median,lambda2_min,lambda2_max,lambda2_ci95,collision_count_n,collision_count_mean,collision_count_std,collision_count_median,collision_count_min,collision_count_max,collision_count_ci95,true_edges_seen_n,true_edges_seen_mean,true_edges_seen_std,true_edges_seen_median,true_edges_seen_min,true_edges_seen_max,true_edges_seen_ci95,discovered_edges_n,discovered_edges_mean,discovered_edges_std,discovered_edges_median,discovered_edges_min,discovered_edges_max,discovered_edges_ci95,moved_distance_mean_m_n,moved_distance_mean_m_mean,moved_distance_mean_m_std,moved_distance_mean_m_median,moved_distance_mean_m_min,moved_distance_mean_m_max,moved_distance_mean_m_ci95
improved_rl_isac,10,1,10,0.959895,0.0179466,0.961735,0.931818,0.982143,0.0111234,10,0.162518,0.0148673,0.162356,0.145863,0.184971,0.00921482,10,53.4843,5.55482,54.8831,43.375,60.8302,3.44291,10,127.51,16.5397,125.7,96.5,151.6,10.2514,10,200.93,59.9193,185.5,122.5,299.7,37.1384,10,278.904,35.3473,300,207.6,300,21.9085,10,1,0,1,1,1,0,10,3.74022,0.974134,3.5516,2.6483,5.62772,0.603774,10,102.2,33.6973,109.5,54,164,20.8858,10,50.7,5.37587,50.5,43,59,3.332,10,48.7,5.57873,48.5,41,57,3.45773,10,81.0758,7.12492,79.4766,69.2097,90.323,4.41607
improved_rl_no_isac,10,1,10,0.884343,0.042851,0.88549,0.813953,0.938776,0.0265593,10,0.441397,0.0190642,0.441755,0.402471,0.466667,0.0118161,10,95.3255,11.3414,93.3967,81.75,118.698,7.02949,10,263.89,45.9263,296.25,192.5,300,28.4654,10,296.635,7.18556,300,280.75,300,4.45366,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,3.10968,0.931106,2.93226,1.38833,4.63972,0.577106,10,24.7,10.2095,20.5,14,42,6.3279,10,50.7,5.37587,50.5,43,59,3.332,10,44.9,5.7436,45.5,35,54,3.55992,10,81.0758,7.12492,79.4766,69.2097,90.323,4.41607
rl_no_isac,10,1,10,0.885333,0.0437435,0.895408,0.790698,0.946429,0.0271125,10,0.429892,0.0188001,0.424803,0.408315,0.465422,0.0116524,10,103.889,12.6954,101.324,86.0625,120.66,7.8687,10,277.47,29.4374,294,215,300,18.2455,10,298.95,3.32039,300,289.5,300,2.058,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,3.35797,1.30809,3.17031,1.64893,5.29621,0.81076,10,26.5,10.2983,27.5,10,45,6.38297,10,50.7,5.37587,50.5,43,59,3.332,10,45,6.18241,44.5,34,54,3.8319,10,81.0758,7.12492,79.4766,69.2097,90.323,4.41607
skyorbs_like_skip_scan,10,1,10,0.488739,0.048615,0.504237,0.372093,0.538462,0.0301319,10,0.416639,0.0270787,0.414583,0.380278,0.470278,0.0167835,10,186.862,13.9705,182.05,175.607,221.233,8.65902,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,1.48115,0.624439,1.33031,0.534721,2.39532,0.387031,10,37.3,18.9212,37,10,63,11.7275,10,50.7,5.37587,50.5,43,59,3.332,10,24.9,4.22821,25,16,30,2.62067,10,81.0758,7.12492,79.4766,69.2097,90.323,4.41607
uniform_random,10,1,10,0.846902,0.027917,0.84272,0.8125,0.897959,0.0173031,10,0.430657,0.0182085,0.433642,0.403247,0.452148,0.0112858,10,111.71,13.3793,111.271,90.1136,130.596,8.29259,10,296.36,8.8613,300,272.4,300,5.49229,10,300,0,300,300,300,0,10,300,0,300,300,300,0,10,1,0,1,1,1,0,10,2.76141,0.843931,2.71951,1.65993,4.25751,0.523074,10,20.7,11.5475,21,6,41,7.15721,10,50.7,5.37587,50.5,43,59,3.332,10,42.9,4.33205,44,36,48,2.68503,10,81.0758,7.12492,79.4766,69.2097,90.323,4.41607
